ID s	D1.DIPDIR d	D1.DIP d	D2.DIPDIR d	D2.DIP d	T1.X d	T1.Y d	T1.Z d	T2.X d	T2.Y d	T2.Z d	ANG d
W_TST_0093	233.65257483	70.60648630	233.65257483	79.29081728	-0.26744919	-0.19680199	-0.94326025	-0.14966978	-0.11013424	-0.98258303	8.68433098
W_TST_0092	233.65257483	70.60648630	233.65257483	72.43403395	-0.26744919	-0.19680199	-0.94326025	-0.24308411	-0.17887300	-0.95337011	1.82754765
W_TST_0091	233.65257483	70.60648630	233.65257483	75.95135501	-0.26744919	-0.19680199	-0.94326025	-0.19551653	-0.14387048	-0.97008998	5.34486871
W_TST_0090	233.65257483	70.60648630	233.65257483	78.44611427	-0.26744919	-0.19680199	-0.94326025	-0.16132073	-0.11870756	-0.97973677	7.83962797
W_TST_0089	233.65257483	70.60648630	233.65257483	72.89526874	-0.26744919	-0.19680199	-0.94326025	-0.23689482	-0.17431862	-0.95576873	2.28878244
W_TST_0088	233.65257483	70.60648630	233.65257483	71.46123539	-0.26744919	-0.19680199	-0.94326025	-0.25608594	-0.18844037	-0.94810876	0.85474909
W_TST_0087	233.65257483	70.60648630	233.65257483	72.78582580	-0.26744919	-0.19680199	-0.94326025	-0.23836483	-0.17540032	-0.95520518	2.17933950
W_TST_0086	233.65257483	70.60648630	233.65257483	62.74388733	-0.26744919	-0.19680199	-0.94326025	-0.36886543	-0.27142895	-0.88896829	7.86259897
W_TST_0085	233.65257483	70.60648630	233.65257483	60.74294982	-0.26744919	-0.19680199	-0.94326025	-0.39364058	-0.28965970	-0.87243588	9.86353648
W_TST_0084	233.65257483	70.60648630	233.65257483	63.92805628	-0.26744919	-0.19680199	-0.94326025	-0.35398949	-0.26048252	-0.89824290	6.67843002
W_TST_0083	233.65257483	70.60648630	233.65257483	71.20369205	-0.26744919	-0.19680199	-0.94326025	-0.25951590	-0.19096430	-0.94667002	0.59720575
W_TST_0082	233.65257483	70.60648630	233.65257483	72.52582381	-0.26744919	-0.19680199	-0.94326025	-0.24185363	-0.17796755	-0.95385239	1.91933751
W_TST_0081	233.65257483	70.60648630	233.65257483	69.83430417	-0.26744919	-0.19680199	-0.94326025	-0.27766366	-0.20431830	-0.93869959	0.77218213
W_TST_0080	233.65257483	70.60648630	233.65257483	72.23450923	-0.26744919	-0.19680199	-0.94326025	-0.24575667	-0.18083960	-0.95231334	1.62802293
W_TST_0079	233.65257483	70.60648630	233.65257483	73.84368231	-0.26744919	-0.19680199	-0.94326025	-0.22412028	-0.16491850	-0.96050611	3.23719601
W_TST_0078	233.65257483	70.60648630	233.65257483	71.98700526	-0.26744919	-0.19680199	-0.94326025	-0.24906775	-0.18327605	-0.95098641	1.38051897
W_TST_0077	233.65257483	70.60648630	233.65257483	64.65014422	-0.26744919	-0.19680199	-0.94326025	-0.34484375	-0.25375264	-0.90371034	5.95634208
W_TST_0076	233.65257483	70.60648630	233.65257483	68.45368306	-0.26744919	-0.19680199	-0.94326025	-0.29579971	-0.21766367	-0.93012099	2.15280324
W_TST_0075	233.65257483	70.60648630	233.65257483	70.95780842	-0.26744919	-0.19680199	-0.94326025	-0.26278568	-0.19337036	-0.94527858	0.35132212
W_TST_0074	233.65257483	70.60648630	233.65257483	68.69377652	-0.26744919	-0.19680199	-0.94326025	-0.29265785	-0.21535174	-0.93165177	1.91270978
W_TST_0073	233.65257483	70.60648630	233.65257483	70.10756825	-0.26744919	-0.19680199	-0.94326025	-0.27405458	-0.20166256	-0.94033308	0.49891805
W_TST_0072	233.65257483	70.60648630	233.65257483	69.88959575	-0.26744919	-0.19680199	-0.94326025	-0.27693392	-0.20378132	-0.93903183	0.71689055
W_TST_0071	233.65257483	70.60648630	233.65257483	71.62511955	-0.26744919	-0.19680199	-0.94326025	-0.25390063	-0.18683232	-0.94901431	1.01863325
W_TST_0070	233.65257483	70.60648630	233.65257483	70.86966832	-0.26744919	-0.19680199	-0.94326025	-0.26395660	-0.19423198	-0.94477555	0.26318202
W_TST_0069	233.65257483	70.60648630	233.65257483	67.70640003	-0.26744919	-0.19680199	-0.94326025	-0.30554516	-0.22483485	-0.92525210	2.90008627
W_TST_0068	233.65257483	70.60648630	233.65257483	71.33056119	-0.26744919	-0.19680199	-0.94326025	-0.25782691	-0.18972146	-0.94738116	0.72407489
W_TST_0067	233.65257483	70.60648630	233.65257483	69.87449104	-0.26744919	-0.19680199	-0.94326025	-0.27713330	-0.20392803	-0.93894116	0.73199526
