ID s	D1.DIPDIR d	D1.DIP d	D2.DIPDIR d	D2.DIP d	T1.X d	T1.Y d	T1.Z d	T2.X d	T2.Y d	T2.Z d	ANG d
W_TST_0984	235.21538733	16.90501728	235.21538733	68.36513743	-0.78581243	-0.54584095	-0.29078598	-0.30280618	-0.21033520	-0.92955232	51.46012016
W_TST_0983	235.21538733	16.90501728	235.21538733	76.10643799	-0.78581243	-0.54584095	-0.29078598	-0.19721030	-0.13698619	-0.97074347	59.20142071
W_TST_0982	235.21538733	16.90501728	235.21538733	18.89651422	-0.78581243	-0.54584095	-0.29078598	-0.77703841	-0.53974633	-0.32385986	1.99149694
W_TST_0981	235.21538733	16.90501728	235.21538733	1.57933566	-0.78581243	-0.54584095	-0.29078598	-0.82099045	-0.57027630	-0.02756112	15.32568162
W_TST_0979	235.21538733	16.90501728	235.21538733	11.92117088	-0.78581243	-0.54584095	-0.29078598	-0.80358919	-0.55818904	-0.20656573	4.98384640
W_TST_0980	235.21538733	16.90501728	235.21538733	6.48754961	-0.78581243	-0.54584095	-0.29078598	-0.81604318	-0.56683983	-0.11298731	10.41746767
W_TST_0978	235.21538733	16.90501728	235.21538733	25.34727756	-0.78581243	-0.54584095	-0.29078598	-0.74223534	-0.51557143	-0.42810372	8.44226028
W_TST_0977	235.21538733	16.90501728	235.21538733	44.28806200	-0.78581243	-0.54584095	-0.29078598	-0.58791970	-0.40838072	-0.69826615	27.38304472
W_TST_0976	235.21538733	16.90501728	235.21538733	71.58055942	-0.78581243	-0.54584095	-0.29078598	-0.25950774	-0.18025924	-0.94876886	54.67554214
W_TST_0975	235.21538733	16.90501728	235.21538733	6.63237717	-0.78581243	-0.54584095	-0.29078598	-0.81580601	-0.56667508	-0.11549848	10.27264011
W_TST_0974	235.21538733	16.90501728	235.21538733	25.71349778	-0.78581243	-0.54584095	-0.29078598	-0.73997284	-0.51399985	-0.43387135	8.80848050
W_TST_0973	235.21538733	16.90501728	235.21538733	35.60277239	-0.78581243	-0.54584095	-0.29078598	-0.66777851	-0.46385224	-0.58216231	18.69775511
W_TST_0972	235.21538733	16.90501728	235.21538733	25.78085285	-0.78581243	-0.54584095	-0.29078598	-0.73955343	-0.51370852	-0.43493021	8.87583557
W_TST_0971	235.21538733	16.90501728	235.21538733	51.30633179	-0.78581243	-0.54584095	-0.29078598	-0.51344249	-0.35664737	-0.78049950	34.40131451
W_TST_0970	235.21538733	16.90501728	235.21538733	42.89572531	-0.78581243	-0.54584095	-0.29078598	-0.60168099	-0.41793958	-0.68066621	25.99070804
W_TST_0969	235.21538733	16.90501728	235.21538733	38.84019434	-0.78581243	-0.54584095	-0.29078598	-0.63971100	-0.44435598	-0.62715038	21.93517706
W_TST_0968	235.21538733	16.90501728	235.21538733	44.15918720	-0.78581243	-0.54584095	-0.29078598	-0.58920815	-0.40927570	-0.69665426	27.25416993
W_TST_0967	235.21538733	16.90501728	235.21538733	16.75108941	-0.78581243	-0.54584095	-0.29078598	-0.78645120	-0.54628465	-0.28821448	0.15392787
