EIGENVECTOR1.X d	EIGENVECTOR1.Y d	EIGENVECTOR1.Z d	EIGENVECTOR2.X d	EIGENVECTOR2.Y d	EIGENVECTOR2.Z d	EIGENVECTOR3.X d	EIGENVECTOR3.Y d	EIGENVECTOR3.Z d	EIGENVALUE.X d	EIGENVALUE.Y d	EIGENVALUE.Z d	S_1.DIPDIR d	S_1.DIP d	S_2.DIPDIR d	S_2.DIP d	S_3.DIPDIR d	S_3.DIP d	stressratio d	delvaux_str d	regime s	delvaux_rgm s	shmax d	shmin d
-0.08364165	0.01118121	-0.99643317	0.33317730	0.94270383	-0.01738896	0.93914693	-0.33344335	-0.08257463	1.00009860	0.13001055	0.00000385	277.61415051	85.15929907	19.46480015	0.99636418	109.54736485	4.73657111	0.12999438	0.12999438	EXTENSIONAL	RADIAL EXTENSIVE	999.99000000	109.54736485
