EIGENVECTOR1.X d	EIGENVECTOR1.Y d	EIGENVECTOR1.Z d	EIGENVECTOR2.X d	EIGENVECTOR2.Y d	EIGENVECTOR2.Z d	EIGENVECTOR3.X d	EIGENVECTOR3.Y d	EIGENVECTOR3.Z d	EIGENVALUE.X d	EIGENVALUE.Y d	EIGENVALUE.Z d	S_1.DIPDIR d	S_1.DIP d	S_2.DIPDIR d	S_2.DIP d	S_3.DIPDIR d	S_3.DIP d	stressratio d	delvaux_str d	regime s	delvaux_rgm s	shmax d	shmin d
-0.05456745	-0.05375304	-0.99706219	0.69077421	0.71900516	-0.07656744	0.72100859	-0.69292293	-0.00210307	1.00840870	-0.42575155	-0.58265715	225.43077336	85.60705143	43.85280023	4.39128918	133.86205355	0.12049697	0.09861666	0.09861666	EXTENSIONAL	RADIAL EXTENSIVE	999.99000000	133.86205355
-0.05456745	-0.05375304	-0.99706219	0.69077421	0.71900516	-0.07656744	0.72100859	-0.69292293	-0.00210307	1.00840870	-0.42575155	-0.58265715	225.43077363	85.60705143	43.85280024	4.39128918	133.86205356	0.12049699	0.09861666	0.09861666	EXTENSIONAL	RADIAL EXTENSIVE	999.99000000	133.86205356
-0.05456745	-0.05375304	-0.99706219	0.69077421	0.71900516	-0.07656744	0.72100859	-0.69292293	-0.00210307	1.00840870	-0.42575155	-0.58265715	225.43077385	85.60705143	43.85280025	4.39128918	133.86205357	0.12049701	0.09861666	0.09861666	EXTENSIONAL	RADIAL EXTENSIVE	999.99000000	133.86205357
-0.05456745	-0.05375304	-0.99706219	0.69077421	0.71900516	-0.07656744	0.72100859	-0.69292293	-0.00210307	1.00840870	-0.42575155	-0.58265715	225.43077404	85.60705143	43.85280025	4.39128918	133.86205358	0.12049703	0.09861666	0.09861666	EXTENSIONAL	RADIAL EXTENSIVE	999.99000000	133.86205358
-0.05456745	-0.05375304	-0.99706219	0.69077421	0.71900516	-0.07656744	0.72100859	-0.69292293	-0.00210307	1.00840870	-0.42575155	-0.58265715	225.43077419	85.60705143	43.85280026	4.39128918	133.86205358	0.12049704	0.09861666	0.09861666	EXTENSIONAL	RADIAL EXTENSIVE	999.99000000	133.86205358
-0.05456745	-0.05375304	-0.99706219	0.69077421	0.71900516	-0.07656744	0.72100859	-0.69292293	-0.00210307	1.00840870	-0.42575155	-0.58265715	225.43077431	85.60705143	43.85280026	4.39128917	133.86205358	0.12049705	0.09861666	0.09861666	EXTENSIONAL	RADIAL EXTENSIVE	999.99000000	133.86205358
-0.05456745	-0.05375304	-0.99706219	0.69077421	0.71900516	-0.07656744	0.72100859	-0.69292293	-0.00210307	1.00840870	-0.42575155	-0.58265715	225.43077441	85.60705143	43.85280026	4.39128917	133.86205359	0.12049705	0.09861666	0.09861666	EXTENSIONAL	RADIAL EXTENSIVE	999.99000000	133.86205359
-0.05456745	-0.05375304	-0.99706219	0.69077421	0.71900516	-0.07656744	0.72100859	-0.69292293	-0.00210307	1.00840870	-0.42575155	-0.58265715	225.43077449	85.60705143	43.85280026	4.39128917	133.86205359	0.12049706	0.09861666	0.09861666	EXTENSIONAL	RADIAL EXTENSIVE	999.99000000	133.86205359
-0.05456745	-0.05375304	-0.99706219	0.69077421	0.71900516	-0.07656744	0.72100859	-0.69292293	-0.00210307	1.00840870	-0.42575155	-0.58265715	225.43077456	85.60705143	43.85280027	4.39128917	133.86205359	0.12049706	0.09861666	0.09861666	EXTENSIONAL	RADIAL EXTENSIVE	999.99000000	133.86205359
-0.05456745	-0.05375304	-0.99706219	0.69077421	0.71900516	-0.07656744	0.72100859	-0.69292293	-0.00210307	1.00840870	-0.42575155	-0.58265715	225.43077462	85.60705143	43.85280027	4.39128917	133.86205359	0.12049707	0.09861666	0.09861666	EXTENSIONAL	RADIAL EXTENSIVE	999.99000000	133.86205359
-0.05456745	-0.05375304	-0.99706219	0.69077421	0.71900516	-0.07656744	0.72100859	-0.69292293	-0.00210307	1.00840870	-0.42575155	-0.58265715	225.43077466	85.60705144	43.85280027	4.39128917	133.86205360	0.12049707	0.09861666	0.09861666	EXTENSIONAL	RADIAL EXTENSIVE	999.99000000	133.86205360
-0.05456745	-0.05375304	-0.99706219	0.69077421	0.71900516	-0.07656744	0.72100859	-0.69292293	-0.00210307	1.00840870	-0.42575155	-0.58265715	225.43077470	85.60705144	43.85280027	4.39128917	133.86205360	0.12049707	0.09861666	0.09861666	EXTENSIONAL	RADIAL EXTENSIVE	999.99000000	133.86205360
-0.05456745	-0.05375304	-0.99706219	0.69077421	0.71900516	-0.07656744	0.72100859	-0.69292293	-0.00210307	1.00840870	-0.42575155	-0.58265715	225.43077473	85.60705144	43.85280027	4.39128917	133.86205360	0.12049708	0.09861666	0.09861666	EXTENSIONAL	RADIAL EXTENSIVE	999.99000000	133.86205360
-0.05456745	-0.05375304	-0.99706219	0.69077421	0.71900516	-0.07656744	0.72100859	-0.69292293	-0.00210307	1.00840870	-0.42575155	-0.58265715	225.43077476	85.60705144	43.85280027	4.39128917	133.86205360	0.12049708	0.09861666	0.09861666	EXTENSIONAL	RADIAL EXTENSIVE	999.99000000	133.86205360
-0.05456745	-0.05375304	-0.99706219	0.69077421	0.71900516	-0.07656744	0.72100859	-0.69292293	-0.00210307	1.00840870	-0.42575155	-0.58265715	225.43077478	85.60705144	43.85280027	4.39128917	133.86205360	0.12049708	0.09861666	0.09861666	EXTENSIONAL	RADIAL EXTENSIVE	999.99000000	133.86205360
-0.05456745	-0.05375304	-0.99706219	0.69077421	0.71900516	-0.07656744	0.72100859	-0.69292293	-0.00210307	1.00840870	-0.42575155	-0.58265715	225.43077479	85.60705144	43.85280027	4.39128917	133.86205360	0.12049708	0.09861666	0.09861666	EXTENSIONAL	RADIAL EXTENSIVE	999.99000000	133.86205360
-0.05456745	-0.05375304	-0.99706219	0.69077421	0.71900516	-0.07656744	0.72100859	-0.69292293	-0.00210307	1.00840870	-0.42575155	-0.58265715	225.43077481	85.60705144	43.85280027	4.39128917	133.86205360	0.12049708	0.09861666	0.09861666	EXTENSIONAL	RADIAL EXTENSIVE	999.99000000	133.86205360
-0.05456745	-0.05375304	-0.99706219	0.69077421	0.71900516	-0.07656744	0.72100859	-0.69292293	-0.00210307	1.00840870	-0.42575155	-0.58265715	225.43077482	85.60705144	43.85280027	4.39128917	133.86205360	0.12049708	0.09861666	0.09861666	EXTENSIONAL	RADIAL EXTENSIVE	999.99000000	133.86205360
-0.05456745	-0.05375304	-0.99706219	0.69077421	0.71900516	-0.07656744	0.72100859	-0.69292293	-0.00210307	1.00840870	-0.42575155	-0.58265715	225.43077483	85.60705144	43.85280027	4.39128917	133.86205360	0.12049708	0.09861666	0.09861666	EXTENSIONAL	RADIAL EXTENSIVE	999.99000000	133.86205360
-0.05456745	-0.05375304	-0.99706219	0.69077421	0.71900516	-0.07656744	0.72100859	-0.69292293	-0.00210307	1.00840870	-0.42575155	-0.58265715	225.43077483	85.60705144	43.85280027	4.39128917	133.86205360	0.12049708	0.09861666	0.09861666	EXTENSIONAL	RADIAL EXTENSIVE	999.99000000	133.86205360
-0.05456745	-0.05375304	-0.99706219	0.69077421	0.71900516	-0.07656744	0.72100859	-0.69292293	-0.00210307	1.00840870	-0.42575155	-0.58265715	225.43077484	85.60705144	43.85280027	4.39128917	133.86205360	0.12049708	0.09861666	0.09861666	EXTENSIONAL	RADIAL EXTENSIVE	999.99000000	133.86205360
-0.05456745	-0.05375304	-0.99706219	0.69077421	0.71900516	-0.07656744	0.72100859	-0.69292293	-0.00210307	1.00840870	-0.42575155	-0.58265715	225.43077485	85.60705144	43.85280027	4.39128917	133.86205360	0.12049709	0.09861666	0.09861666	EXTENSIONAL	RADIAL EXTENSIVE	999.99000000	133.86205360
-0.05456745	-0.05375304	-0.99706219	0.69077421	0.71900516	-0.07656744	0.72100859	-0.69292293	-0.00210307	1.00840870	-0.42575155	-0.58265715	225.43077485	85.60705144	43.85280027	4.39128917	133.86205360	0.12049709	0.09861666	0.09861666	EXTENSIONAL	RADIAL EXTENSIVE	999.99000000	133.86205360
-0.05456745	-0.05375304	-0.99706219	0.69077421	0.71900516	-0.07656744	0.72100859	-0.69292293	-0.00210307	1.00840870	-0.42575155	-0.58265715	225.43077485	85.60705144	43.85280027	4.39128917	133.86205360	0.12049709	0.09861666	0.09861666	EXTENSIONAL	RADIAL EXTENSIVE	999.99000000	133.86205360
-0.05456745	-0.05375304	-0.99706219	0.69077421	0.71900516	-0.07656744	0.72100859	-0.69292293	-0.00210307	1.00840870	-0.42575155	-0.58265715	225.43077486	85.60705144	43.85280027	4.39128917	133.86205360	0.12049709	0.09861666	0.09861666	EXTENSIONAL	RADIAL EXTENSIVE	999.99000000	133.86205360
