NAME_ID s	iID i	N.X d	N.Y d	N.Z d	D.X d	D.Y d	D.Z d	S.X d	S.Y d	S.Z d	NC.X d	NC.Y d	NC.Z d	DC.X d	DC.Y d	DC.Z d	SC.X d	SC.Y d	SC.Z d	LPITCH  d	LPITCHSENSE s	PITCHANGLE  d	MISFIT d	LINEATION s	OFFSET s	DEPTH d	GC s	COLOR s	LOC s	LOCX d	LOCY d	FORMATION s	DATATYPE s	DIPDIR d	DIP d	LDIR d	LDIP d	corr.DIPDIR d	corr.DIP d	corrL.DIPDIR d	corrL.DIP d	PALEON d	COMMENT s	DATAGROUP s	PSCOLOR s	DASHED s	ptnP.X d	ptnP.Y d	ptnP.Z d	ptnT.X d	ptnT.Y d	ptnT.Z d	ptnN.X d	ptnN.Y d	ptnN.Z d	avD.X d	avD.Y d	avD.Z d	avS0D.X d	avS0D.Y d	avS0D.Z d	avS0N.X d	avS0N.Y d	avS0N.Z d	avS0d.DIPDIR d	avS0d.DIP d	avd.DIPDIR d	avd.DIP d	avS0offset s	TRAJECTORY.X d	TRAJECTORY.Y d	TRAJECTORY.Z d	fold_great_circle_N.X d	fold_great_circle_N.Y d	fold_great_circle_N.Z d	SHEAR_S.X d	SHEAR_S.Y d	SHEAR_S.Z d	NORMAL_S.X d	NORMAL_S.Y d	NORMAL_S.Z d	lambda d	ANG d	RUP d
BZ0066	0	-0.61138638	0.73602306	0.29064886	-0.18571616	0.22357609	-0.95682979	-0.76923092	-0.63897088	0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	AXX	A	230	0.00000000	0.00000000	LOWERFARS	FRACTURE	145.00000000	82.00000000	NAN	NAN	320.28487633	73.10319397	NAN	NAN	NAN		PLANE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.86851989	0.35997674	-0.34071973	0.18710217	-0.98234036	-0.00044721	0.00008367	-0.00043932	0.99999990	169.21628080	0.02562345	67.48738679	19.92073026	NORMAL	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
BZ0070	1	-0.75436935	0.65465565	0.04850629	-0.03663478	0.03179234	-0.99882288	-0.65542717	-0.75525838	0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	AXX	A	230	0.00000000	0.00000000	LOWERFARS	FRACTURE	128.00000000	82.00000000	NAN	NAN	310.95204803	87.21970325	NAN	NAN	NAN		PLANE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.86851989	0.35997674	-0.34071973	0.18710217	-0.98234036	-0.00044721	0.00008367	-0.00043932	0.99999990	169.21628080	0.02562345	67.48738679	19.92073026	NORMAL	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
BZ0071	2	0.21198568	0.29823031	0.93065609	0.53918663	0.75855028	-0.36589513	-0.81507046	0.57936184	0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	AXX	A	230	0.00000000	0.00000000	LOWERFARS	FRACTURE	32.00000000	81.00000000	NAN	NAN	35.40567069	21.46268087	NAN	NAN	NAN		PLANE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.86851989	0.35997674	-0.34071973	0.18710217	-0.98234036	-0.00044721	0.00008367	-0.00043932	0.99999990	169.21628080	0.02562345	67.48738679	19.92073026	NORMAL	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
BZ0072	3	-0.69409774	0.70585480	0.14141191	-0.09915006	0.10082952	-0.98995084	-0.71302005	-0.70114364	0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	AXX	A	230	0.00000000	0.00000000	LOWERFARS	FRACTURE	135.00000000	81.00000000	NAN	NAN	315.48116916	81.87044460	NAN	NAN	NAN		PLANE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.86851989	0.35997674	-0.34071973	0.18710217	-0.98234036	-0.00044721	0.00008367	-0.00043932	0.99999990	169.21628080	0.02562345	67.48738679	19.92073026	NORMAL	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
BZ0073	4	0.73850985	-0.22967643	0.63391793	0.60531993	-0.18825439	-0.77340033	0.29696965	0.95488692	0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	AXX	A	230	0.00000000	0.00000000	LOWERFARS	FRACTURE	80.00000000	80.00000000	NAN	NAN	107.27568397	50.66022487	NAN	NAN	NAN		PLANE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.86851989	0.35997674	-0.34071973	0.18710217	-0.98234036	-0.00044721	0.00008367	-0.00043932	0.99999990	169.21628080	0.02562345	67.48738679	19.92073026	NORMAL	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
BZ0074	5	0.60847526	-0.04748494	0.79215089	0.78974971	-0.06163146	-0.61032529	0.07780268	0.99696878	0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	AXX	A	230	0.00000000	0.00000000	LOWERFARS	FRACTURE	64.00000000	80.00000000	NAN	NAN	94.46227479	37.61302761	NAN	NAN	NAN		PLANE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.86851989	0.35997674	-0.34071973	0.18710217	-0.98234036	-0.00044721	0.00008367	-0.00043932	0.99999990	169.21628080	0.02562345	67.48738679	19.92073026	NORMAL	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
BZ0075	6	0.52280192	0.04209689	0.85141412	0.84866729	0.06833611	-0.52449404	-0.08026190	0.99677381	-0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	AXX	A	230	0.00000000	0.00000000	LOWERFARS	FRACTURE	56.00000000	80.00000000	NAN	NAN	85.39638026	31.63418864	NAN	NAN	NAN		PLANE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.86851989	0.35997674	-0.34071973	0.18710217	-0.98234036	-0.00044721	0.00008367	-0.00043932	0.99999990	169.21628080	0.02562345	67.48738679	19.92073026	NORMAL	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
BZ0076	7	0.47548917	0.08574045	0.87553334	0.86163712	0.15537084	-0.48315771	-0.17745851	0.98412828	-0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	AXX	A	230	0.00000000	0.00000000	LOWERFARS	FRACTURE	52.00000000	80.00000000	NAN	NAN	79.77823991	28.89184120	NAN	NAN	NAN		PLANE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.86851989	0.35997674	-0.34071973	0.18710217	-0.98234036	-0.00044721	0.00008367	-0.00043932	0.99999990	169.21628080	0.02562345	67.48738679	19.92073026	NORMAL	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
BZ0077	8	0.23301916	0.26620759	0.93532646	0.61604782	0.70379022	-0.35378583	-0.75245409	0.65864470	0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	AXX	B	230	0.00000000	0.00000000	LOWERFARS	FRACTURE	34.00000000	80.00000000	NAN	NAN	41.19659170	20.71904894	NAN	NAN	NAN		PLANE	0.00 0.00 1.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.86851989	0.35997674	-0.34071973	0.18710217	-0.98234036	-0.00044721	0.00008367	-0.00043932	0.99999990	169.21628080	0.02562345	67.48738679	19.92073026	NORMAL	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
BZ0078	9	0.39956797	0.14917241	0.90448496	0.84735880	0.31634806	-0.42650553	-0.34975492	0.93684123	0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	AXX	B	230	0.00000000	0.00000000	LOWERFARS	FRACTURE	46.00000000	80.00000000	NAN	NAN	69.52767439	25.24599571	NAN	NAN	NAN		PLANE	0.00 0.00 1.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.86851989	0.35997674	-0.34071973	0.18710217	-0.98234036	-0.00044721	0.00008367	-0.00043932	0.99999990	169.21628080	0.02562345	67.48738679	19.92073026	NORMAL	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
