EIGENVECTOR1.X d	EIGENVECTOR1.Y d	EIGENVECTOR1.Z d	EIGENVECTOR2.X d	EIGENVECTOR2.Y d	EIGENVECTOR2.Z d	EIGENVECTOR3.X d	EIGENVECTOR3.Y d	EIGENVECTOR3.Z d	EIGENVALUE.X d	EIGENVALUE.Y d	EIGENVALUE.Z d	S_1.DIPDIR d	S_1.DIP d	S_2.DIPDIR d	S_2.DIP d	S_3.DIPDIR d	S_3.DIP d	stressratio d	delvaux_str d	regime s	delvaux_rgm s	shmax d	shmin d
0.32581395	0.90859323	-0.26134958	0.02195490	-0.28363016	-0.95868238	-0.94517895	0.30661419	-0.11235874	0.96768264	-0.39744876	-0.57023388	19.72741007	15.15015636	175.57374449	73.47231407	287.97296099	6.45130434	0.11235013	1.88764987	STRIKE-SLIP	TRANSPRESSIVE	19.72741007	109.72741007
