EIGENVECTOR1.X d	EIGENVECTOR1.Y d	EIGENVECTOR1.Z d	EIGENVECTOR2.X d	EIGENVECTOR2.Y d	EIGENVECTOR2.Z d	EIGENVECTOR3.X d	EIGENVECTOR3.Y d	EIGENVECTOR3.Z d	EIGENVALUE.X d	EIGENVALUE.Y d	EIGENVALUE.Z d	S_1.DIPDIR d	S_1.DIP d	S_2.DIPDIR d	S_2.DIP d	S_3.DIPDIR d	S_3.DIP d	stressratio d	delvaux_str d	regime s	delvaux_rgm s	shmax d	shmin d
0.26201667	0.93388548	-0.24332115	0.02042635	-0.25743987	-0.96607840	-0.96484715	0.24815848	-0.08652941	1.23276947	-0.53167154	-0.70109793	15.67232292	14.08264050	175.46341754	75.03381359	284.42383274	4.96397786	0.08761014	1.91238986	STRIKE-SLIP	TRANSPRESSIVE	15.67232292	105.67232292
0.26201346	0.93388645	-0.24332088	0.02042583	-0.25743916	-0.96607860	-0.96484804	0.24815557	-0.08652793	1.23276514	-0.53167031	-0.70109482	15.67212461	14.08262489	175.46352206	75.03385791	284.42365749	4.96389235	0.08760950	1.91239050	STRIKE-SLIP	TRANSPRESSIVE	15.67212461	105.67212461
0.26201052	0.93388733	-0.24332064	0.02042534	-0.25743851	-0.96607878	-0.96484884	0.24815290	-0.08652657	1.23276118	-0.53166920	-0.70109198	15.67194357	14.08261063	175.46361748	75.03389837	284.42349750	4.96381428	0.08760892	1.91239108	STRIKE-SLIP	TRANSPRESSIVE	15.67194357	105.67194357
0.26200784	0.93388814	-0.24332042	0.02042490	-0.25743792	-0.96607895	-0.96484958	0.24815047	-0.08652533	1.23275756	-0.53166818	-0.70108939	15.67177831	14.08259762	175.46370459	75.03393530	284.42335146	4.96374302	0.08760839	1.91239161	STRIKE-SLIP	TRANSPRESSIVE	15.67177831	105.67177831
0.26200540	0.93388888	-0.24332022	0.02042450	-0.25743738	-0.96607910	-0.96485025	0.24814825	-0.08652420	1.23275427	-0.53166724	-0.70108702	15.67162745	14.08258574	175.46378412	75.03396902	284.42321814	4.96367796	0.08760790	1.91239210	STRIKE-SLIP	TRANSPRESSIVE	15.67162745	105.67162745
0.26200317	0.93388955	-0.24332004	0.02042413	-0.25743689	-0.96607924	-0.96485087	0.24814622	-0.08652317	1.23275125	-0.53166639	-0.70108486	15.67148973	14.08257490	175.46385672	75.03399980	284.42309644	4.96361857	0.08760746	1.91239254	STRIKE-SLIP	TRANSPRESSIVE	15.67148973	105.67148973
0.26200113	0.93389017	-0.24331987	0.02042380	-0.25743644	-0.96607937	-0.96485143	0.24814437	-0.08652222	1.23274851	-0.53166562	-0.70108289	15.67136402	14.08256500	175.46392299	75.03402789	284.42298535	4.96356436	0.08760705	1.91239295	STRIKE-SLIP	TRANSPRESSIVE	15.67136402	105.67136402
0.26199927	0.93389073	-0.24331972	0.02042349	-0.25743603	-0.96607948	-0.96485194	0.24814268	-0.08652136	1.23274600	-0.53166491	-0.70108109	15.67124926	14.08255596	175.46398350	75.03405354	284.42288393	4.96351487	0.08760668	1.91239332	STRIKE-SLIP	TRANSPRESSIVE	15.67124926	105.67124926
0.26199757	0.93389124	-0.24331958	0.02042321	-0.25743566	-0.96607959	-0.96485241	0.24814114	-0.08652058	1.23274370	-0.53166426	-0.70107944	15.67114450	14.08254771	175.46403873	75.03407696	284.42279136	4.96346969	0.08760635	1.91239365	STRIKE-SLIP	TRANSPRESSIVE	15.67114450	105.67114450
0.26199602	0.93389171	-0.24331945	0.02042296	-0.25743532	-0.96607969	-0.96485283	0.24813973	-0.08651986	1.23274161	-0.53166367	-0.70107794	15.67104887	14.08254018	175.46408916	75.03409833	284.42270685	4.96342845	0.08760604	1.91239396	STRIKE-SLIP	TRANSPRESSIVE	15.67104887	105.67104887
0.26199461	0.93389214	-0.24331933	0.02042272	-0.25743501	-0.96607977	-0.96485322	0.24813845	-0.08651921	1.23273970	-0.53166313	-0.70107657	15.67096157	14.08253330	175.46413519	75.03411784	284.42262970	4.96339080	0.08760576	1.91239424	STRIKE-SLIP	TRANSPRESSIVE	15.67096157	105.67096157
0.26199331	0.93389253	-0.24331923	0.02042251	-0.25743472	-0.96607985	-0.96485358	0.24813727	-0.08651861	1.23273796	-0.53166264	-0.70107532	15.67088187	14.08252702	175.46417721	75.03413565	284.42255928	4.96335643	0.08760550	1.91239450	STRIKE-SLIP	TRANSPRESSIVE	15.67088187	105.67088187
0.26199214	0.93389289	-0.24331913	0.02042232	-0.25743446	-0.96607993	-0.96485390	0.24813620	-0.08651806	1.23273637	-0.53166219	-0.70107418	15.67080913	14.08252129	175.46421557	75.03415191	284.42249499	4.96332506	0.08760527	1.91239473	STRIKE-SLIP	TRANSPRESSIVE	15.67080913	105.67080913
0.26199106	0.93389321	-0.24331904	0.02042214	-0.25743423	-0.96607999	-0.96485420	0.24813522	-0.08651756	1.23273492	-0.53166178	-0.70107314	15.67074272	14.08251606	175.46425059	75.03416675	284.42243630	4.96329642	0.08760505	1.91239495	STRIKE-SLIP	TRANSPRESSIVE	15.67074272	105.67074272
0.26199008	0.93389351	-0.24331896	0.02042198	-0.25743401	-0.96608006	-0.96485447	0.24813433	-0.08651711	1.23273359	-0.53166141	-0.70107219	15.67068210	14.08251129	175.46428256	75.03418030	284.42238273	4.96327027	0.08760486	1.91239514	STRIKE-SLIP	TRANSPRESSIVE	15.67068210	105.67068210
0.26198918	0.93389378	-0.24331889	0.02042183	-0.25743381	-0.96608011	-0.96485471	0.24813352	-0.08651669	1.23273238	-0.53166107	-0.70107132	15.67062676	14.08250693	175.46431174	75.03419267	284.42233383	4.96324641	0.08760468	1.91239532	STRIKE-SLIP	TRANSPRESSIVE	15.67062676	105.67062676
0.26198836	0.93389403	-0.24331882	0.02042170	-0.25743363	-0.96608016	-0.96485494	0.24813277	-0.08651632	1.23273128	-0.53166075	-0.70107053	15.67057624	14.08250295	175.46433838	75.03420396	284.42228919	4.96322462	0.08760452	1.91239548	STRIKE-SLIP	TRANSPRESSIVE	15.67057624	105.67057624
