ID s	D1.DIPDIR d	D1.DIP d	D2.DIPDIR d	D2.DIP d	T1.X d	T1.Y d	T1.Z d	T2.X d	T2.Y d	T2.Z d	ANG d	MSFT d
W_TST_0031	43.57711611	11.23122717	43.57711611	9.04000000	0.67612899	0.71057346	-0.19476896	0.68076801	0.71544880	-0.15712396	2.19122717	4.80147652
W_TST_0032	43.57711611	11.23122717	43.57711611	10.36000000	0.67612899	0.71057346	-0.19476896	0.67809228	0.71263676	-0.17983244	0.87122717	0.75903679
W_TST_0033	43.57711611	11.23122717	43.57711611	11.26000000	0.67612899	0.71057346	-0.19476896	0.67606149	0.71050251	-0.19526150	0.02877283	0.00082788
W_TST_0034	43.57711611	11.23122717	43.57711611	8.42000000	0.67612899	0.71057346	-0.19476896	0.68190016	0.71663862	-0.14642834	2.81122717	7.90299822
W_TST_0035	43.57711611	11.23122717	43.57711611	16.65000000	0.67612899	0.71057346	-0.19476896	0.66042864	0.69407327	-0.28652455	5.41877283	29.36309895
W_TST_0036	43.57711611	11.23122717	43.57711611	22.60000000	0.67612899	0.71057346	-0.19476896	0.63639673	0.66881709	-0.38429532	11.36877283	129.24899559
W_TST_0037	43.57711611	11.23122717	43.57711611	13.03000000	0.67612899	0.71057346	-0.19476896	0.67158148	0.70579428	-0.22546120	1.79877283	3.23558368
W_TST_0038	43.57711611	11.23122717	43.57711611	16.51000000	0.67612899	0.71057346	-0.19476896	0.66090927	0.69457839	-0.28418269	5.27877283	27.86544256
W_TST_0039	43.57711611	11.23122717	43.57711611	31.24000000	0.67612899	0.71057346	-0.19476896	0.58937902	0.61940413	-0.51862404	20.00877283	400.35099003
W_TST_0040	43.57711611	11.23122717	43.57711611	11.10000000	0.67612899	0.71057346	-0.19476896	0.67643472	0.71089476	-0.19252197	0.13122717	0.01722057
W_TST_0041	43.57711611	11.23122717	43.57711611	4.95000000	0.67612899	0.71057346	-0.19476896	0.68675931	0.72174532	-0.08628637	6.28122717	39.45381480
W_TST_0042	43.57711611	11.23122717	43.57711611	8.56000000	0.67612899	0.71057346	-0.19476896	0.68165149	0.71637728	-0.14884502	2.67122717	7.13545461
W_TST_0043	43.57711611	11.23122717	43.57711611	5.64000000	0.67612899	0.71057346	-0.19476896	0.68599323	0.72094021	-0.09827768	5.59122717	31.26182130
W_TST_0044	43.57711611	11.23122717	43.57711611	11.17000000	0.67612899	0.71057346	-0.19476896	0.67627208	0.71072383	-0.19372070	0.06122717	0.00374877
W_TST_0045	43.57711611	11.23122717	43.57711611	7.63000000	0.67612899	0.71057346	-0.19476896	0.68322703	0.71803309	-0.13277537	3.60122717	12.96883715
W_TST_0046	43.57711611	11.23122717	43.57711611	11.36000000	0.67612899	0.71057346	-0.19476896	0.67582554	0.71025454	-0.19697293	0.12877283	0.01658244
W_TST_0047	43.57711611	11.23122717	43.57711611	12.29000000	0.67612899	0.71057346	-0.19476896	0.67353269	0.70784489	-0.21285986	1.05877283	1.12099990
W_TST_0048	43.57711611	11.23122717	43.57711611	9.13000000	0.67612899	0.71057346	-0.19476896	0.68059703	0.71526911	-0.15867505	2.10122717	4.41515563
W_TST_0049	43.57711611	11.23122717	43.57711611	10.29000000	0.67612899	0.71057346	-0.19476896	0.67824323	0.71279539	-0.17863049	0.94122717	0.88590859
W_TST_0050	43.57711611	11.23122717	43.57711611	10.35000000	0.67612899	0.71057346	-0.19476896	0.67811391	0.71265949	-0.17966075	0.88122717	0.77656133
W_TST_0051	43.57711611	11.23122717	43.57711611	8.91000000	0.67612899	0.71057346	-0.19476896	0.68101200	0.71570522	-0.15488282	2.32122717	5.38809559
W_TST_0052	43.57711611	11.23122717	43.57711611	7.90000000	0.67612899	0.71057346	-0.19476896	0.68278814	0.71757184	-0.13744455	3.33122717	11.09707448
W_TST_0053	43.57711611	11.23122717	43.57711611	8.12000000	0.67612899	0.71057346	-0.19476896	0.68241932	0.71718423	-0.14124681	3.11122717	9.67973452
W_TST_0054	43.57711611	11.23122717	43.57711611	11.21000000	0.67612899	0.71057346	-0.19476896	0.67617869	0.71062568	-0.19440556	0.02122717	0.00045059
W_TST_0055	43.57711611	11.23122717	43.57711611	10.19000000	0.67612899	0.71057346	-0.19476896	0.67845710	0.71302017	-0.17691296	1.04122717	1.08415403
W_TST_0056	43.57711611	11.23122717	43.57711611	10.38000000	0.67612899	0.71057346	-0.19476896	0.67804897	0.71259124	-0.18017580	0.85122717	0.72458770
W_TST_0057	43.57711611	11.23122717	43.57711611	10.32000000	0.67612899	0.71057346	-0.19476896	0.67817866	0.71272754	-0.17914564	0.91122717	0.83033496
W_TST_0058	43.57711611	11.23122717	43.57711611	8.78000000	0.67612899	0.71057346	-0.19476896	0.68125249	0.71595796	-0.15264087	2.45122717	6.00851465
W_TST_0059	43.57711611	11.23122717	43.57711611	9.98000000	0.67612899	0.71057346	-0.19476896	0.67889952	0.71348512	-0.17330440	1.25122717	1.56556944
