ID s	D1.DIPDIR d	D1.DIP d	D2.DIPDIR d	D2.DIP d	T1.X d	T1.Y d	T1.Z d	T2.X d	T2.Y d	T2.Z d	ANG d
W_TST_0685	235.96007608	0.00000000	47.01020527	0.00000000	-0.82864772	-0.55977044	0.00000000	0.73147516	0.68186808	0.00000000	171.05012920
W_TST_0684	235.96007608	0.00000000	36.77115932	0.00000000	-0.82864772	-0.55977044	0.00000000	0.59862046	0.80103280	0.00000000	160.81108325
W_TST_0683	235.96007608	0.00000000	216.75150273	0.00000000	-0.82864772	-0.55977044	0.00000000	-0.59834562	-0.80123812	0.00000000	19.20857335
W_TST_0682	235.96007608	0.00000000	229.98528357	0.00000000	-0.82864772	-0.55977044	0.00000000	-0.76587932	-0.64298435	0.00000000	5.97479251
W_TST_0681	235.96007608	0.00000000	226.74400138	0.00000000	-0.82864772	-0.55977044	0.00000000	-0.72829923	-0.68525924	0.00000000	9.21607470
W_TST_0680	235.96007608	0.00000000	223.90001088	0.00000000	-0.82864772	-0.55977044	0.00000000	-0.69340196	-0.72055098	0.00000000	12.06006521
W_TST_0679	235.96007608	0.00000000	225.66105657	0.00000000	-0.82864772	-0.55977044	0.00000000	-0.71521786	-0.69890157	0.00000000	10.29901951
W_TST_0678	235.96007608	0.00000000	91.25639213	0.00000000	-0.82864772	-0.55977044	0.00000000	0.99975959	-0.02192642	0.00000000	144.70368396
W_TST_0677	235.96007608	0.00000000	223.94321588	0.00000000	-0.82864772	-0.55977044	0.00000000	-0.69394511	-0.72002790	0.00000000	12.01686020
W_TST_0676	235.96007608	0.00000000	227.57528145	0.00000000	-0.82864772	-0.55977044	0.00000000	-0.73816436	-0.67462091	0.00000000	8.38479463
W_TST_0675	235.96007608	0.00000000	74.84692371	0.00000000	-0.82864772	-0.55977044	0.00000000	0.96523090	0.26139877	0.00000000	161.11315238
W_TST_0674	235.96007608	0.00000000	75.22544103	0.00000000	-0.82864772	-0.55977044	0.00000000	0.96693672	0.25501643	0.00000000	160.73463506
W_TST_0673	235.96007608	0.00000000	19.78893796	0.00000000	-0.82864772	-0.55977044	0.00000000	0.33855626	0.94094615	0.00000000	143.82886189
