NAME_ID s	iID i	N.X d	N.Y d	N.Z d	D.X d	D.Y d	D.Z d	S.X d	S.Y d	S.Z d	NC.X d	NC.Y d	NC.Z d	DC.X d	DC.Y d	DC.Z d	SC.X d	SC.Y d	SC.Z d	LPITCH  d	LPITCHSENSE s	PITCHANGLE  d	MISFIT d	LINEATION s	OFFSET s	DEPTH d	GC s	COLOR s	LOC s	LOCX d	LOCY d	FORMATION s	DATATYPE s	DIPDIR d	DIP d	LDIR d	LDIP d	corr.DIPDIR d	corr.DIP d	corrL.DIPDIR d	corrL.DIP d	PALEON d	COMMENT s	DATAGROUP s	PSCOLOR s	DASHED s	ptnP.X d	ptnP.Y d	ptnP.Z d	ptnT.X d	ptnT.Y d	ptnT.Z d	ptnN.X d	ptnN.Y d	ptnN.Z d	ptnPd.DIPDIR d	ptnPd.DIP d	ptnTd.DIPDIR d	ptnTd.DIP d	ptnNd.DIPDIR d	ptnNd.DIP d	avD.X d	avD.Y d	avD.Z d	avS0D.X d	avS0D.Y d	avS0D.Z d	avS0N.X d	avS0N.Y d	avS0N.Z d	avS0d.DIPDIR d	avS0d.DIP d	avd.DIPDIR d	avd.DIP d	avS0offset s	fold_great_circle_N.X d	fold_great_circle_N.Y d	fold_great_circle_N.Z d	SHEAR_S.X d	SHEAR_S.Y d	SHEAR_S.Z d	NORMAL_S.X d	NORMAL_S.Y d	NORMAL_S.Z d	UPSILON.X d	UPSILON.Y d	UPSILON.Z d	lambda d	ANG d	RUP d
GRP_041	40	-0.00818715	-0.15622008	0.98768834	-0.05169161	-0.98633475	-0.15643447	0.99862953	-0.05233596	0.00000000	-0.03497526	-0.15003519	0.98806183	-0.22431650	-0.96226206	-0.15405787	0.97388851	-0.22702679	0.00000000	80.00000000	W	100.00000001	NAN	PITCH	NORMAL	NAN	ACA		ANG002	0.00000000	0.00000000	GULNERI	STRIAE	183.00000000	9.00000000	NAN	NAN	183.00000000	9.00000000	193.12208916	8.86216014	30.00000000		STRIAE	1.00 0.00 0.67	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN		NAN	NAN	NAN	-0.14892098	-0.91062102	-0.14526498	0.00404162	0.07711877	-0.48757696	-0.04534281	0.07727762	0.01184694	0.86602540	3.78899488	0.94317692
GRP_042	41	-0.06101039	-0.87248918	0.48480962	-0.03381861	-0.48362865	-0.87461971	0.99756405	-0.06975647	0.00000000	0.06401326	-0.87013773	0.48863344	0.03585032	-0.48731652	-0.87248918	0.99730490	0.07336854	0.00000000	86.00000000	E	86.00000000	NAN	PITCH	NORMAL	NAN	ABA		ANG002	0.00000000	0.00000000	GULNERI	STRIAE	184.00000000	61.00000000	NAN	NAN	184.00000000	61.00000000	175.79251180	60.74919917	30.00000000		STRIAE	0.00 0.00 1.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN		NAN	NAN	NAN	-0.07286205	-0.44383098	-0.80791109	0.00235463	0.03367274	-0.01871068	0.10390934	0.02180250	0.05231330	0.86602540	6.58627170	1.61764096
GRP_043	42	0.40192539	-0.72509260	0.55919290	0.27110210	-0.48908113	-0.82903757	0.87461971	0.48480962	0.00000000	0.44606499	-0.69820642	0.55994091	0.30146074	-0.47186359	-0.82853255	0.84270247	0.53837956	0.00000000	88.00000000	E	88.00000000	NAN	PITCH	NORMAL	NAN	ABA		ANG002	0.00000000	0.00000000	GULNERI	STRIAE	151.00000000	56.00000000	NAN	NAN	151.00000000	56.00000000	147.42660371	55.94828871	30.00000000		STRIAE	0.00 0.00 1.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN		NAN	NAN	NAN	0.18396657	-0.40988516	-0.66371646	-0.09956407	0.17961833	-0.13852203	0.07710609	0.00123931	-0.05381377	0.86602540	4.70433960	1.02107940
GRP_044	43	0.06533781	-0.12288255	0.99026807	0.46490270	-0.87435481	-0.13917310	0.88294759	0.46947156	0.00000000	0.01541083	-0.12901211	0.99152326	0.11760394	-0.98452410	-0.12992928	0.99294099	0.11860936	0.00000000	69.00000000	W	111.00000001	NAN	PITCH	NORMAL	NAN	ACA		ANG002	0.00000000	0.00000000	GULNERI	STRIAE	152.00000000	8.00000000	NAN	NAN	152.00000000	8.00000000	173.18814836	7.46550587	30.00000000		STRIAE	1.00 0.00 0.67	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN		NAN	NAN	NAN	0.05831577	-0.69482032	-0.09006806	-0.03623922	0.06815606	-0.54924613	0.04353223	-0.15780255	-0.02245400	0.86602540	2.00023072	3.15243449
GRP_045	44	0.34777690	-0.68255060	0.64278761	0.29181947	-0.57272795	-0.76604444	0.89100652	0.45399050	0.00000000	0.41853207	-0.63937433	0.64500494	0.35326208	-0.53966404	-0.76417840	0.83668202	0.54768896	0.00000000	86.00000000	N	86.00000000	NAN	PITCH	NORMAL	NAN	ABA		ANG002	0.00000000	0.00000000	GULNERI	STRIAE	153.00000000	50.00000000	NAN	NAN	153.00000000	50.00000000	146.79139031	49.83395389	30.00000000		STRIAE	0.00 0.00 1.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN		NAN	NAN	NAN	0.22399232	-0.45567485	-0.60505289	-0.14386365	0.28234831	-0.26589969	0.08194162	-0.01168792	-0.05674502	0.86602540	4.52905748	1.16290272
GRP_046	45	0.05342400	-0.10953544	0.99254615	0.43510359	-0.89209457	-0.12186934	0.89879405	0.43837115	0.00000000	0.03080006	-0.11559738	0.99281851	0.25561153	-0.95934944	-0.11963026	0.96628883	0.25746048	0.00000000	79.00000000	W	101.00000001	NAN	PITCH	NORMAL	NAN	ACA		ANG002	0.00000000	0.00000000	GULNERI	STRIAE	154.00000000	7.00000000	NAN	NAN	154.00000000	7.00000000	165.08057102	6.87076434	30.00000000		STRIAE	1.00 0.00 0.67	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN		NAN	NAN	NAN	0.08135061	-0.72860906	-0.08478658	-0.03075664	0.06306046	-0.57141704	0.14001546	-0.10221193	-0.01881627	0.86602540	8.49395700	3.51094309
GRP_047	46	0.00000000	-0.88294759	0.46947156	0.00000000	-0.46947156	-0.88294759	1.00000000	0.00000000	0.00000000	-0.37964934	-0.77201874	0.50975823	-0.22495105	-0.45743904	-0.86031770	0.89736470	-0.44128970	0.00000000	77.00000000	W	103.00000001	NAN	PITCH	NORMAL	NAN	ABA		ANG002	0.00000000	0.00000000	GULNERI	STRIAE	180.00000000	62.00000000	NAN	NAN	180.00000000	62.00000000	206.18619799	59.35227333	30.00000000		STRIAE	0.00 0.00 1.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN		NAN	NAN	NAN	-0.05530376	-0.42805287	-0.80505035	0.00000000	0.01103865	-0.00586936	-0.13950956	0.03189904	0.05999337	0.86602540	9.52897723	2.78048091
GRP_048	47	-0.00182427	-0.10451254	0.99452190	-0.01735680	-0.99437042	-0.10452846	0.99984770	-0.01745241	0.00000000	-0.01272811	-0.10317370	0.99458191	-0.12177426	-0.98709889	-0.10395585	0.99247621	-0.12243764	0.00000000	84.00000000	W	96.00000001	NAN	PITCH	NORMAL	NAN	ACA		ANG002	0.00000000	0.00000000	GULNERI	STRIAE	181.00000000	6.00000000	NAN	NAN	181.00000000	6.00000000	187.03280661	5.96701169	30.00000000		STRIAE	1.00 0.00 0.67	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN		NAN	NAN	NAN	0.01306710	-0.89083883	-0.09359270	0.00107529	0.06160310	-0.58620362	-0.11852671	0.03598612	0.00356430	0.86602540	7.83029729	1.77319109
GRP_049	48	-0.03052379	-0.87408691	0.48480962	-0.01691961	-0.48451429	-0.87461971	0.99939083	-0.03489950	0.00000000	0.38260575	-0.75321305	0.53505415	0.24231829	-0.47703752	-0.84481776	0.89156867	0.45288554	0.00000000	75.00000000	S	75.00000000	NAN	PITCH	NORMAL	NAN	ABB		ANG002	0.00000000	0.00000000	GULNERI	STRIAE	182.00000000	61.00000000	NAN	NAN	182.00000000	61.00000000	153.07103146	57.65241598	30.00000000		STRIAE	0.00 0.00 1.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN		NAN	NAN	NAN	-0.06316334	-0.44414450	-0.80474657	0.00126135	0.03612020	-0.02003396	0.27301713	0.03101789	0.07311292	0.86602540	17.96295635	9.33528762
GRP_050	49	-0.00456138	-0.08703630	0.99619470	-0.05213680	-0.99482945	-0.08715574	0.99862953	-0.05233596	0.00000000	0.01621053	-0.08299862	0.99641781	0.19100223	-0.97793998	-0.08456684	0.98145574	0.19168890	0.00000000	76.00000000	S	76.00000000	NAN	PITCH	NORMAL	NAN	ACA		ANG002	0.00000000	0.00000000	GULNERI	STRIAE	183.00000000	5.00000000	NAN	NAN	183.00000000	5.00000000	168.94863708	4.85111722	30.00000000		STRIAE	1.00 0.00 0.67	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN		NAN	NAN	NAN	0.06027272	-0.89557718	-0.07796949	0.00283328	0.05406218	-0.61878153	0.10514007	0.04865631	0.00473246	0.86602540	7.17559717	1.55241032
GRP_051	50	-0.06215347	-0.88883608	0.45399050	-0.03166878	-0.45288460	-0.89100652	0.99756405	-0.06975647	0.00000000	0.10675492	-0.88117280	0.46058428	0.05539517	-0.45724092	-0.88761598	0.99274104	0.12027151	0.00000000	85.00000000	S	85.00000000	NAN	PITCH	NORMAL	NAN	ABA		ANG002	0.00000000	0.00000000	GULNERI	STRIAE	184.00000000	63.00000000	NAN	NAN	184.00000000	63.00000000	173.09222734	62.57518346	30.00000000		STRIAE	0.00 0.00 1.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN		NAN	NAN	NAN	-0.07348557	-0.41108521	-0.81489536	-0.00159120	-0.02275528	0.01162271	0.12145919	0.01510296	0.04619738	0.86602540	7.79377268	1.97622757
GRP_052	51	0.40192539	-0.72509260	0.55919290	0.27110210	-0.48908113	-0.82903757	0.87461971	0.48480962	0.00000000	0.44606499	-0.69820642	0.55994091	0.30146074	-0.47186359	-0.82853255	0.84270247	0.53837956	0.00000000	88.00000000	E	88.00000000	NAN	PITCH	NORMAL	NAN	BAX		ANG002	0.00000000	0.00000000	GULNERI	STRIAE	151.00000000	56.00000000	NAN	NAN	151.00000000	56.00000000	147.42660371	55.94828871	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN		NAN	NAN	NAN	0.19593316	-0.43538164	-0.70537826	-0.04778138	0.08619989	-0.06647753	0.06513950	0.02673579	-0.01215197	0.86602540	4.67215654	0.58954705
GRP_053	52	0.06533781	-0.12288255	0.99026807	0.46490270	-0.87435481	-0.13917310	0.88294759	0.46947156	0.00000000	0.01541083	-0.12901211	0.99152326	0.11760394	-0.98452410	-0.12992928	0.99294099	0.11860936	0.00000000	69.00000000	W	111.00000001	NAN	PITCH	NORMAL	NAN	BBA		ANG002	0.00000000	0.00000000	GULNERI	STRIAE	152.00000000	8.00000000	NAN	NAN	152.00000000	8.00000000	173.18814836	7.46550587	30.00000000		STRIAE	0.00 0.00 1.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN		NAN	NAN	NAN	0.05831577	-0.69482032	-0.09006806	-0.03623922	0.06815606	-0.54924613	0.04353223	-0.15780255	-0.02245400	0.86602540	2.00023072	3.15243449
GRP_054	53	0.34777690	-0.68255060	0.64278761	0.29181947	-0.57272795	-0.76604444	0.89100652	0.45399050	0.00000000	0.41853207	-0.63937433	0.64500494	0.35326208	-0.53966404	-0.76417840	0.83668202	0.54768896	0.00000000	86.00000000	N	86.00000000	NAN	PITCH	NORMAL	NAN	BAX		ANG002	0.00000000	0.00000000	GULNERI	STRIAE	153.00000000	50.00000000	NAN	NAN	153.00000000	50.00000000	146.79139031	49.83395389	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN		NAN	NAN	NAN	0.28253524	-0.45433624	-0.63530581	-0.10285549	0.20186527	-0.19010531	0.02339870	-0.01302653	-0.02649210	0.86602540	0.86133364	0.16385441
GRP_055	54	0.05342400	-0.10953544	0.99254615	0.43510359	-0.89209457	-0.12186934	0.89879405	0.43837115	0.00000000	0.03080006	-0.11559738	0.99281851	0.25561153	-0.95934944	-0.11963026	0.96628883	0.25746048	0.00000000	79.00000000	W	101.00000001	NAN	PITCH	NORMAL	NAN	BBA		ANG002	0.00000000	0.00000000	GULNERI	STRIAE	154.00000000	7.00000000	NAN	NAN	154.00000000	7.00000000	165.08057102	6.87076434	30.00000000		STRIAE	0.00 0.00 1.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN		NAN	NAN	NAN	0.08135061	-0.72860906	-0.08478658	-0.03075664	0.06306046	-0.57141704	0.14001546	-0.10221193	-0.01881627	0.86602540	8.49395700	3.51094309
GRP_056	55	0.00000000	-0.88294759	0.46947156	0.00000000	-0.46947156	-0.88294759	1.00000000	0.00000000	0.00000000	-0.37964934	-0.77201874	0.50975823	-0.22495105	-0.45743904	-0.86031770	0.89736470	-0.44128970	0.00000000	77.00000000	W	103.00000001	NAN	PITCH	NORMAL	NAN	BCX		ANG002	0.00000000	0.00000000	GULNERI	STRIAE	180.00000000	62.00000000	NAN	NAN	180.00000000	62.00000000	206.18619799	59.35227333	30.00000000		STRIAE	1.00 0.00 0.67	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN		NAN	NAN	NAN	-0.04649105	-0.37934486	-0.71344393	0.00000000	-0.22158504	0.11781886	-0.14832228	-0.01680896	-0.03161306	0.86602540	9.70702437	2.68830737
GRP_057	56	-0.00182427	-0.10451254	0.99452190	-0.01735680	-0.99437042	-0.10452846	0.99984770	-0.01745241	0.00000000	-0.01272811	-0.10317370	0.99458191	-0.12177426	-0.98709889	-0.10395585	0.99247621	-0.12243764	0.00000000	84.00000000	W	96.00000001	NAN	PITCH	NORMAL	NAN	BBA		ANG002	0.00000000	0.00000000	GULNERI	STRIAE	181.00000000	6.00000000	NAN	NAN	181.00000000	6.00000000	187.03280661	5.96701169	30.00000000		STRIAE	0.00 0.00 1.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN		NAN	NAN	NAN	0.01306710	-0.89083883	-0.09359270	0.00107529	0.06160310	-0.58620362	-0.11852671	0.03598612	0.00356430	0.86602540	7.83029729	1.77319109
GRP_058	57	-0.03052379	-0.87408691	0.48480962	-0.01691961	-0.48451429	-0.87461971	0.99939083	-0.03489950	0.00000000	0.38260575	-0.75321305	0.53505415	0.24231829	-0.47703752	-0.84481776	0.89156867	0.45288554	0.00000000	75.00000000	S	75.00000000	NAN	PITCH	NORMAL	NAN	BCX		ANG002	0.00000000	0.00000000	GULNERI	STRIAE	182.00000000	61.00000000	NAN	NAN	182.00000000	61.00000000	153.07103146	57.65241598	30.00000000		STRIAE	1.00 0.00 0.67	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN		NAN	NAN	NAN	0.00632781	-0.41032620	-0.73939872	-0.00680339	-0.19482368	0.10805836	0.20352598	-0.00280041	0.00776508	0.86602540	13.60114227	4.79096397
GRP_059	58	-0.00456138	-0.08703630	0.99619470	-0.05213680	-0.99482945	-0.08715574	0.99862953	-0.05233596	0.00000000	0.01621053	-0.08299862	0.99641781	0.19100223	-0.97793998	-0.08456684	0.98145574	0.19168890	0.00000000	76.00000000	S	76.00000000	NAN	PITCH	NORMAL	NAN	BBA		ANG002	0.00000000	0.00000000	GULNERI	STRIAE	183.00000000	5.00000000	NAN	NAN	183.00000000	5.00000000	168.94863708	4.85111722	30.00000000		STRIAE	0.00 0.00 1.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN		NAN	NAN	NAN	0.06027272	-0.89557718	-0.07796949	0.00283328	0.05406218	-0.61878153	0.10514007	0.04865631	0.00473246	0.86602540	7.17559717	1.55241032
GRP_060	59	-0.06215347	-0.88883608	0.45399050	-0.03166878	-0.45288460	-0.89100652	0.99756405	-0.06975647	0.00000000	0.10675492	-0.88117280	0.46058428	0.05539517	-0.45724092	-0.88761598	0.99274104	0.12027151	0.00000000	85.00000000	S	85.00000000	NAN	PITCH	NORMAL	NAN	BCX		ANG002	0.00000000	0.00000000	GULNERI	STRIAE	184.00000000	63.00000000	NAN	NAN	184.00000000	63.00000000	173.09222734	62.57518346	30.00000000		STRIAE	1.00 0.00 0.67	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN		NAN	NAN	NAN	-0.00756882	-0.40670632	-0.79729792	-0.01755228	-0.25100924	0.12820790	0.05554244	0.01072407	0.02859994	0.86602540	3.66713662	0.46395002
GRP_061	60	0.05067640	-0.09142265	0.99452190	0.48215378	-0.86982845	-0.10452846	0.87461971	0.48480962	0.00000000	0.06485783	-0.07993870	0.99468752	0.62670490	-0.77242749	-0.10294044	0.77655291	0.63005204	0.00000000	80.00000000	E	80.00000000	NAN	PITCH	NORMAL	NAN	BBB		ANG002	0.00000000	0.00000000	GULNERI	STRIAE	151.00000000	6.00000000	NAN	NAN	151.00000000	6.00000000	140.94603799	5.90851949	30.00000000		STRIAE	0.00 0.00 1.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN		NAN	NAN	NAN	0.13206521	-0.73335597	-0.07414411	-0.03056261	0.05513642	-0.59978977	0.41067716	0.06441414	-0.01500493	0.86602540	28.69562924	19.97979006
GRP_062	61	0.40241567	-0.75683380	0.51503807	0.24179573	-0.45475163	-0.85716730	0.88294759	0.46947156	0.00000000	0.13352278	-0.83351812	0.53611493	0.08480007	-0.52936581	-0.84414500	0.98741107	0.15817517	0.00000000	80.00000000	S	100.00000001	NAN	PITCH	NORMAL	NAN	BAX		ANG002	0.00000000	0.00000000	GULNERI	STRIAE	152.00000000	59.00000000	NAN	NAN	152.00000000	59.00000000	170.89900764	57.58044546	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN		NAN	NAN	NAN	0.14775135	-0.42771259	-0.74395433	-0.01094025	0.02057562	-0.01400205	-0.07431234	-0.03073165	0.01290331	0.86602540	5.36649472	0.76594218
GRP_063	62	0.05532752	-0.10858638	0.99254615	0.45060652	-0.88436510	-0.12186934	0.89100652	0.45399050	0.00000000	-0.00935433	-0.10292686	0.99464494	-0.09002552	-0.99056245	-0.10335106	0.99589553	-0.09051020	0.00000000	58.00000000	W	122.00000001	NAN	PITCH	NORMAL	NAN	BBA		ANG002	0.00000000	0.00000000	GULNERI	STRIAE	153.00000000	7.00000000	NAN	NAN	153.00000000	7.00000000	185.19295948	5.93217265	30.00000000		STRIAE	0.00 0.00 1.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN		NAN	NAN	NAN	0.08705664	-0.72278020	-0.08392629	-0.03191099	0.06262884	-0.57246605	-0.16502102	-0.13507205	-0.00557836	0.86602540	12.00614718	5.25475506
GRP_064	63	0.40645065	-0.83334733	0.37460659	0.16421672	-0.33669418	-0.92718385	0.89879405	0.43837115	0.00000000	-0.05649006	-0.90516164	0.42129714	-0.02624160	-0.42047909	-0.90692266	0.99805824	-0.06228762	0.00000000	78.00000000	W	102.00000001	NAN	PITCH	NORMAL	NAN	BAX		ANG002	0.00000000	0.00000000	GULNERI	STRIAE	154.00000000	68.00000000	NAN	NAN	154.00000000	68.00000000	183.57112958	65.08349126	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN		NAN	NAN	NAN	-0.00400843	-0.35802961	-0.79212111	0.10275462	-0.21067819	0.09470414	-0.01871746	-0.00611596	0.00670304	0.86602540	1.35665325	0.04996145
GRP_065	64	0.00000000	-0.89100652	0.45399050	0.00000000	-0.45399050	-0.89100652	1.00000000	0.00000000	0.00000000	-0.36955085	-0.78930791	0.49033171	-0.20791169	-0.44406972	-0.87153589	0.90565164	-0.42402253	0.00000000	78.00000000	W	102.00000001	NAN	PITCH	NORMAL	NAN	BCX		ANG002	0.00000000	0.00000000	GULNERI	STRIAE	180.00000000	63.00000000	NAN	NAN	180.00000000	63.00000000	205.08880825	60.63761377	30.00000000		STRIAE	1.00 0.00 0.67	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN		NAN	NAN	NAN	-0.07054937	-0.36823588	-0.72270360	0.00000000	-0.24878923	0.12676444	-0.10950743	-0.01633978	-0.03206862	0.86602540	7.02898765	1.53428090
GRP_066	65	-0.00242891	-0.13915190	0.99026807	-0.01728256	-0.99011725	-0.13917310	0.99984770	-0.01745241	0.00000000	-0.06365371	-0.10089308	0.99285890	-0.52977368	-0.83970747	-0.11929463	0.84574704	-0.53358406	0.00000000	59.00000000	W	121.00000001	NAN	PITCH	NORMAL	NAN	BBB		ANG002	0.00000000	0.00000000	GULNERI	STRIAE	181.00000000	8.00000000	NAN	NAN	181.00000000	8.00000000	212.24793647	6.85139551	30.00000000		STRIAE	0.00 0.00 1.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN		NAN	NAN	NAN	-0.09013635	-0.89496693	-0.12598133	0.00127895	0.07327106	-0.52143010	-0.36866112	0.16775893	0.02266915	0.86602540	26.29489372	19.00267213
GRP_067	66	-0.03413686	-0.97755174	0.20791169	-0.00725601	-0.20778504	-0.97814760	0.99939083	-0.03489950	0.00000000	-0.82177379	-0.33252823	0.46272325	-0.42893700	-0.17356803	-0.88650279	0.37510117	-0.92698388	0.00000000	65.00000000	W	115.00000001	NAN	PITCH	NORMAL	NAN	BCX		ANG002	0.00000000	0.00000000	GULNERI	STRIAE	182.00000000	78.00000000	NAN	NAN	182.00000000	78.00000000	247.96943424	62.43702594	30.00000000		STRIAE	1.00 0.00 0.67	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN		NAN	NAN	NAN	-0.37558794	-0.15055220	-0.76952842	-0.02464257	-0.70567091	0.15008641	0.00411761	0.00023787	0.00179448	0.86602540	0.19418925	0.00233613
GRP_068	67	-0.00818715	-0.15622008	0.98768834	-0.05169161	-0.98633475	-0.15643447	0.99862953	-0.05233596	0.00000000	-0.03497526	-0.15003519	0.98806183	-0.22431650	-0.96226206	-0.15405787	0.97388851	-0.22702679	0.00000000	80.00000000	W	100.00000001	NAN	PITCH	NORMAL	NAN	BBA		ANG002	0.00000000	0.00000000	GULNERI	STRIAE	183.00000000	9.00000000	NAN	NAN	183.00000000	9.00000000	193.12208916	8.86216014	30.00000000		STRIAE	0.00 0.00 1.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN		NAN	NAN	NAN	-0.14892098	-0.91062102	-0.14526498	0.00404162	0.07711877	-0.48757696	-0.04534281	0.07727762	0.01184694	0.86602540	3.78899488	0.94317692
