DEPTH d	SIZE i	MIN d	MAX d	INT_AV_D.X d	INT_AV_D.Y d	INT_AV_D.Z d	INT_AV_DD.DIPDIR d	INT_AV_DD.DIP d	INT_AV_DD_STDEV d	INT_AV_D_STDEV d	DD_DERIV d	D_DERIV d
1373.32000000	13	1363.84000000	1383.84000000	-0.57424029	-0.24219448	-0.78204215	247.13168284	51.44793493	4.29147813	5.33674764	0.03078829	0.13195281
1373.53000000	12	1364.84000000	1384.84000000	-0.58300444	-0.24407963	-0.77493932	247.28297349	50.79953171	4.43478173	5.05541463	0.05664672	0.11654460
1374.04000000	10	1366.84000000	1386.84000000	-0.59717645	-0.25833514	-0.75937030	246.60696496	49.40871603	4.64219038	4.27199101	0.07061215	0.07350749
1375.60500000	13	1368.84000000	1388.84000000	-0.61632783	-0.30032187	-0.72797444	244.02112876	46.71685171	7.04554920	6.13258757	0.07544882	0.08579553
1375.93000000	14	1369.84000000	1389.84000000	-0.60583435	-0.30275326	-0.73573446	243.44735187	47.36931377	7.00950461	6.35727013	0.01397860	0.05005535
1376.30000000	13	1371.84000000	1391.84000000	-0.61014882	-0.30652168	-0.73059077	243.32632757	46.93594317	7.25935725	6.41763386	0.00293336	0.01172797
1379.74000000	11	1372.84000000	1392.84000000	-0.61953150	-0.31443940	-0.71924168	243.09020885	45.99190723	7.85746593	6.59107130	0.00148379	0.00560931
1384.90000000	9	1373.84000000	1393.84000000	-0.62607116	-0.32022441	-0.71097907	242.91105323	45.31463069	8.59281213	6.94857451	0.01666240	0.00152194
1387.07500000	7	1375.84000000	1395.84000000	-0.61614438	-0.34747483	-0.70684322	240.57916065	44.97864809	8.43932331	7.83719197	1.00000000	0.08818250
1387.29000000	5	1377.84000000	1397.84000000	-0.57876909	-0.39705962	-0.71229910	235.54826048	45.42228545	2.74903100	9.09076340	0.17122696	0.71081101
1387.42000000	6	1378.84000000	1398.84000000	-0.55964192	-0.37650171	-0.73827325	236.06912255	47.58452964	2.74278146	9.53151475	0.00687341	0.08007675
1388.29000000	7	1381.84000000	1401.84000000	-0.54287835	-0.36330123	-0.75716267	236.20904863	49.21469978	2.56951152	9.62775288	0.02975512	0.06645566
1389.16000000	6	1383.84000000	1403.84000000	-0.55360774	-0.37901621	-0.74152895	235.60330591	47.86182225	2.32131305	9.81120628	0.01567837	0.01385174
1393.65500000	7	1386.84000000	1406.84000000	-0.54824599	-0.35261159	-0.75834781	237.25237152	49.31876044	4.25810147	9.76551177	0.01704878	0.06490921
1399.14000000	4	1388.84000000	1408.84000000	-0.46077152	-0.27205984	-0.84479172	239.44052255	57.64962702	3.69820783	1.01192679	0.01290320	0.00887910
1401.86000000	3	1392.84000000	1412.84000000	-0.45736607	-0.26128162	-0.85002835	240.26176917	58.21475278	3.92892570	0.24516982	0.02289867	0.01586454
1404.58000000	4	1393.84000000	1413.84000000	-0.46331603	-0.28054616	-0.84061412	238.80434353	57.20502651	4.29056890	1.74335347	0.00119983	0.00080751
1408.90500000	5	1394.84000000	1414.84000000	-0.46374426	-0.28215034	-0.83984073	238.68291726	57.12330458	3.84422032	1.57065367	0.00040232	0.00423835
1413.23000000	6	1396.84000000	1416.84000000	-0.45816175	-0.27920014	-0.84388097	238.64220110	57.55223872	3.51010268	1.71141790	0.02560733	0.00852307
1414.56000000	8	1397.84000000	1417.84000000	-0.45863176	-0.27081139	-0.84635578	239.43913675	57.81748846	3.63362646	1.69534406	0.01139861	0.00821216
1415.71000000	8	1398.84000000	1418.84000000	-0.46289124	-0.26999494	-0.84429523	239.74586727	57.59650374	3.61874275	1.76509145	0.03057007	0.01021396
1416.29500000	7	1401.84000000	1421.84000000	-0.46663664	-0.26763123	-0.84298504	240.16433269	57.45668765	3.69193892	1.84624923	0.02907444	0.02030757
1417.18000000	9	1403.84000000	1423.84000000	-0.47480984	-0.26572753	-0.83901400	240.76642326	57.03614653	3.45430197	1.81268782	0.09055892	0.01733626
1417.48000000	8	1405.84000000	1425.84000000	-0.47337666	-0.27186611	-0.83785640	240.13071229	56.91444839	3.14193259	1.88244232	0.06342500	0.04382589
1417.88000000	10	1412.84000000	1432.84000000	-0.47092349	-0.26400675	-0.84174313	240.72435846	57.32465057	3.04951740	1.87119073	0.01135487	0.00024578
1422.10500000	11	1413.84000000	1433.84000000	-0.47569058	-0.25456156	-0.84197202	241.84693581	57.34894954	2.25657798	1.65129712	0.00014612	0.00058808
1426.20000000	12	1414.84000000	1434.84000000	-0.47502234	-0.25405466	-0.84250223	241.86093678	57.40529959	2.30340213	1.59146051	0.08266628	0.05258124
1426.36500000	11	1416.84000000	1436.84000000	-0.47906734	-0.25279618	-0.84058823	242.18010494	57.20228744	2.14842400	1.50180827	0.00107830	0.00398621
1429.78000000	9	1417.84000000	1437.84000000	-0.48357593	-0.25424629	-0.83756381	242.26627158	56.88375156	1.95292043	1.33279070	0.00268435	0.00093599
1433.03000000	8	1418.84000000	1438.84000000	-0.48355563	-0.25204059	-0.83824191	242.47041243	56.95493226	1.97700449	1.39722502	0.09207472	0.01051895
1433.67000000	10	1419.84000000	1439.84000000	-0.47936624	-0.26471686	-0.83673950	241.09152873	56.79740353	3.31035910	1.27738126	0.13393221	0.06969174
1433.79500000	11	1421.84000000	1441.84000000	-0.48013816	-0.26944334	-0.83478598	240.69978479	56.59355922	3.40021610	1.37448882	0.03776998	0.01773761
1434.34500000	9	1425.84000000	1445.84000000	-0.47494465	-0.27185263	-0.83697295	240.21369482	56.82183776	3.57589810	1.41805758	0.01396687	0.01016340
1436.90000000	7	1432.84000000	1452.84000000	-0.47854421	-0.28325072	-0.83112242	239.37867435	56.21421065	3.66140884	0.96737464	0.03390461	0.00343764
1439.13500000	5	1433.84000000	1453.84000000	-0.46734631	-0.29652369	-0.83286321	237.60553229	56.39399233	2.76790036	1.09870332	0.11266122	0.04242249
1439.78000000	3	1434.84000000	1454.84000000	-0.46602044	-0.31545823	-0.82662631	235.90517017	55.75372240	0.76882421	0.80001658	0.17207493	0.13367948
1440.32000000	4	1435.84000000	1455.84000000	-0.45676402	-0.28453773	-0.84285521	238.07946579	57.44286278	3.65183720	3.11392782	0.00671050	0.00115178
1448.03500000	5	1438.84000000	1458.84000000	-0.46004471	-0.27325346	-0.84480259	239.29089427	57.65079102	4.06899060	2.81825555	0.01290512	0.00502615
1456.21500000	3	1439.84000000	1459.84000000	-0.45883159	-0.24642518	-0.85366750	241.76104030	58.61283655	3.50719382	3.32378958	0.00907109	0.03895215
1460.40000000	4	1440.84000000	1460.84000000	-0.41112964	-0.21266035	-0.88642428	242.64934534	62.42730607	1.45199325	2.31551523	0.10187352	0.12050394
1460.59000000	6	1443.84000000	1463.84000000	-0.41674943	-0.21976028	-0.88205744	242.19642466	61.89155619	1.70443081	2.20666948	0.00416031	0.12274043
1460.95000000	7	1450.84000000	1470.84000000	-0.43089942	-0.22688511	-0.87341218	242.23147040	60.85761132	1.58022871	3.26326770	0.00647183	0.06867532
1461.31000000	8	1453.84000000	1473.84000000	-0.43890006	-0.23056462	-0.86845074	242.28598801	60.27910188	1.48510957	3.41303795	0.00044535	0.00281170
1461.56500000	9	1454.84000000	1474.84000000	-0.43913586	-0.23066251	-0.86830553	242.28864537	60.26232478	1.40016298	3.21821617	0.00590592	0.02937733
1463.12500000	9	1455.84000000	1475.84000000	-0.45254621	-0.23988339	-0.85887012	242.07305995	59.18995614	1.23260408	3.76928582	0.00733681	0.00403587
1471.58000000	10	1456.84000000	1476.84000000	-0.46914658	-0.23365644	-0.85164908	243.52459671	58.39148796	4.99392369	4.01902625	0.04004142	0.00489986
1473.02500000	11	1457.84000000	1477.84000000	-0.47676406	-0.22355090	-0.85013001	244.87849043	58.22581235	6.45483530	3.84722364	0.01805157	0.00737171
1474.98000000	13	1458.84000000	1478.84000000	-0.48448855	-0.21871141	-0.84701604	245.70427932	57.88858525	6.23656283	3.62887383	0.03229278	0.01427497
1475.49000000	14	1459.84000000	1479.84000000	-0.48824875	-0.21646755	-0.84543182	246.08965374	57.71823116	6.16513961	3.55118502	0.04327030	0.03905886
1476.71000000	14	1460.84000000	1480.84000000	-0.50788872	-0.21219506	-0.83487861	247.32490975	56.60320083	5.88348763	2.45196390	0.03723427	0.01107316
1477.89000000	14	1461.84000000	1481.84000000	-0.51574794	-0.20468858	-0.83192947	248.35300195	56.29745473	5.29751783	1.94602068	0.08687311	0.03418780
1478.13000000	15	1462.84000000	1482.84000000	-0.51656575	-0.21012188	-0.83006543	247.86513226	56.10545987	5.44776298	2.00429521	0.07838842	0.00387214
1478.63000000	17	1463.84000000	1483.84000000	-0.51253225	-0.21810615	-0.83050611	246.94800598	56.15076301	5.68718158	1.89161538	0.04580426	0.01663609
1478.89000000	16	1465.84000000	1485.84000000	-0.51223347	-0.21504258	-0.83148876	247.22667355	56.25197500	5.74789754	1.90259969	0.01797676	0.00943716
1479.43500000	17	1470.84000000	1490.84000000	-0.50976014	-0.21640743	-0.83265384	246.99742044	56.37232466	5.64553199	1.90218758	0.02136601	0.00102555
1479.98000000	16	1473.84000000	1493.84000000	-0.51060820	-0.21390734	-0.83278023	247.26989579	56.38540330	5.71276091	1.95956179	0.09298260	0.06484731
1480.14000000	15	1474.84000000	1494.84000000	-0.51515679	-0.21214283	-0.83042694	247.61801574	56.14261979	5.75104850	1.77973494	0.09789605	0.06039867
1480.30000000	14	1475.84000000	1495.84000000	-0.51346084	-0.20761291	-0.83261927	247.98453129	56.36874793	5.77258403	1.62005667	0.05473355	0.00089307
1481.30500000	13	1476.84000000	1496.84000000	-0.50838733	-0.21897365	-0.83282223	246.69738797	56.38974978	5.85185920	1.48733718	0.12103806	0.00366948
1481.66000000	12	1477.84000000	1497.84000000	-0.50487036	-0.22804316	-0.83252762	245.69194472	56.35926798	4.88552278	1.52226643	0.03883447	0.00248914
1482.67000000	10	1478.84000000	1498.84000000	-0.50037929	-0.23573643	-0.83309597	244.77414906	56.41809524	4.85028038	1.66094849	0.06594873	0.01900378
1483.49000000	10	1479.84000000	1499.84000000	-0.49029613	-0.24435915	-0.83659925	243.50874986	56.78273250	4.64757608	1.81429296	0.26136653	0.02866355
1483.73000000	8	1480.84000000	1500.84000000	-0.48179795	-0.25573504	-0.83813503	242.04094458	56.94370379	4.00274430	1.98237565	0.03183131	0.00683563
1486.51000000	6	1481.84000000	1501.84000000	-0.47786039	-0.27622325	-0.83387658	239.97029503	56.49904105	2.15495958	1.96873842	0.00143544	0.00492498
1491.49500000	5	1482.84000000	1502.84000000	-0.46980089	-0.27339930	-0.83936878	239.80285629	57.07352393	2.32041150	1.62916231	0.00156193	0.00161679
1497.99500000	3	1483.84000000	1503.84000000	-0.46555285	-0.27351746	-0.84169397	239.56529216	57.31943355	2.91186456	2.05685509	0.03577101	0.01334870
1499.51000000	4	1485.84000000	1505.84000000	-0.45345573	-0.28009059	-0.84612479	238.29719926	57.79264901	3.30747005	1.96856668	0.03007367	0.00236436
1501.97000000	3	1495.84000000	1515.84000000	-0.44646347	-0.29476787	-0.84485636	236.56607294	57.65654965	1.64623517	2.24739678	0.00051998	0.02750385
1504.43000000	1	1503.84000000	1523.84000000	-0.41623833	-0.29601139	-0.85972258	234.58114436	59.28544809	0.00000000	0.00000000	0.00393670	0.00188174
1529.86000000	1	1516.84000000	1536.84000000	-0.44198561	-0.28786660	-0.84957727	236.92367696	58.16572064	0.00000000	0.00000000	0.02974565	0.00915972
1536.88000000	2	1517.84000000	1537.84000000	-0.44507674	-0.23854967	-0.86313426	241.80983790	59.67034035	4.80868069	1.59497865	0.08622781	0.05541232
1537.94000000	4	1518.84000000	1538.84000000	-0.47213833	-0.23080189	-0.85077369	243.94859007	58.29592055	4.07029419	1.81500634	0.47414326	0.08111762
1538.09500000	5	1526.84000000	1546.84000000	-0.48282623	-0.21832634	-0.84806394	245.66827354	58.00171280	5.03801892	1.70696508	0.34975692	0.09913735
1538.25000000	6	1529.84000000	1549.84000000	-0.47306549	-0.22665774	-0.85137261	244.39973036	58.36127683	5.36787121	1.76797962	0.10376408	0.00624084
1538.86500000	5	1534.84000000	1554.84000000	-0.47759260	-0.21370783	-0.85219380	245.89296962	58.45108702	4.58742092	1.92870166	0.11348497	0.08625675
1539.48000000	6	1536.84000000	1556.84000000	-0.50043477	-0.20701985	-0.84065916	247.52609943	57.20979084	5.74735472	3.21763857	0.00693666	0.01053134
1547.44000000	6	1537.84000000	1557.84000000	-0.53151053	-0.20596596	-0.82162922	248.81812301	55.24821941	6.24303015	3.65870991	0.01168497	0.00838428
1556.28500000	5	1538.84000000	1558.84000000	-0.56303888	-0.19127338	-0.80399112	251.23654832	53.51293436	6.72727084	4.21239189	0.01502652	0.03640581
1557.34000000	4	1541.84000000	1561.84000000	-0.57363365	-0.19902429	-0.79456515	250.86559597	52.61420191	7.49488390	4.33036701	0.15755013	0.15341990
1557.63000000	5	1543.84000000	1563.84000000	-0.55617773	-0.20467234	-0.80546605	249.79648199	53.65528867	7.02468468	4.33953781	0.10632858	0.11281893
1557.92000000	6	1546.84000000	1566.84000000	-0.54345446	-0.20779737	-0.81331267	249.07495057	54.42086277	6.61410591	4.27713069	0.04575511	0.02080943
1560.09500000	5	1547.84000000	1567.84000000	-0.56560242	-0.19030656	-0.80241966	251.40361086	53.36178805	4.75667652	3.74918866	0.02985688	0.00953102
1562.27000000	6	1549.84000000	1569.84000000	-0.55395805	-0.20289446	-0.80744307	249.88407507	53.84685985	5.48662776	3.60609616	0.14424383	0.02460493
1563.20500000	7	1554.84000000	1574.84000000	-0.53495529	-0.23007578	-0.81295017	246.72822704	54.38518053	9.19119709	3.84983065	0.01367876	0.02140511
1566.24000000	7	1556.84000000	1576.84000000	-0.51112655	-0.23017282	-0.82811238	245.75679430	55.90531968	8.43221484	4.16437861	0.02783450	0.02202465
1568.34000000	6	1557.84000000	1577.84000000	-0.49129195	-0.23550328	-0.83855258	244.38903428	56.98758939	8.26685308	3.51120007	0.01591668	0.05660046
1569.95000000	6	1560.84000000	1580.84000000	-0.46046966	-0.22668498	-0.85824333	243.78940100	59.11991267	7.32531793	2.13314507	0.00707932	0.00836551
1572.84000000	7	1561.84000000	1581.84000000	-0.45469159	-0.21913979	-0.86326896	244.26813728	59.68562761	6.88022283	2.36835728	0.00405759	0.00472376
1575.73000000	6	1563.84000000	1583.84000000	-0.44930421	-0.21920104	-0.86606964	243.99374408	60.00506995	7.38964553	2.39276937	0.01160344	0.01191538
1577.04000000	5	1567.84000000	1587.84000000	-0.44297888	-0.21952999	-0.86923892	243.63805934	60.37031687	8.03944233	2.43529121	0.00832560	0.03214595
1578.35000000	4	1568.84000000	1588.84000000	-0.43046320	-0.21094447	-0.87761259	243.89326713	61.35569920	8.97670844	1.47466518	0.04181165	0.02697104
1579.61500000	5	1569.84000000	1589.84000000	-0.43662702	-0.22578843	-0.87084811	242.65562490	60.55734529	8.37585765	2.10040345	0.02007127	0.00119283
1585.01500000	5	1571.84000000	1591.84000000	-0.44826835	-0.20720710	-0.86955201	245.19178071	60.40662199	4.80329068	2.38669795	0.00863361	0.00693837
1589.15000000	6	1574.84000000	1594.84000000	-0.45435403	-0.21811507	-0.86370610	244.35641786	59.73528550	4.76951763	2.64075509	0.04857257	0.06394143
1590.13000000	6	1577.84000000	1597.84000000	-0.46961531	-0.23678194	-0.85052677	243.24257387	58.26900965	4.23932794	3.63808184	0.06163853	0.03504073
1591.15000000	5	1580.84000000	1600.84000000	-0.47427011	-0.25460613	-0.84275951	241.77141452	57.43267413	3.08137563	3.37041412	0.05804639	0.05718970
1592.17000000	4	1583.84000000	1603.84000000	-0.48529591	-0.27584342	-0.82969771	240.38599072	56.06769758	1.81552862	2.10353293	0.03678633	0.00691180
1595.69000000	6	1588.84000000	1608.84000000	-0.49180107	-0.24610445	-0.83520315	243.41594704	56.63699762	4.47068044	1.94238981	0.01187860	0.00151605
1599.87500000	5	1589.84000000	1609.84000000	-0.49864881	-0.23699791	-0.83377536	244.57918369	56.48853506	4.01977183	2.08832231	0.00844486	0.00310689
1604.06000000	4	1591.84000000	1611.84000000	-0.50603618	-0.23161560	-0.83083187	245.40616432	56.18428663	4.12590678	2.23568823	0.56920680	0.01451835
1604.19500000	3	1592.84000000	1612.84000000	-0.51366744	-0.21588104	-0.83038614	247.20425293	56.13842409	3.20296485	2.57594132	0.01816230	0.02042088
1608.64500000	5	1593.84000000	1613.84000000	-0.54893616	-0.20966822	-0.80914049	249.09545558	54.01203980	3.86071161	5.78191463	0.03271761	0.01165756
1613.32000000	7	1594.84000000	1614.84000000	-0.51825572	-0.23600379	-0.82201777	245.51638347	55.28729356	7.45877799	5.76819436	0.01513704	0.00226843
1613.97500000	7	1595.84000000	1615.84000000	-0.51875221	-0.23369843	-0.82236317	245.74838424	55.32206105	7.38606790	5.75261966	0.00165204	0.05495874
1614.49500000	9	1596.84000000	1616.84000000	-0.52755115	-0.23743975	-0.81566669	245.76848591	54.65333639	6.51594812	5.28062388	0.00050739	0.01518681
1614.72000000	10	1597.84000000	1617.84000000	-0.52859971	-0.23788204	-0.81485856	245.77115725	54.57337945	6.18147601	5.01786212	0.00859493	0.00053623
1615.23500000	11	1598.84000000	1618.84000000	-0.52808508	-0.23879935	-0.81492394	245.66758176	54.57984147	5.90334705	4.78421251	0.00707617	0.00349752
1615.75000000	12	1599.84000000	1619.84000000	-0.52718309	-0.23933716	-0.81535006	245.58230851	54.62198930	5.65943298	4.58131310	0.20569190	0.07872281
1615.93000000	13	1600.84000000	1620.84000000	-0.52640735	-0.22944945	-0.81868691	246.44866562	54.95356320	6.13277865	4.57119602	0.15967890	0.05540388
1616.11000000	14	1601.84000000	1621.84000000	-0.52598792	-0.22195647	-0.82101890	247.12121979	55.18691970	6.34556293	4.49117199	0.11939115	0.03155755
1616.52000000	16	1602.84000000	1622.84000000	-0.52628236	-0.20978827	-0.82402412	248.26663571	55.48967682	6.62533645	4.28390533	0.04949216	0.01048678
1617.04500000	17	1603.84000000	1623.84000000	-0.52674927	-0.20352359	-0.82529592	248.87463481	55.61850438	6.84665183	4.19394464	0.00332077	0.01571613
1617.92500000	15	1605.84000000	1625.84000000	-0.53084376	-0.20583406	-0.82209321	248.80625483	55.29488421	7.28451536	4.38446495	0.03764376	0.00002816
1618.77500000	17	1606.84000000	1626.84000000	-0.52810130	-0.21275015	-0.82209877	248.05753537	55.29544439	8.63115344	4.13535420	0.08837143	0.00857361
1619.27000000	18	1607.84000000	1627.84000000	-0.52552761	-0.22270583	-0.82111074	247.03394945	55.19613825	9.40521072	4.02812509	0.08795128	0.00688706
1619.73000000	19	1608.84000000	1628.84000000	-0.52080469	-0.23092742	-0.82184853	246.08726068	55.27026911	9.94090725	3.95836751	0.00663713	0.00941298
1620.66500000	21	1610.84000000	1630.84000000	-0.52408840	-0.23079582	-0.81979549	246.23247150	55.06432660	9.46743887	3.84012036	0.00740296	0.00788348
1621.59500000	23	1611.84000000	1631.84000000	-0.52698215	-0.23030326	-0.81807715	246.39357156	54.89276978	9.06927247	3.73747668	0.04694960	0.00068112
1622.33000000	25	1612.84000000	1632.84000000	-0.52383655	-0.23777603	-0.81795955	245.58610135	54.88105536	9.69630787	3.64427081	0.04709467	0.01564704
1623.64000000	24	1613.84000000	1633.84000000	-0.51150014	-0.24790253	-0.82274659	244.14248994	55.36069020	10.52840154	2.83696338	0.00282960	0.00050552
1626.36000000	23	1614.84000000	1634.84000000	-0.51269314	-0.24649370	-0.82242726	244.32258446	55.32851523	10.53476961	2.78496308	0.02337764	0.02002795
1627.19000000	23	1615.84000000	1635.84000000	-0.50569936	-0.24808382	-0.82627028	243.86855287	55.71749031	10.71114038	2.97095222	0.02226104	0.01922747
1628.38000000	22	1616.84000000	1636.84000000	-0.49606936	-0.25005383	-0.83149761	243.24868419	56.25288773	11.08059119	2.89654827	0.02048109	0.01945498
1628.64000000	21	1617.84000000	1637.84000000	-0.49399114	-0.25035502	-0.83264345	243.12407969	56.37124950	11.32720146	2.89492219	0.02956560	0.01560913
1629.34000000	21	1618.84000000	1638.84000000	-0.48855270	-0.25281122	-0.83510643	242.63980472	56.62692201	11.44351814	2.92580911	0.02289803	0.01028699
1630.35500000	21	1619.84000000	1639.84000000	-0.48297965	-0.25576812	-0.83744452	242.09596443	56.87124346	11.57708280	2.96197892	0.05305866	0.00524207
1631.66000000	22	1620.84000000	1640.84000000	-0.47351715	-0.26816780	-0.83896814	240.47574432	57.03131751	11.19498153	2.93545030	0.12216059	0.00707839
1632.00000000	22	1621.84000000	1641.84000000	-0.46818965	-0.27574236	-0.83950259	239.50385393	57.08763206	10.77213253	2.93373969	0.06905624	0.00608195
1633.12000000	21	1622.84000000	1642.84000000	-0.45727204	-0.28914169	-0.84101092	237.69406402	57.24702474	9.71753543	3.01489756	0.06006010	0.00658675
1633.94000000	21	1623.84000000	1643.84000000	-0.44981553	-0.29725636	-0.84220226	236.54165376	57.37340875	8.62335817	3.01717722	0.01944883	0.01540992
1634.38000000	22	1624.84000000	1644.84000000	-0.44683103	-0.29753287	-0.84369202	236.34141261	57.53206612	8.47407412	3.02247331	0.01115882	0.01149339
1634.76500000	23	1625.84000000	1645.84000000	-0.44503999	-0.29746864	-0.84466077	236.24088477	57.63560803	8.30253452	2.98611837	0.02830134	0.01208945
1635.53500000	21	1626.84000000	1646.84000000	-0.43971806	-0.29960727	-0.84668973	235.73096133	57.85343148	7.32572026	3.06998154	0.00756920	0.00749850
1637.00000000	21	1627.84000000	1647.84000000	-0.43791714	-0.29548521	-0.84906835	235.99043583	58.11048241	7.18101740	3.01120725	0.00402253	0.00159493
1639.35000000	22	1628.84000000	1648.84000000	-0.43797394	-0.29306927	-0.84987601	236.21163012	58.19818569	6.87509193	2.94966017	0.04746714	0.02207592
1640.33500000	21	1629.84000000	1649.84000000	-0.42609008	-0.29705022	-0.85452233	235.11758168	58.70700342	6.04124296	2.50986951	0.00548614	0.00405159
