DEPTH d	SIZE i	MIN d	MAX d	INT_AV_D.X d	INT_AV_D.Y d	INT_AV_D.Z d	INT_AV_DD.DIPDIR d	INT_AV_DD.DIP d	INT_AV_DD_STDEV d	INT_AV_D_STDEV d	DD_DERIV d	D_DERIV d
1641.16500000	23	1630.84000000	1650.84000000	-0.42457507	-0.29716885	-0.85523487	235.01103195	58.78569182	5.78621052	2.42198474	0.04756532	0.02482801
1642.18000000	21	1631.84000000	1651.84000000	-0.41150142	-0.30027743	-0.86052313	233.88133039	59.37537028	4.37375619	1.69568941	0.00802377	0.01175115
1643.64000000	20	1632.84000000	1652.84000000	-0.40519653	-0.29865793	-0.86407130	233.60721184	59.77682853	2.41502951	1.03381044	0.02331194	0.00329750
1644.80500000	21	1633.84000000	1653.84000000	-0.40958369	-0.29493724	-0.86328050	234.24270606	59.68693710	1.13919340	1.07298399	0.00172988	0.01192989
1645.18000000	20	1634.84000000	1654.84000000	-0.41094133	-0.29574956	-0.86235690	234.25788541	59.58225441	1.16530804	0.98982684	0.00108833	0.00311146
1647.68000000	20	1635.84000000	1655.84000000	-0.41283214	-0.29780725	-0.86074414	234.19421951	59.40023763	1.17084126	0.86995682	0.00978769	0.01227437
1648.32000000	21	1636.84000000	1656.84000000	-0.41430220	-0.30048215	-0.85910661	234.04764201	59.21642039	1.18239859	0.87155822	0.01252056	0.00301224
1648.52000000	22	1637.84000000	1657.84000000	-0.41382370	-0.30078140	-0.85923250	233.98904696	59.23051741	1.18585945	0.85397493	0.00180571	0.00488912
1649.41000000	22	1638.84000000	1658.84000000	-0.41486009	-0.30195101	-0.85832202	233.95144189	59.12869859	1.15825885	0.87962965	0.00073621	0.00575850
1649.83000000	21	1639.84000000	1659.84000000	-0.41550715	-0.30250224	-0.85781478	233.94420657	59.07210518	1.18505856	0.86069783	0.01121650	0.00423996
1650.44000000	19	1640.84000000	1660.84000000	-0.41708458	-0.30187110	-0.85727142	234.10430769	59.01158523	1.08199959	0.88271330	0.00153747	0.00557044
1651.42500000	19	1641.84000000	1661.84000000	-0.41534127	-0.30100097	-0.85842300	234.06887114	59.13997581	1.06526694	1.00800984	0.00250496	0.00098521
1652.22000000	18	1642.84000000	1662.84000000	-0.41531851	-0.30149997	-0.85825888	234.02227237	59.12164828	1.07568998	1.03257983	0.00298329	0.00836818
1653.06000000	18	1643.84000000	1663.84000000	-0.41362982	-0.29962813	-0.85972865	234.08091067	59.28612988	1.08456388	1.20371166	0.02120691	0.01960435
1653.26000000	17	1644.84000000	1664.84000000	-0.41526396	-0.29971649	-0.85890970	234.18015702	59.19438335	1.03624303	1.17533411	0.00025044	0.00916302
1653.46000000	16	1645.84000000	1665.84000000	-0.41579123	-0.30008412	-0.85852616	234.18132903	59.15150128	1.06812466	1.19872577	0.00423156	0.01334932
1654.52000000	17	1646.84000000	1666.84000000	-0.41121618	-0.29792939	-0.86147509	234.07637158	59.48261134	1.11108505	1.76831189	0.00233852	0.00139605
1655.58000000	16	1647.84000000	1667.84000000	-0.41133559	-0.29865137	-0.86116804	234.01836805	59.44798428	1.12063465	1.81721719	0.00129045	0.01583115
1656.35500000	15	1648.84000000	1668.84000000	-0.40771769	-0.29627898	-0.86370426	233.99496622	59.73507645	1.16828592	1.99635614	0.00526552	0.01021230
1657.00000000	15	1649.84000000	1669.84000000	-0.40624529	-0.29434886	-0.86505694	234.07443720	59.88920767	1.23403695	1.92977435	0.00171352	0.00745461
1658.37000000	14	1650.84000000	1670.84000000	-0.40360001	-0.29184253	-0.86714184	234.12936798	60.12818272	1.27211946	2.08731793	0.00026131	0.00441325
1659.70000000	15	1651.84000000	1671.84000000	-0.40195567	-0.29056663	-0.86833327	234.13750028	60.26552916	1.22935979	2.08026419	0.00233398	0.00485926
1662.10000000	15	1652.84000000	1672.84000000	-0.39925754	-0.28722784	-0.87068570	234.26857406	60.53841978	1.10712867	2.19810601	0.00315257	0.00444013
1664.89500000	13	1654.84000000	1674.84000000	-0.39464332	-0.28606909	-0.87316729	234.06239086	60.82881207	1.03301099	2.21606051	0.00114684	0.00525573
1666.62000000	12	1655.84000000	1675.84000000	-0.39225247	-0.28385286	-0.87496603	234.10868194	61.04095520	1.06167721	2.17621788	0.00529895	0.00780096
1668.84000000	11	1656.84000000	1676.84000000	-0.38857108	-0.27835428	-0.87836861	234.38394615	61.44619161	1.00082929	1.90096649	0.00593169	0.00593059
1669.76500000	11	1657.84000000	1677.84000000	-0.38759053	-0.27633976	-0.87943728	234.51233503	61.57455675	0.86464521	1.81313537	0.00103652	0.02301533
1670.50000000	11	1658.84000000	1678.84000000	-0.38271912	-0.27268703	-0.88270485	234.53016172	61.97038951	0.86507832	1.37824536	0.00130106	0.00274342
1671.03000000	12	1659.84000000	1679.84000000	-0.38322281	-0.27288323	-0.88242565	234.54629710	61.93636634	0.82986419	1.32444083	0.00815934	0.00639624
1671.46000000	13	1660.84000000	1680.84000000	-0.38202458	-0.27285580	-0.88295353	234.46419942	62.00072408	0.84632592	1.29186574	0.00300637	0.00516314
1674.02500000	13	1662.84000000	1682.84000000	-0.38503515	-0.27684137	-0.88040149	234.28375782	61.69083311	1.11094962	1.81692038	0.00076119	0.00026887
1676.16000000	12	1664.84000000	1684.84000000	-0.38501882	-0.27721745	-0.88029029	234.24573033	61.67740069	1.14808270	1.89051268	0.00313719	0.00681409
1676.71000000	13	1665.84000000	1685.84000000	-0.38630759	-0.27773225	-0.87956310	234.28610522	61.58970506	1.11215523	1.84158604	0.01206849	0.02080018
1677.26000000	12	1666.84000000	1686.84000000	-0.39039792	-0.27907077	-0.87733059	234.44142363	61.32201205	1.02252569	1.65393086	0.02230238	0.00711832
1677.69500000	13	1667.84000000	1687.84000000	-0.39240537	-0.27816318	-0.87672303	234.66843508	61.24955614	1.26380322	1.60761668	0.00777337	0.00713328
