DEPTH d	SIZE i	MIN d	MAX d	INT_AV_D.X d	INT_AV_D.Y d	INT_AV_D.Z d	INT_AV_DD.DIPDIR d	INT_AV_DD.DIP d	INT_AV_DD_STDEV d	INT_AV_D_STDEV d	DD_DERIV d	D_DERIV d
1516.60000000	3	1498.84000000	1518.84000000	-0.90228479	-0.40710738	-0.14193570	245.71528894	8.15987238	7.92542311	3.61401206	0.00000000	0.00000000
1516.60000000	3	1499.84000000	1519.84000000	-0.90228479	-0.40710738	-0.14193570	245.71528894	8.15987238	7.92542311	3.61401206	0.00000000	0.00000000
1516.60000000	3	1500.84000000	1520.84000000	-0.90228479	-0.40710738	-0.14193570	245.71528894	8.15987238	7.92542311	3.61401206	0.00000000	0.00000000
1516.60000000	3	1501.84000000	1521.84000000	-0.90228479	-0.40710738	-0.14193570	245.71528894	8.15987238	7.92542311	3.61401206	0.00000000	0.00000000
1516.60000000	3	1502.84000000	1522.84000000	-0.90228479	-0.40710738	-0.14193570	245.71528894	8.15987238	7.92542311	3.61401206	0.00000000	0.00000000
1516.60000000	3	1503.84000000	1523.84000000	-0.90228479	-0.40710738	-0.14193570	245.71528894	8.15987238	7.92542311	3.61401206	0.00000000	0.00000000
1516.60000000	3	1504.84000000	1524.84000000	-0.90228479	-0.40710738	-0.14193570	245.71528894	8.15987238	7.92542311	3.61401206	0.00000000	0.00000000
1516.60000000	3	1505.84000000	1525.84000000	-0.90228479	-0.40710738	-0.14193570	245.71528894	8.15987238	7.92542311	3.61401206	0.00000000	0.00000000
1516.60000000	3	1506.84000000	1526.84000000	-0.90228479	-0.40710738	-0.14193570	245.71528894	8.15987238	7.92542311	3.61401206	0.00000000	0.00000000
1516.60000000	3	1507.84000000	1527.84000000	-0.90228479	-0.40710738	-0.14193570	245.71528894	8.15987238	7.92542311	3.61401206	0.00000000	0.00000000
1516.60000000	3	1508.84000000	1528.84000000	-0.90228479	-0.40710738	-0.14193570	245.71528894	8.15987238	7.92542311	3.61401206	0.00000000	0.00000000
1516.60000000	3	1509.84000000	1529.84000000	-0.90228479	-0.40710738	-0.14193570	245.71528894	8.15987238	7.92542311	3.61401206	0.00000000	0.00000000
1516.60000000	3	1510.84000000	1530.84000000	-0.90228479	-0.40710738	-0.14193570	245.71528894	8.15987238	7.92542311	3.61401206	0.00000000	0.00000000
1516.60000000	3	1511.84000000	1531.84000000	-0.90228479	-0.40710738	-0.14193570	245.71528894	8.15987238	7.92542311	3.61401206	0.00000000	0.00000000
1516.60000000	3	1512.84000000	1532.84000000	-0.90228479	-0.40710738	-0.14193570	245.71528894	8.15987238	7.92542311	3.61401206	0.00000000	0.00000000
1516.60000000	3	1513.84000000	1533.84000000	-0.90228479	-0.40710738	-0.14193570	245.71528894	8.15987238	7.92542311	3.61401206	0.00000000	0.00000000
1516.60000000	3	1514.84000000	1534.84000000	-0.90228479	-0.40710738	-0.14193570	245.71528894	8.15987238	7.92542311	3.61401206	0.00000000	0.00000000
1516.60000000	3	1515.84000000	1535.84000000	-0.90228479	-0.40710738	-0.14193570	245.71528894	8.15987238	7.92542311	3.61401206	0.00000000	0.00000000
1516.60000000	0	1516.84000000	1536.84000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.00000000	0.00000000
1536.88000000	1	1517.84000000	1537.84000000	0.87202024	0.47939693	-0.09878910	61.20001265	5.66944579	0.02562345	0.02562345	0.00000000	0.00000000
1536.88000000	1	1518.84000000	1538.84000000	0.87202024	0.47939693	-0.09878910	61.20001265	5.66944579	0.02562345	0.02562345	0.00000000	0.00000000
1536.88000000	1	1519.84000000	1539.84000000	0.87202024	0.47939693	-0.09878910	61.20001265	5.66944579	0.02562345	0.02562345	0.00000000	0.00000000
1536.88000000	1	1520.84000000	1540.84000000	0.87202024	0.47939693	-0.09878910	61.20001265	5.66944579	0.02562345	0.02562345	0.00000000	0.00000000
1536.88000000	1	1521.84000000	1541.84000000	0.87202024	0.47939693	-0.09878910	61.20001265	5.66944579	0.02562345	0.02562345	0.00000000	0.00000000
1536.88000000	1	1522.84000000	1542.84000000	0.87202024	0.47939693	-0.09878910	61.20001265	5.66944579	0.02562345	0.02562345	0.00000000	0.00000000
1536.88000000	1	1523.84000000	1543.84000000	0.87202024	0.47939693	-0.09878910	61.20001265	5.66944579	0.02562345	0.02562345	0.00000000	0.00000000
1536.88000000	1	1524.84000000	1544.84000000	0.87202024	0.47939693	-0.09878910	61.20001265	5.66944579	0.02562345	0.02562345	0.00000000	0.00000000
1536.88000000	1	1525.84000000	1545.84000000	0.87202024	0.47939693	-0.09878910	61.20001265	5.66944579	0.02562345	0.02562345	0.00000000	0.00000000
1536.88000000	1	1526.84000000	1546.84000000	0.87202024	0.47939693	-0.09878910	61.20001265	5.66944579	0.02562345	0.02562345	0.00081001	0.00015642
1547.44000000	2	1527.84000000	1547.84000000	0.84990540	0.51919286	-0.08999772	58.57994659	5.16347619	2.91348075	0.50004256	0.00000000	0.00000000
1547.44000000	2	1528.84000000	1548.84000000	0.84990540	0.51919286	-0.08999772	58.57994659	5.16347619	2.91348075	0.50004256	0.00000000	0.00000000
1547.44000000	2	1529.84000000	1549.84000000	0.84990540	0.51919286	-0.08999772	58.57994659	5.16347619	2.91348075	0.50004256	0.00000000	0.00000000
1547.44000000	2	1530.84000000	1550.84000000	0.84990540	0.51919286	-0.08999772	58.57994659	5.16347619	2.91348075	0.50004256	0.00000000	0.00000000
1547.44000000	2	1531.84000000	1551.84000000	0.84990540	0.51919286	-0.08999772	58.57994659	5.16347619	2.91348075	0.50004256	0.00000000	0.00000000
1547.44000000	2	1532.84000000	1552.84000000	0.84990540	0.51919286	-0.08999772	58.57994659	5.16347619	2.91348075	0.50004256	0.00000000	0.00000000
1547.44000000	2	1533.84000000	1553.84000000	0.84990540	0.51919286	-0.08999772	58.57994659	5.16347619	2.91348075	0.50004256	0.00000000	0.00000000
1547.44000000	2	1534.84000000	1554.84000000	0.84990540	0.51919286	-0.08999772	58.57994659	5.16347619	2.91348075	0.50004256	0.00000000	0.00000000
1547.44000000	2	1535.84000000	1555.84000000	0.84990540	0.51919286	-0.08999772	58.57994659	5.16347619	2.91348075	0.50004256	0.00000000	0.00000000
1547.44000000	2	1536.84000000	1556.84000000	0.84990540	0.51919286	-0.08999772	58.57994659	5.16347619	2.91348075	0.50004256	0.00000000	0.00000000
1547.44000000	1	1537.84000000	1557.84000000	0.82040428	0.56595887	-0.08140866	55.40000630	4.66953993	0.02562345	0.02562345	0.00000000	0.00000000
