EIGENVECTOR1.X d	EIGENVECTOR1.Y d	EIGENVECTOR1.Z d	EIGENVECTOR2.X d	EIGENVECTOR2.Y d	EIGENVECTOR2.Z d	EIGENVECTOR3.X d	EIGENVECTOR3.Y d	EIGENVECTOR3.Z d	EIGENVALUE.X d	EIGENVALUE.Y d	EIGENVALUE.Z d	S_1.DIPDIR d	S_1.DIP d	S_2.DIPDIR d	S_2.DIP d	S_3.DIPDIR d	S_3.DIP d	stressratio d	delvaux_str d	regime s	delvaux_rgm s	shmax d	shmin d
0.24640791	0.94821257	-0.20043967	0.40376450	-0.28845052	-0.86819959	-0.88105469	0.13300083	-0.45393107	1.00000000	0.11000000	-0.00000000	14.56700771	11.56267083	125.54212211	60.25008948	278.58434871	26.99617817	0.11000000	1.89000000	STRIKE-SLIP	TRANSPRESSIVE	14.56700771	104.56700771
