ID s	D1.DIPDIR d	D1.DIP d	D2.DIPDIR d	D2.DIP d	T1.X d	T1.Y d	T1.Z d	T2.X d	T2.Y d	T2.Z d	ANG d
W_TST_0072	233.77940324	0.00000000	233.85624588	0.00000000	-0.80674795	-0.59089572	0.00000000	-0.80753971	-0.58981321	0.00000000	0.07684264
W_TST_0071	233.77940324	0.00000000	234.79915889	0.00000000	-0.80674795	-0.59089572	0.00000000	-0.81713644	-0.57644431	0.00000000	1.01975566
W_TST_0070	233.77940324	0.00000000	234.33639266	0.00000000	-0.80674795	-0.59089572	0.00000000	-0.81245401	-0.58302528	0.00000000	0.55698942
W_TST_0069	233.77940324	0.00000000	233.98005846	0.00000000	-0.80674795	-0.59089572	0.00000000	-0.80881237	-0.58806679	0.00000000	0.20065523
W_TST_0068	233.77940324	0.00000000	233.20207008	0.00000000	-0.80674795	-0.59089572	0.00000000	-0.80075301	-0.59899467	0.00000000	0.57733316
W_TST_0067	233.77940324	0.00000000	233.17239873	0.00000000	-0.80674795	-0.59089572	0.00000000	-0.80044271	-0.59940927	0.00000000	0.60700451
W_TST_0066	233.77940324	0.00000000	233.90370389	0.00000000	-0.80674795	-0.59089572	0.00000000	-0.80802797	-0.58914412	0.00000000	0.12430066
W_TST_0065	233.77940324	0.00000000	232.73325576	0.00000000	-0.80674795	-0.59089572	0.00000000	-0.79582508	-0.60552659	0.00000000	1.04614748
W_TST_0064	233.77940324	0.00000000	231.65143361	0.00000000	-0.80674795	-0.59089572	0.00000000	-0.78425074	-0.62044402	0.00000000	2.12796963
W_TST_0063	233.77940324	0.00000000	233.90178439	0.00000000	-0.80674795	-0.59089572	0.00000000	-0.80800823	-0.58917119	0.00000000	0.12238115
W_TST_0062	233.77940324	0.00000000	234.07548140	0.00000000	-0.80674795	-0.59089572	0.00000000	-0.80979064	-0.58671894	0.00000000	0.29607816
W_TST_0061	233.77940324	0.00000000	233.60817378	0.00000000	-0.80674795	-0.59089572	0.00000000	-0.80497845	-0.59330406	0.00000000	0.17122946
W_TST_0060	233.77940324	0.00000000	234.23441118	0.00000000	-0.80674795	-0.59089572	0.00000000	-0.81141499	-0.58447045	0.00000000	0.45500794
W_TST_0059	233.77940324	0.00000000	234.46635728	0.00000000	-0.80674795	-0.59089572	0.00000000	-0.81377440	-0.58118088	0.00000000	0.68695404
W_TST_0058	233.77940324	0.00000000	232.91804871	0.00000000	-0.80674795	-0.59089572	0.00000000	-0.79777391	-0.60295671	0.00000000	0.86135453
W_TST_0057	233.77940324	0.00000000	233.60183840	0.00000000	-0.80674795	-0.59089572	0.00000000	-0.80491284	-0.59339306	0.00000000	0.17756484
W_TST_0056	233.77940324	0.00000000	235.25514656	0.00000000	-0.80674795	-0.59089572	0.00000000	-0.82169813	-0.56992296	0.00000000	1.47574332
W_TST_0055	233.77940324	0.00000000	234.07819947	0.00000000	-0.80674795	-0.59089572	0.00000000	-0.80981847	-0.58668053	0.00000000	0.29879624
W_TST_0054	233.77940324	0.00000000	234.06458812	0.00000000	-0.80674795	-0.59089572	0.00000000	-0.80967908	-0.58687289	0.00000000	0.28518488
W_TST_0053	233.77940324	0.00000000	233.91777317	0.00000000	-0.80674795	-0.59089572	0.00000000	-0.80817261	-0.58894569	0.00000000	0.13836993
W_TST_0052	233.77940324	0.00000000	234.41206720	0.00000000	-0.80674795	-0.59089572	0.00000000	-0.81322335	-0.58195171	0.00000000	0.63266397
W_TST_0051	233.77940324	0.00000000	233.73134425	0.00000000	-0.80674795	-0.59089572	0.00000000	-0.80625203	-0.59157220	0.00000000	0.04805899
W_TST_0050	233.77940324	0.00000000	233.82649377	0.00000000	-0.80674795	-0.59089572	0.00000000	-0.80723332	-0.59023246	0.00000000	0.04709053
W_TST_0049	233.77940324	0.00000000	233.93010229	0.00000000	-0.80674795	-0.59089572	0.00000000	-0.80829933	-0.58877177	0.00000000	0.15069905
W_TST_0048	233.77940324	0.00000000	234.24432433	0.00000000	-0.80674795	-0.59089572	0.00000000	-0.81151610	-0.58433006	0.00000000	0.46492110
W_TST_0047	233.77940324	0.00000000	234.15838706	0.00000000	-0.80674795	-0.59089572	0.00000000	-0.81063876	-0.58554658	0.00000000	0.37898382
W_TST_0046	233.77940324	0.00000000	233.22822045	0.00000000	-0.80674795	-0.59089572	0.00000000	-0.80102632	-0.59862913	0.00000000	0.55118279
W_TST_0045	233.77940324	0.00000000	232.90365804	0.00000000	-0.80674795	-0.59089572	0.00000000	-0.79762244	-0.60315706	0.00000000	0.87574519
W_TST_0044	233.77940324	0.00000000	234.47609690	0.00000000	-0.80674795	-0.59089572	0.00000000	-0.81387319	-0.58104254	0.00000000	0.69669366
W_TST_0043	233.77940324	0.00000000	232.76996112	0.00000000	-0.80674795	-0.59089572	0.00000000	-0.79621283	-0.60501663	0.00000000	1.00944212
