ID s	D1.DIPDIR d	D1.DIP d	D2.DIPDIR d	D2.DIP d	T1.X d	T1.Y d	T1.Z d	T2.X d	T2.Y d	T2.Z d	ANG d
W_TST_0132	233.62501638	0.00000000	234.49105703	0.00000000	-0.80515282	-0.59306740	0.00000000	-0.81402487	-0.58083002	0.00000000	0.86604065
W_TST_0131	233.62501638	0.00000000	229.77755135	0.00000000	-0.80515282	-0.59306740	0.00000000	-0.76354308	-0.64575690	0.00000000	3.84746503
W_TST_0130	233.62501638	0.00000000	234.76443337	0.00000000	-0.80515282	-0.59306740	0.00000000	-0.81678692	-0.57693945	0.00000000	1.13941700
W_TST_0129	233.62501638	0.00000000	234.78293552	0.00000000	-0.80515282	-0.59306740	0.00000000	-0.81697318	-0.57667566	0.00000000	1.15791915
W_TST_0128	233.62501638	0.00000000	234.59265522	0.00000000	-0.80515282	-0.59306740	0.00000000	-0.81505353	-0.57938566	0.00000000	0.96763885
W_TST_0127	233.62501638	0.00000000	234.11062600	0.00000000	-0.80515282	-0.59306740	0.00000000	-0.81015037	-0.58622212	0.00000000	0.48560962
W_TST_0126	233.62501638	0.00000000	234.43803401	0.00000000	-0.80515282	-0.59306740	0.00000000	-0.81348701	-0.58158309	0.00000000	0.81301764
W_TST_0125	233.62501638	0.00000000	235.68540061	0.00000000	-0.80515282	-0.59306740	0.00000000	-0.82595468	-0.56373653	0.00000000	2.06038423
W_TST_0124	233.62501638	0.00000000	230.82152038	0.00000000	-0.80515282	-0.59306740	0.00000000	-0.77518183	-0.63173819	0.00000000	2.80349599
W_TST_0123	233.62501638	0.00000000	233.52987113	0.00000000	-0.80515282	-0.59306740	0.00000000	-0.80416686	-0.59440362	0.00000000	0.09514525
W_TST_0122	233.62501638	0.00000000	233.18358848	0.00000000	-0.80515282	-0.59306740	0.00000000	-0.80055976	-0.59925293	0.00000000	0.44142790
W_TST_0121	233.62501638	0.00000000	233.01249505	0.00000000	-0.80515282	-0.59306740	0.00000000	-0.79876673	-0.60164084	0.00000000	0.61252132
W_TST_0120	233.62501638	0.00000000	233.71899322	0.00000000	-0.80515282	-0.59306740	0.00000000	-0.80612449	-0.59174599	0.00000000	0.09397685
W_TST_0119	233.62501638	0.00000000	234.34872788	0.00000000	-0.80515282	-0.59306740	0.00000000	-0.81257951	-0.58285035	0.00000000	0.72371151
W_TST_0118	233.62501638	0.00000000	232.96804304	0.00000000	-0.80515282	-0.59306740	0.00000000	-0.79829972	-0.60226037	0.00000000	0.65697334
W_TST_0117	233.62501638	0.00000000	233.28259840	0.00000000	-0.80515282	-0.59306740	0.00000000	-0.80159410	-0.59786863	0.00000000	0.34241797
W_TST_0116	233.62501638	0.00000000	234.05870632	0.00000000	-0.80515282	-0.59306740	0.00000000	-0.80961883	-0.58695601	0.00000000	0.43368994
