NAME_ID s	iID i	N.X d	N.Y d	N.Z d	D.X d	D.Y d	D.Z d	S.X d	S.Y d	S.Z d	NC.X d	NC.Y d	NC.Z d	DC.X d	DC.Y d	DC.Z d	SC.X d	SC.Y d	SC.Z d	LPITCH  d	LPITCHSENSE s	PITCHANGLE  d	MISFIT d	LINEATION s	OFFSET s	DEPTH d	GC s	COLOR s	LOC s	LOCX d	LOCY d	FORMATION s	DATATYPE s	DIPDIR d	DIP d	LDIR d	LDIP d	corr.DIPDIR d	corr.DIP d	corrL.DIPDIR d	corrL.DIP d	PALEON d	COMMENT s	DATAGROUP s	PSCOLOR s	DASHED s	ptnP.X d	ptnP.Y d	ptnP.Z d	ptnT.X d	ptnT.Y d	ptnT.Z d	ptnN.X d	ptnN.Y d	ptnN.Z d	avD.X d	avD.Y d	avD.Z d	avS0D.X d	avS0D.Y d	avS0D.Z d	avS0N.X d	avS0N.Y d	avS0N.Z d	avS0d.DIPDIR d	avS0d.DIP d	avd.DIPDIR d	avd.DIP d	avS0offset s	fold_great_circle_N.X d	fold_great_circle_N.Y d	fold_great_circle_N.Z d	SHEAR_S.X d	SHEAR_S.Y d	SHEAR_S.Z d	NORMAL_S.X d	NORMAL_S.Y d	NORMAL_S.Z d	UPSILON.X d	UPSILON.Y d	UPSILON.Z d	lambda d	ANG d	RUP d
ANG_023	22	-0.39098036	-0.87815626	0.27563736	-0.11211181	-0.25180725	-0.96126170	0.91354546	-0.40673664	0.00000000	-0.87011171	-0.11859185	0.47837390	-0.47399165	-0.06460268	-0.87815626	0.13504641	-0.99083927	-0.00000000	66.00000000	W	114.00000000	NAN	PITCH	NORMAL	NAN	XXB		ANG002	0.00000000	0.00000000		STRIAE	204.00000000	74.00000000	NAN	NAN	204.00000000	74.00000000	262.23869661	61.42074726	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	NAN	NAN	NORMAL	NAN	NAN	NAN	0.10962075	-0.12751482	-0.25075837	-0.11223415	-0.25208202	0.07912398	-0.52010956	0.07156726	-0.50974726	0.86602540	54.22987248	61.83168402
ANG_024	23	-0.59619974	0.30377894	0.74314483	-0.66214689	0.33738069	-0.66913061	-0.45399050	-0.89100652	-0.00000000	-0.58881243	0.31764653	0.74323657	-0.65412281	0.35287951	-0.66902869	-0.47478761	-0.88010041	-0.00000000	89.00000000	N	91.00000000	NAN	PITCH	NORMAL	NAN	XXA		ANG002	0.00000000	0.00000000		STRIAE	297.00000000	42.00000000	NAN	NAN	297.00000000	42.00000000	298.34552197	41.99214318	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	NAN	NAN	NORMAL	NAN	NAN	NAN	-0.54871845	0.30170538	-0.56354767	0.12386673	-0.06311325	-0.15439610	-0.01776852	0.00389724	-0.01584817	0.86602540	0.34053212	0.06721205
ANG_025	24	-0.67070549	0.48729606	0.55919290	-0.45239656	0.32868534	-0.82903757	-0.58778525	-0.80901699	0.00000000	-0.62145600	0.54700382	0.56087366	-0.42101427	0.37057557	-0.82790141	-0.66071130	-0.75064011	-0.00000000	87.00000000	N	93.00000000	NAN	PITCH	NORMAL	NAN	XXA		ANG002	0.00000000	0.00000000		STRIAE	306.00000000	56.00000000	NAN	NAN	306.00000000	56.00000000	311.35414351	55.88376126	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	NAN	NAN	NORMAL	NAN	NAN	NAN	-0.35346592	0.26663585	-0.65630684	-0.13626398	0.09900157	0.11360851	-0.01114313	0.05429201	-0.06067680	0.86602540	2.42457307	0.77982310
ANG_026	25	0.75722776	-0.61319095	0.22495105	0.17481980	-0.14156629	-0.97437006	0.62932039	0.77714596	-0.00000000	-0.30350543	-0.68191898	0.66548550	-0.27059961	-0.60798586	-0.74641077	0.91359745	-0.40661984	-0.00000000	50.00000000	S	130.00000000	NAN	PITCH	NORMAL	NAN	XXA		ANG002	0.00000000	0.00000000		STRIAE	129.00000000	77.00000000	NAN	NAN	129.00000000	77.00000000	203.99267468	48.28041723	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	NAN	NAN	NORMAL	NAN	NAN	NAN	0.01342137	-0.12351397	-0.38186387	0.48309943	-0.39120620	0.14351524	-0.24776751	-0.40301723	-0.26454682	0.86602540	27.40833824	33.92471477
ANG_027	26	0.45046245	-0.74969541	0.48480962	0.24969541	-0.41556295	-0.87461971	0.85716730	0.51503807	0.00000000	-0.22115847	-0.73989779	0.63532683	-0.18194771	-0.60871604	-0.77224337	0.95811480	-0.28638442	-0.00000000	62.00000000	W	118.00000000	NAN	PITCH	NORMAL	NAN	XXA		ANG002	0.00000000	0.00000000		STRIAE	149.00000000	61.00000000	NAN	NAN	149.00000000	61.00000000	196.64161991	50.55577071	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	NAN	NAN	NORMAL	NAN	NAN	NAN	0.20663423	-0.27986194	-0.62476518	0.15172260	-0.25250881	0.16329125	-0.36420556	-0.24730162	-0.04401719	0.86602540	30.64347161	22.60225798
ANG_028	27	-0.29004953	0.79690454	0.52991926	-0.18124306	0.49796122	-0.84804810	-0.93969262	-0.34202014	0.00000000	0.11934429	0.80641286	0.57918497	0.08479238	0.57294458	-0.81519615	-0.98922555	0.14639947	0.00000000	74.00000000	E	106.00000000	NAN	PITCH	NORMAL	NAN	XXA		ANG002	0.00000000	0.00000000		STRIAE	340.00000000	58.00000000	NAN	NAN	340.00000000	58.00000000	8.41832800	54.60676149	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	NAN	NAN	NORMAL	NAN	NAN	NAN	-0.33167167	0.31287980	-0.65205507	-0.04471627	0.12285694	0.08169643	0.40510402	0.18330476	-0.05392550	0.86602540	30.90505330	23.16535565
ANG_029	28	0.41790046	-0.82017583	0.39073113	0.17738822	-0.34814398	-0.92050485	0.89100652	0.45399050	-0.00000000	0.07820613	-0.90580206	0.41642098	0.03582015	-0.41487752	-0.90917191	0.99629349	0.08601908	-0.00000000	81.00000000	W	99.00000000	NAN	PITCH	NORMAL	NAN	XXA		ANG002	0.00000000	0.00000000		STRIAE	153.00000000	67.00000000	NAN	NAN	153.00000000	67.00000000	175.06537176	65.39116547	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	NAN	NAN	NORMAL	NAN	NAN	NAN	0.17216618	-0.17019362	-0.54138768	0.19510865	-0.38292229	0.18242388	-0.14114503	-0.18910085	-0.24597829	0.86602540	16.37591212	13.41604603
ANG_030	29	0.73443119	-0.42402405	0.52991926	0.45892354	-0.26495963	-0.84804810	0.50000000	0.86602540	-0.00000000	0.12858639	-0.70759694	0.69481804	0.12422961	-0.68362206	-0.71918557	0.98388645	0.17879445	-0.00000000	58.00000000	S	122.00000000	NAN	PITCH	NORMAL	NAN	XXA		ANG002	0.00000000	0.00000000		STRIAE	120.00000000	58.00000000	NAN	NAN	120.00000000	58.00000000	169.70045246	45.98728075	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	NAN	NAN	NORMAL	NAN	NAN	NAN	0.27160005	-0.35431303	-0.65992844	0.14301243	-0.08256827	0.10318876	-0.16401405	-0.23772103	0.03709546	0.86602540	19.60340250	9.79047169
ANG_031	30	0.79172110	-0.49472225	0.35836795	0.30391326	-0.18990608	-0.93358043	0.52991926	0.84804810	0.00000000	0.88309053	-0.29172411	0.36748899	0.34894228	-0.11527117	-0.93002787	0.31367244	0.94953125	-0.00000000	85.00000000	N	85.00000000	NAN	PITCH	NORMAL	NAN	XXA		ANG002	0.00000000	0.00000000		STRIAE	122.00000000	69.00000000	NAN	NAN	122.00000000	69.00000000	108.28068876	68.43916000	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	NAN	NAN	NORMAL	NAN	NAN	NAN	0.10055433	-0.23979060	-0.55317652	0.37319689	-0.23319930	0.16892540	0.20163855	0.13996284	-0.25225124	0.86602540	19.21222932	14.30424455
ANG_032	31	0.65164092	-0.60766499	0.45399050	0.33202763	-0.30962078	-0.89100652	0.68199836	0.73135370	0.00000000	0.49506605	-0.73493401	0.46344536	0.25892051	-0.38437192	-0.88612550	0.82937915	0.55868616	-0.00000000	84.00000000	S	96.00000000	NAN	PITCH	NORMAL	NAN	XXA		ANG002	0.00000000	0.00000000		STRIAE	133.00000000	63.00000000	NAN	NAN	133.00000000	63.00000000	146.03501436	62.39034516	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	NAN	NAN	NORMAL	NAN	NAN	NAN	0.18011962	-0.27707553	-0.62940175	0.24459933	-0.22809256	0.17040945	0.04411212	-0.05580032	-0.13800544	0.86602540	0.44518446	2.78341195
ANG_033	32	0.84031395	-0.39184483	0.37460659	0.33950887	-0.15831559	-0.92718385	0.42261826	0.90630779	0.00000000	0.88528509	-0.27126652	0.37773639	0.36116172	-0.11066614	-0.92591318	0.29297187	0.95612106	-0.00000000	87.00000000	N	87.00000000	NAN	PITCH	NORMAL	NAN	XXA		ANG002	0.00000000	0.00000000		STRIAE	115.00000000	68.00000000	NAN	NAN	115.00000000	68.00000000	107.03596157	67.80646023	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	NAN	NAN	NORMAL	NAN	NAN	NAN	0.12587825	-0.27202824	-0.56691502	0.34548330	-0.16110151	0.15401425	0.18689697	0.17618855	-0.23494931	0.86602540	20.54749180	13.99197568
ANG_034	33	0.24194429	-0.70265724	0.66913061	0.21784762	-0.63267542	-0.74314483	0.94551858	0.32556815	-0.00000000	0.32973969	-0.66282796	0.67225801	0.29942601	-0.60189276	-0.74031694	0.89532999	0.44540341	-0.00000000	85.00000000	E	85.00000000	NAN	PITCH	NORMAL	NAN	XXA		ANG002	0.00000000	0.00000000		STRIAE	161.00000000	48.00000000	NAN	NAN	161.00000000	48.00000000	153.55084799	47.75842058	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	NAN	NAN	NORMAL	NAN	NAN	NAN	0.23869644	-0.49764770	-0.60889010	-0.00842172	0.02445846	-0.02329145	0.02061410	-0.02360672	-0.03224318	0.86602540	0.55629636	0.23346205
ANG_035	34	-0.31930331	0.87727864	0.35836795	-0.12256906	0.33675572	-0.93358043	-0.93969262	-0.34202014	0.00000000	-0.40263512	0.84166253	0.35984600	-0.15528919	0.32461424	-0.93301171	-0.90209214	-0.43154347	-0.00000000	88.00000000	W	88.00000000	NAN	PITCH	NORMAL	NAN	XXA		ANG002	0.00000000	0.00000000		STRIAE	340.00000000	69.00000000	NAN	NAN	340.00000000	69.00000000	334.43444713	68.90926161	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	NAN	NAN	NORMAL	NAN	NAN	NAN	-0.26185070	0.13058796	-0.55298424	-0.13371184	0.36737025	0.15007059	0.12736632	0.15053622	-0.25502761	0.86602540	16.77842470	11.99992656
ANG_036	35	-0.88667033	0.27108232	0.37460659	-0.35823807	0.10952437	-0.92718385	-0.29237170	-0.95630476	-0.00000000	-0.67635939	0.61342127	0.40774050	-0.30202581	0.27392103	-0.91309785	-0.67180234	-0.74073046	-0.00000000	80.00000000	N	100.00000000	NAN	PITCH	NORMAL	NAN	XXA		ANG002	0.00000000	0.00000000		STRIAE	287.00000000	68.00000000	NAN	NAN	287.00000000	68.00000000	312.20632312	65.93702435	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	NAN	NAN	NORMAL	NAN	NAN	NAN	-0.14267582	0.20372430	-0.48512886	-0.38483448	0.11765571	0.16258753	-0.11888621	0.03349827	-0.30563707	0.86602540	6.31063966	12.54814070
ANG_037	36	0.09822463	0.93454489	0.34202014	0.03575084	0.34014652	-0.93969262	-0.99452190	0.10452846	-0.00000000	-0.54443718	0.70872368	0.44866346	-0.27332310	0.35579964	-0.89370079	-0.79302121	-0.60919403	-0.00000000	72.00000000	W	72.00000000	NAN	PITCH	NORMAL	NAN	XXA		ANG002	0.00000000	0.00000000		STRIAE	6.00000000	70.00000000	NAN	NAN	6.00000000	70.00000000	322.46875140	63.34203499	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	NAN	NAN	NORMAL	NAN	NAN	NAN	-0.22791412	0.20926509	-0.50634690	0.02305122	0.21931767	0.08026480	-0.00879062	0.09886644	-0.26762069	0.86602540	6.76136987	9.40765494
ANG_038	37	-0.01650157	0.94537457	0.32556815	-0.00568195	0.32551857	-0.94551858	-0.99984770	-0.01745241	0.00000000	0.03412967	0.94475830	0.32598608	0.01176867	0.32577358	-0.94537457	-0.99934812	0.03610174	0.00000000	89.00000000	E	91.00000000	NAN	PITCH	NORMAL	NAN	XXA		ANG002	0.00000000	0.00000000		STRIAE	359.00000000	71.00000000	NAN	NAN	359.00000000	71.00000000	2.06892712	70.97467288	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	NAN	NAN	NORMAL	NAN	NAN	NAN	-0.25674304	0.16851537	-0.50234277	-0.00514004	0.29447287	0.10141059	0.26693501	0.11361283	-0.31637563	0.86602540	26.53087479	21.27601667
ANG_039	38	0.75440651	0.63302222	0.17364818	0.13302222	0.11161890	-0.98480775	-0.64278761	0.76604444	-0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	XXX		ANG002	0.00000000	0.00000000		BEDDING	50.00000000	80.00000000	NAN	NAN	50.00000000	80.00000000	NAN	NAN	0.00000000		PLANE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	50.50000000	79.99962691	NORMAL	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
