EIGENVECTOR1.X d	EIGENVECTOR1.Y d	EIGENVECTOR1.Z d	EIGENVECTOR2.X d	EIGENVECTOR2.Y d	EIGENVECTOR2.Z d	EIGENVECTOR3.X d	EIGENVECTOR3.Y d	EIGENVECTOR3.Z d	EIGENVALUE.X d	EIGENVALUE.Y d	EIGENVALUE.Z d	S_1.DIPDIR d	S_1.DIP d	S_2.DIPDIR d	S_2.DIP d	S_3.DIPDIR d	S_3.DIP d	stressratio d	delvaux_str d	regime s	delvaux_rgm s	shmax d	shmin d
0.31073667	0.91765147	-0.24770646	0.00328247	-0.26164204	-0.96515940	-0.95049037	0.29909733	-0.08431394	0.91672802	-0.40223344	-0.51449458	18.70721410	14.34183382	179.28122525	74.83126044	287.46758282	4.83657480	0.07843723	1.92156277	STRIKE-SLIP	TRANSPRESSIVE	18.70721410	108.70721410
