NAME_ID s	iID i	N.X d	N.Y d	N.Z d	D.X d	D.Y d	D.Z d	S.X d	S.Y d	S.Z d	NC.X d	NC.Y d	NC.Z d	DC.X d	DC.Y d	DC.Z d	SC.X d	SC.Y d	SC.Z d	LPITCH  d	LPITCHSENSE s	PITCHANGLE  d	MISFIT d	LINEATION s	OFFSET s	DEPTH d	GC s	COLOR s	LOC s	LOCX d	LOCY d	FORMATION s	DATATYPE s	DIPDIR d	DIP d	LDIR d	LDIP d	corr.DIPDIR d	corr.DIP d	corrL.DIPDIR d	corrL.DIP d	PALEON d	COMMENT s	DATAGROUP s	PSCOLOR s	DASHED s	ptnP.X d	ptnP.Y d	ptnP.Z d	ptnT.X d	ptnT.Y d	ptnT.Z d	ptnN.X d	ptnN.Y d	ptnN.Z d	avD.X d	avD.Y d	avD.Z d	avS0D.X d	avS0D.Y d	avS0D.Z d	avS0N.X d	avS0N.Y d	avS0N.Z d	avS0d.DIPDIR d	avS0d.DIP d	avd.DIPDIR d	avd.DIP d	avS0offset s	fold_great_circle_N.X d	fold_great_circle_N.Y d	fold_great_circle_N.Z d	SHEAR_S.X d	SHEAR_S.Y d	SHEAR_S.Z d	NORMAL_S.X d	NORMAL_S.Y d	NORMAL_S.Z d	UPSILON.X d	UPSILON.Y d	UPSILON.Z d	lambda d	ANG d	RUP d
BZ0066	0	0.56799443	-0.81118011	0.13917310	0.07982641	-0.11400393	-0.99026807	0.81915204	0.57357644	-0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	ABX	A	230	0.00000000	0.00000000	LOWERFARS	FRACTURE	145.00000000	82.00000000	NAN	NAN	145.00000000	82.00000000	NAN	NAN	0.00000000		PLANE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.30279289	0.09772921	-0.94803242	0.25287578	0.43799370	-0.86267918	0.43133959	0.74710208	0.50575156	30.00000000	59.61874486	72.11203494	71.44748367	NORMAL	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
BZ0070	1	0.78034189	-0.60966990	0.13917310	0.10966990	-0.08568352	-0.99026807	0.61566148	0.78801075	-0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	ABX	A	230	0.00000000	0.00000000	LOWERFARS	FRACTURE	128.00000000	82.00000000	NAN	NAN	128.00000000	82.00000000	NAN	NAN	0.00000000		PLANE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.30279289	0.09772921	-0.94803242	0.25287578	0.43799370	-0.86267918	0.43133959	0.74710208	0.50575156	30.00000000	59.61874486	72.11203494	71.44748367	NORMAL	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
BZ0071	2	0.52339508	0.83760722	0.15643447	0.08289764	0.13266395	-0.98768834	-0.84804810	0.52991926	-0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	AAX	A	230	0.00000000	0.00000000	LOWERFARS	FRACTURE	32.00000000	81.00000000	NAN	NAN	32.00000000	81.00000000	NAN	NAN	0.00000000		PLANE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.30279289	0.09772921	-0.94803242	0.25287578	0.43799370	-0.86267918	0.43133959	0.74710208	0.50575156	30.00000000	59.61874486	72.11203494	71.44748367	NORMAL	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
BZ0072	3	0.69840112	-0.69840112	0.15643447	0.11061587	-0.11061587	-0.98768834	0.70710678	0.70710678	-0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	ABX	A	230	0.00000000	0.00000000	LOWERFARS	FRACTURE	135.00000000	81.00000000	NAN	NAN	135.00000000	81.00000000	NAN	NAN	0.00000000		PLANE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.30279289	0.09772921	-0.94803242	0.25287578	0.43799370	-0.86267918	0.43133959	0.74710208	0.50575156	30.00000000	59.61874486	72.11203494	71.44748367	NORMAL	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
BZ0073	4	0.96984631	0.17101007	0.17364818	0.17101007	0.03015369	-0.98480775	-0.17364818	0.98480775	-0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	AAX	A	230	0.00000000	0.00000000	LOWERFARS	FRACTURE	80.00000000	80.00000000	NAN	NAN	80.00000000	80.00000000	NAN	NAN	0.00000000		PLANE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.30279289	0.09772921	-0.94803242	0.25287578	0.43799370	-0.86267918	0.43133959	0.74710208	0.50575156	30.00000000	59.61874486	72.11203494	71.44748367	NORMAL	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
BZ0074	5	0.88513935	0.43171130	0.17364818	0.15607395	0.07612235	-0.98480775	-0.43837115	0.89879405	-0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	AAX	A	230	0.00000000	0.00000000	LOWERFARS	FRACTURE	64.00000000	80.00000000	NAN	NAN	64.00000000	80.00000000	NAN	NAN	0.00000000		PLANE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.30279289	0.09772921	-0.94803242	0.25287578	0.43799370	-0.86267918	0.43133959	0.74710208	0.50575156	30.00000000	59.61874486	72.11203494	71.44748367	NORMAL	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
BZ0075	6	0.81644263	0.55069751	0.17364818	0.14396086	0.09710283	-0.98480775	-0.55919290	0.82903757	0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	AAX	A	230	0.00000000	0.00000000	LOWERFARS	FRACTURE	56.00000000	80.00000000	NAN	NAN	56.00000000	80.00000000	NAN	NAN	0.00000000		PLANE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.30279289	0.09772921	-0.94803242	0.25287578	0.43799370	-0.86267918	0.43133959	0.74710208	0.50575156	30.00000000	59.61874486	72.11203494	71.44748367	NORMAL	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
BZ0076	7	0.77603910	0.60630819	0.17364818	0.13683663	0.10690849	-0.98480775	-0.61566148	0.78801075	-0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	AAX	A	230	0.00000000	0.00000000	LOWERFARS	FRACTURE	52.00000000	80.00000000	NAN	NAN	52.00000000	80.00000000	NAN	NAN	0.00000000		PLANE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.30279289	0.09772921	-0.94803242	0.25287578	0.43799370	-0.86267918	0.43133959	0.74710208	0.50575156	30.00000000	59.61874486	72.11203494	71.44748367	NORMAL	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
BZ0077	8	0.55069751	0.81644263	0.17364818	0.09710283	0.14396086	-0.98480775	-0.82903757	0.55919290	0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	AAX	B	230	0.00000000	0.00000000	LOWERFARS	FRACTURE	34.00000000	80.00000000	NAN	NAN	34.00000000	80.00000000	NAN	NAN	0.00000000		PLANE	0.00 0.00 1.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.30279289	0.09772921	-0.94803242	0.25287578	0.43799370	-0.86267918	0.43133959	0.74710208	0.50575156	30.00000000	59.61874486	72.11203494	71.44748367	NORMAL	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
BZ0078	9	0.70841141	0.68410495	0.17364818	0.12491205	0.12062616	-0.98480775	-0.69465837	0.71933980	0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	AAX	B	230	0.00000000	0.00000000	LOWERFARS	FRACTURE	46.00000000	80.00000000	NAN	NAN	46.00000000	80.00000000	NAN	NAN	0.00000000		PLANE	0.00 0.00 1.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.30279289	0.09772921	-0.94803242	0.25287578	0.43799370	-0.86267918	0.43133959	0.74710208	0.50575156	30.00000000	59.61874486	72.11203494	71.44748367	NORMAL	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
