ID s	D1.DIPDIR d	D1.DIP d	D2.DIPDIR d	D2.DIP d	T1.X d	T1.Y d	T1.Z d	T2.X d	T2.Y d	T2.Z d	ANG d
W_TST_1084	253.92069685	0.00000000	201.44913308	0.00000000	-0.96087927	-0.27696757	0.00000000	-0.36567506	-0.93074258	0.00000000	52.47156377
W_TST_1083	253.92069685	0.00000000	273.22220301	0.00000000	-0.96087927	-0.27696757	0.00000000	-0.99841906	0.05620841	0.00000000	19.30150616
W_TST_1082	253.92069685	0.00000000	49.73094625	0.00000000	-0.96087927	-0.27696757	0.00000000	0.76301756	0.64637776	0.00000000	155.81024941
W_TST_1081	253.92069685	0.00000000	51.87629613	0.00000000	-0.96087927	-0.27696757	0.00000000	0.78667968	0.61736139	0.00000000	157.95559929
W_TST_1080	253.92069685	0.00000000	240.39041696	0.00000000	-0.96087927	-0.27696757	0.00000000	-0.86941230	-0.49408729	0.00000000	13.53027989
W_TST_1079	253.92069685	0.00000000	283.18312400	0.00000000	-0.96087927	-0.27696757	0.00000000	-0.97364612	0.22806410	0.00000000	29.26242715
W_TST_1078	253.92069685	0.00000000	243.57746510	0.00000000	-0.96087927	-0.27696757	0.00000000	-0.89553681	-0.44498744	0.00000000	10.34323175
W_TST_1077	253.92069685	0.00000000	266.58454296	0.00000000	-0.96087927	-0.27696757	0.00000000	-0.99822379	-0.05957567	0.00000000	12.66384611
W_TST_1076	253.92069685	0.00000000	207.23035678	0.00000000	-0.96087927	-0.27696757	0.00000000	-0.45756910	-0.88917407	0.00000000	46.69034007
W_TST_1075	253.92069685	0.00000000	262.03814766	0.00000000	-0.96087927	-0.27696757	0.00000000	-0.99036051	-0.13851375	0.00000000	8.11745080
W_TST_1074	253.92069685	0.00000000	51.22012640	0.00000000	-0.96087927	-0.27696757	0.00000000	0.77955803	0.62633001	0.00000000	157.29942956
W_TST_1073	253.92069685	0.00000000	64.40784462	0.00000000	-0.96087927	-0.27696757	0.00000000	0.90189168	0.43196227	0.00000000	170.48714778
W_TST_1072	253.92069685	0.00000000	55.41003478	0.00000000	-0.96087927	-0.27696757	0.00000000	0.82323581	0.56769957	0.00000000	161.48933793
W_TST_1071	253.92069685	0.00000000	6.98222946	0.00000000	-0.96087927	-0.27696757	0.00000000	0.12156149	0.99258390	0.00000000	113.06153261
W_TST_1070	253.92069685	0.00000000	282.68697567	0.00000000	-0.96087927	-0.27696757	0.00000000	-0.97558449	0.21962444	0.00000000	28.76627881
W_TST_1069	253.92069685	0.00000000	262.90709289	0.00000000	-0.96087927	-0.27696757	0.00000000	-0.99234723	-0.12347863	0.00000000	8.98639604
W_TST_1068	253.92069685	0.00000000	235.83560751	0.00000000	-0.96087927	-0.27696757	0.00000000	-0.82742973	-0.56156927	0.00000000	18.08508934
W_TST_1067	253.92069685	0.00000000	256.35217984	0.00000000	-0.96087927	-0.27696757	0.00000000	-0.97176441	-0.23595325	0.00000000	2.43148298
W_TST_1066	253.92069685	0.00000000	248.96501444	0.00000000	-0.96087927	-0.27696757	0.00000000	-0.93336143	-0.35893794	0.00000000	4.95568241
W_TST_1065	253.92069685	0.00000000	251.69674820	0.00000000	-0.96087927	-0.27696757	0.00000000	-0.94940766	-0.31404634	0.00000000	2.22394865
W_TST_1064	253.92069685	0.00000000	253.15554719	0.00000000	-0.96087927	-0.27696757	0.00000000	-0.95709496	-0.28977444	0.00000000	0.76514966
W_TST_1063	253.92069685	0.00000000	237.17065544	0.00000000	-0.96087927	-0.27696757	0.00000000	-0.84028905	-0.54213864	0.00000000	16.75004142
W_TST_1062	253.92069685	0.00000000	204.36013207	0.00000000	-0.96087927	-0.27696757	0.00000000	-0.41247065	-0.91097089	0.00000000	49.56056479
W_TST_1061	253.92069685	0.00000000	69.32509027	0.00000000	-0.96087927	-0.27696757	0.00000000	0.93559873	0.35306517	0.00000000	175.40439343
W_TST_1060	253.92069685	0.00000000	242.12764170	0.00000000	-0.96087927	-0.27696757	0.00000000	-0.88399127	-0.46750340	0.00000000	11.79305516
W_TST_1059	253.92069685	0.00000000	307.87492523	0.00000000	-0.96087927	-0.27696757	0.00000000	-0.78935284	0.61393981	0.00000000	53.95422838
W_TST_1058	253.92069685	0.00000000	206.13816359	0.00000000	-0.96087927	-0.27696757	0.00000000	-0.44053723	-0.89773434	0.00000000	47.78253326
W_TST_1057	253.92069685	0.00000000	57.71322507	0.00000000	-0.96087927	-0.27696757	0.00000000	0.84538515	0.53415723	0.00000000	163.79252823
W_TST_1056	253.92069685	0.00000000	266.13467339	0.00000000	-0.96087927	-0.27696757	0.00000000	-0.99772526	-0.06741151	0.00000000	12.21397654
W_TST_1055	253.92069685	0.00000000	41.31977141	0.00000000	-0.96087927	-0.27696757	0.00000000	0.66026087	0.75103634	0.00000000	147.39907457
W_TST_1054	253.92069685	0.00000000	179.03230103	0.00000000	-0.96087927	-0.27696757	0.00000000	0.01688873	-0.99985738	0.00000000	74.88839583
W_TST_1053	253.92069685	0.00000000	224.63561437	0.00000000	-0.96087927	-0.27696757	0.00000000	-0.70259550	-0.71158946	0.00000000	29.28508248
W_TST_1052	253.92069685	0.00000000	51.39604276	0.00000000	-0.96087927	-0.27696757	0.00000000	0.78147738	0.62393357	0.00000000	157.47534592
