DEPTH d	VALUE d
1374.86000000	11.11428948
1375.05000000	12.15432693
1375.05000000	12.15432693
1375.05000000	12.15432693
1375.29500000	12.76873921
1375.29500000	12.76873921
1375.54000000	13.17299308
1375.54000000	13.17299308
1386.61000000	19.17500375
1386.86000000	30.89369974
1394.52500000	29.32935000
1394.52500000	29.32935000
1396.85000000	26.65876720
1396.85000000	26.65876720
1396.91000000	25.01883596
1396.91000000	25.01883596
1396.91000000	25.01883596
1397.63000000	22.61026643
1397.63000000	22.61026643
1398.29000000	20.76872544
1400.35000000	18.51219671
1400.35000000	18.51219671
1400.35000000	18.51219671
1402.08000000	17.66002145
1402.08000000	17.66002145
1402.08000000	17.66002145
1403.98000000	19.21151921
1407.54500000	16.56308986
1407.54500000	16.56308986
1407.54500000	16.56308986
1411.21000000	14.49717050
1411.21000000	14.49717050
1412.75000000	12.43790531
1412.75000000	12.43790531
1413.06500000	13.10517344
1413.06500000	13.10517344
1413.06500000	13.10517344
1413.53000000	11.27579603
1413.84000000	10.99349272
1416.05000000	12.67408221
1416.05000000	12.67408221
1416.05000000	12.67408221
1418.10000000	11.65176638
1418.25000000	13.73567383
1421.61000000	14.96186936
1425.26500000	13.64989908
1429.26000000	12.75611505
1430.10000000	13.62822631
1430.31000000	13.77402746
1430.31000000	13.77402746
1430.31000000	13.77402746
1430.31000000	13.77402746
1431.24500000	13.96878302
1431.24500000	13.96878302
1431.24500000	13.96878302
1431.46000000	13.74895015
1431.46000000	13.74895015
1431.46000000	13.74895015
1431.48000000	14.26142128
1431.48500000	13.69442961
1431.48500000	13.69442961
1431.49000000	13.55978479
1432.03500000	14.41123136
1432.64000000	13.79820116
1435.45000000	12.51983626
1450.78000000	15.15651464
1451.12000000	16.18750901
1451.12000000	16.18750901
1451.12000000	16.18750901
1451.12000000	16.18750901
1451.16000000	17.53993665
1451.26000000	17.46195976
1451.32000000	17.85153965
1451.32000000	17.85153965
1451.32000000	17.85153965
1451.38000000	18.29657692
1451.38000000	18.29657692
1451.44000000	17.62631936
1451.59000000	17.92568825
1456.06000000	18.86292498
1456.06000000	18.86292498
1456.69000000	19.24604675
1457.32000000	19.08822010
1463.02000000	16.93952573
1464.70000000	16.60476488
1468.64000000	16.45942186
1468.64000000	16.45942186
1468.64000000	16.45942186
1468.64000000	16.45942186
1468.64000000	16.45942186
1468.83000000	15.38378851
1469.11000000	15.09678954
1469.20000000	15.73925608
1469.40500000	16.60647913
1469.40500000	16.60647913
1469.40500000	16.60647913
1469.40500000	16.60647913
1469.61000000	17.24149144
1470.50000000	16.60939614
1470.84000000	14.58096718
1470.84000000	14.58096718
1470.84000000	14.58096718
1470.89000000	14.26713474
1471.30000000	18.93234962
1479.17500000	21.95482050
1479.57000000	23.75145431
1479.57000000	23.75145431
1486.71000000	22.36896048
1486.71000000	22.36896048
1486.71000000	22.36896048
1486.71000000	22.36896048
1486.71000000	22.36896048
1493.85000000	21.02390674
1493.85000000	13.73371701
1500.16000000	18.74549640
1500.16000000	18.74549640
1501.47500000	15.77916196
1501.47500000	15.77916196
1501.47500000	15.77916196
1501.47500000	15.77916196
1501.47500000	15.77916196
1502.79000000	12.72403635
1507.99000000	15.28574753
1508.08000000	15.59544266
1508.08000000	15.59544266
1508.08000000	15.59544266
1508.08000000	15.59544266
1508.17000000	15.83673227
1508.17000000	15.83673227
1508.52000000	16.28068635
1509.31500000	15.89587683
1509.31500000	15.89587683
1509.31500000	15.89587683
1509.76000000	17.64145836
1515.37000000	18.07729864
1515.99000000	17.49520371
1516.61000000	18.46178297
1516.61000000	18.46178297
1516.72000000	18.31054392
1516.83000000	19.31243221
1516.83000000	19.31243221
1518.36000000	20.33281872
1520.04000000	20.45408505
1524.39000000	19.89785783
1524.39000000	19.89785783
1524.39000000	19.89785783
1524.39000000	19.89785783
1524.39000000	19.89785783
1524.39000000	19.89785783
1525.01500000	20.33344461
1527.43000000	21.39550598
1527.43000000	21.39550598
1527.43000000	21.39550598
1529.36000000	19.66268169
1529.54500000	20.79652599
1529.68000000	22.15323430
1529.68000000	22.15323430
1534.41500000	20.22442563
1539.15000000	20.58778326
1539.98500000	19.42641089
1539.98500000	19.42641089
1539.98500000	19.42641089
1540.82000000	19.65959818
1541.11000000	21.46285259
1542.20500000	22.74058143
1542.20500000	22.74058143
1542.20500000	22.74058143
1546.09500000	19.34282032
1546.09500000	19.34282032
1548.89000000	17.95259098
1551.80500000	15.92579139
1553.53000000	15.35091630
1553.53000000	15.35091630
1553.66500000	14.86536397
1553.80000000	12.51636066
1556.28000000	9.58539830
1556.28000000	9.58539830
1556.45000000	10.61614145
1556.45000000	10.61614145
1556.68000000	12.49472755
1557.46000000	13.38576281
1559.37500000	14.28593694
1561.39000000	13.94816359
1561.39000000	13.94816359
1565.27500000	12.09357938
1565.32000000	12.71516367
1565.39500000	14.10033603
1566.51000000	16.66394813
1568.08000000	17.94367187
1569.32500000	18.74184622
1570.17000000	19.88007011
1570.74500000	20.32308953
1570.74500000	20.32308953
1570.74500000	20.32308953
1570.74500000	20.32308953
1572.07500000	21.15719177
1572.07500000	21.15719177
1572.07500000	21.15719177
1572.07500000	21.15719177
1573.21000000	21.80306257
1573.24000000	22.03580222
1573.51000000	21.73225279
1574.11500000	22.81737277
1574.58500000	22.24917906
1575.32000000	22.82484675
1575.44000000	22.82768569
1575.48000000	22.04622380
1589.49500000	21.74966492
1590.02000000	19.95662480
1590.70500000	20.72130223
1590.70500000	20.72130223
1591.71000000	19.58488843
1597.30000000	19.90438801
1598.16000000	20.91171157
1598.16000000	20.91171157
1598.16000000	20.91171157
1598.16000000	20.91171157
1598.16000000	20.91171157
1598.16000000	20.91171157
1598.24000000	21.83302304
1598.28500000	21.47812872
1598.49500000	21.22827351
1599.36500000	18.74453849
1599.61000000	18.01638769
1600.00000000	17.51345802
1607.93000000	14.44262139
1608.01000000	14.04875550
1608.01000000	13.99127038
1608.06000000	13.73868946
1608.11000000	13.84603606
1608.12500000	13.75499300
1608.47000000	13.46571388
1610.05500000	12.63732250
1611.14000000	11.09212312
1611.28000000	11.26868627
1611.28000000	11.26868627
1611.28000000	11.26868627
1611.42000000	11.08338101
1611.42000000	11.08338101
1611.46000000	10.35411933
