ID s	D1.DIPDIR d	D1.DIP d	D2.DIPDIR d	D2.DIP d	T1.X d	T1.Y d	T1.Z d	T2.X d	T2.Y d	T2.Z d	ANG d
W_TST_0393	242.42334602	0.00000000	239.39343555	0.00000000	-0.88639228	-0.46293490	0.00000000	-0.86068370	-0.50914003	0.00000000	3.02991047
W_TST_0392	242.42334602	0.00000000	255.68408068	0.00000000	-0.88639228	-0.46293490	0.00000000	-0.96894707	-0.24726824	0.00000000	13.26073465
W_TST_0391	242.42334602	0.00000000	245.47700588	0.00000000	-0.88639228	-0.46293490	0.00000000	-0.90979477	-0.41505840	0.00000000	3.05365986
W_TST_0390	242.42334602	0.00000000	240.59789071	0.00000000	-0.88639228	-0.46293490	0.00000000	-0.87119574	-0.49093583	0.00000000	1.82545531
W_TST_0389	242.42334602	0.00000000	240.72179869	0.00000000	-0.88639228	-0.46293490	0.00000000	-0.87225540	-0.48905063	0.00000000	1.70154734
W_TST_0388	242.42334602	0.00000000	240.08882494	0.00000000	-0.88639228	-0.46293490	0.00000000	-0.86679951	-0.49865681	0.00000000	2.33452108
W_TST_0387	242.42334602	0.00000000	241.76982928	0.00000000	-0.88639228	-0.46293490	0.00000000	-0.88105449	-0.47301477	0.00000000	0.65351674
W_TST_0386	242.42334602	0.00000000	244.39030300	0.00000000	-0.88639228	-0.46293490	0.00000000	-0.90175939	-0.43223837	0.00000000	1.96695698
W_TST_0385	242.42334602	0.00000000	244.68728306	0.00000000	-0.88639228	-0.46293490	0.00000000	-0.90398767	-0.42755852	0.00000000	2.26393703
W_TST_0384	242.42334602	0.00000000	236.94574810	0.00000000	-0.88639228	-0.46293490	0.00000000	-0.83815449	-0.54543291	0.00000000	5.47759792
W_TST_0383	242.42334602	0.00000000	237.23258049	0.00000000	-0.88639228	-0.46293490	0.00000000	-0.84087450	-0.54123015	0.00000000	5.19076553
W_TST_0382	242.42334602	0.00000000	244.19853341	0.00000000	-0.88639228	-0.46293490	0.00000000	-0.90030763	-0.43525414	0.00000000	1.77518738
W_TST_0381	242.42334602	0.00000000	244.04820593	0.00000000	-0.88639228	-0.46293490	0.00000000	-0.89916255	-0.43761479	0.00000000	1.62485991
W_TST_0380	242.42334602	0.00000000	251.28345271	0.00000000	-0.88639228	-0.46293490	0.00000000	-0.94711764	-0.32088654	0.00000000	8.86010668
W_TST_0379	242.42334602	0.00000000	241.25331184	0.00000000	-0.88639228	-0.46293490	0.00000000	-0.87675456	-0.48093809	0.00000000	1.17003418
W_TST_0378	242.42334602	0.00000000	241.19074647	0.00000000	-0.88639228	-0.46293490	0.00000000	-0.87622886	-0.48189520	0.00000000	1.23259955
W_TST_0377	242.42334602	0.00000000	243.10527609	0.00000000	-0.88639228	-0.46293490	0.00000000	-0.89183919	-0.45235259	0.00000000	0.68193006
W_TST_0376	242.42334602	0.00000000	239.80880211	0.00000000	-0.88639228	-0.46293490	0.00000000	-0.86435207	-0.50288717	0.00000000	2.61454391
W_TST_0375	242.42334602	0.00000000	239.50084059	0.00000000	-0.88639228	-0.46293490	0.00000000	-0.86163661	-0.50752572	0.00000000	2.92250544
W_TST_0374	242.42334602	0.00000000	238.73799573	0.00000000	-0.88639228	-0.46293490	0.00000000	-0.85480316	-0.51895236	0.00000000	3.68535030
W_TST_0373	242.42334602	0.00000000	245.72484653	0.00000000	-0.88639228	-0.46293490	0.00000000	-0.91158165	-0.41111909	0.00000000	3.30150050
W_TST_0372	242.42334602	0.00000000	245.74841069	0.00000000	-0.88639228	-0.46293490	0.00000000	-0.91175065	-0.41074414	0.00000000	3.32506466
