ID s	D1.DIPDIR d	D1.DIP d	D2.DIPDIR d	D2.DIP d	T1.X d	T1.Y d	T1.Z d	T2.X d	T2.Y d	T2.Z d	ANG d	MSFT d
W_TST_0607	247.57718265	45.89924203	247.57718265	70.34317657	-0.64330654	-0.26545158	-0.71811709	-0.31095299	-0.12831047	-0.94172430	24.44393454	597.50593600
W_TST_0608	247.57718265	45.89924203	247.57718265	49.53962509	-0.64330654	-0.26545158	-0.71811709	-0.59985974	-0.24752386	-0.76085493	3.64038306	13.25238881
W_TST_0609	247.57718265	45.89924203	247.57718265	77.43310618	-0.64330654	-0.26545158	-0.71811709	-0.20112905	-0.08299313	-0.97604264	31.53386416	994.38458864
W_TST_0610	247.57718265	45.89924203	247.57718265	59.78131804	-0.64330654	-0.26545158	-0.71811709	-0.46524920	-0.19197867	-0.86411074	13.88207601	192.71203426
W_TST_0611	247.57718265	45.89924203	247.57718265	89.72420801	-0.64330654	-0.26545158	-0.71811709	-0.00444953	-0.00183604	-0.99998842	43.82496598	1920.62764295
W_TST_0612	247.57718265	45.89924203	247.57718265	88.85028586	-0.64330654	-0.26545158	-0.71811709	-0.01854792	-0.00765355	-0.99979868	42.95104383	1844.79216599
W_TST_0613	247.57718265	45.89924203	247.57718265	82.10113746	-0.64330654	-0.26545158	-0.71811709	-0.12703476	-0.05241915	-0.99051219	36.20189544	1310.57723314
W_TST_0614	247.57718265	45.89924203	247.57718265	68.12644591	-0.64330654	-0.26545158	-0.71811709	-0.34439183	-0.14210854	-0.92800831	22.22720388	494.04859244
W_TST_0615	247.57718265	45.89924203	247.57718265	54.44824290	-0.64330654	-0.26545158	-0.71811709	-0.53747804	-0.22178291	-0.81359062	8.54900087	73.08541591
W_TST_0616	247.57718265	45.89924203	247.57718265	74.42811628	-0.64330654	-0.26545158	-0.71811709	-0.24815098	-0.10239609	-0.96329442	28.52887425	813.89666583
W_TST_0617	247.57718265	45.89924203	247.57718265	76.23310773	-0.64330654	-0.26545158	-0.71811709	-0.21998018	-0.09077179	-0.97127195	30.33386570	920.14340833
W_TST_0618	247.57718265	45.89924203	247.57718265	69.66783095	-0.64330654	-0.26545158	-0.71811709	-0.32119203	-0.13253547	-0.93769400	23.76858892	564.94581948
W_TST_0619	247.57718265	45.89924203	247.57718265	71.01888528	-0.64330654	-0.26545158	-0.71811709	-0.30066521	-0.12406536	-0.94562583	25.11964325	630.99647715
W_TST_0620	247.57718265	45.89924203	247.57718265	52.77011325	-0.64330654	-0.26545158	-0.71811709	-0.55927192	-0.23077585	-0.79621444	6.87087122	47.20887131
W_TST_0621	247.57718265	45.89924203	247.57718265	72.16695516	-0.64330654	-0.26545158	-0.71811709	-0.28309054	-0.11681341	-0.95195293	26.26771314	689.99275337
W_TST_0622	247.57718265	45.89924203	247.57718265	77.40913994	-0.64330654	-0.26545158	-0.71811709	-0.20150644	-0.08314886	-0.97595155	31.50989791	992.87366633
W_TST_0623	247.57718265	45.89924203	247.57718265	72.61988918	-0.64330654	-0.26545158	-0.71811709	-0.27612536	-0.11393932	-0.95434408	26.72064715	713.99298413
W_TST_0624	247.57718265	45.89924203	247.57718265	55.80464226	-0.64330654	-0.26545158	-0.71811709	-0.51952467	-0.21437470	-0.82712611	9.90540023	98.11695375
W_TST_0625	247.57718265	45.89924203	247.57718265	57.25533916	-0.64330654	-0.26545158	-0.71811709	-0.50000122	-0.20631861	-0.84108942	11.35609713	128.96094195
W_TST_0626	247.57718265	45.89924203	247.57718265	70.34808230	-0.64330654	-0.26545158	-0.71811709	-0.31087845	-0.12827971	-0.94175310	24.44884027	597.74579040
W_TST_0627	247.57718265	45.89924203	247.57718265	47.11432942	-0.64330654	-0.26545158	-0.71811709	-0.62908505	-0.25958328	-0.73271312	1.21508739	1.47643736
