ID s	D1.DIPDIR d	D1.DIP d	D2.DIPDIR d	D2.DIP d	T1.X d	T1.Y d	T1.Z d	T2.X d	T2.Y d	T2.Z d	ANG d	MSFT d
W_TST_0013	234.85184249	58.19010784	234.85184249	60.91527088	-0.43099388	-0.30344908	-0.84980170	-0.39746953	-0.27984565	-0.87390181	2.72516304	7.42651361
W_TST_0014	234.85184249	58.19010784	234.85184249	58.03946999	-0.43099388	-0.30344908	-0.84980170	-0.43281925	-0.30473426	-0.84841295	0.15063784	0.02269176
W_TST_0015	234.85184249	58.19010784	234.85184249	61.88968359	-0.43099388	-0.30344908	-0.84980170	-0.38526033	-0.27124954	-0.88204204	3.69957575	13.68686073
W_TST_0016	234.85184249	58.19010784	234.85184249	61.13327658	-0.43099388	-0.30344908	-0.84980170	-0.39474782	-0.27792938	-0.87574506	2.94316874	8.66224225
W_TST_0017	234.85184249	58.19010784	234.85184249	58.32898417	-0.43099388	-0.30344908	-0.84980170	-0.42930839	-0.30226238	-0.85107682	0.13887634	0.01928664
W_TST_0018	234.85184249	58.19010784	234.85184249	57.03217981	-0.43099388	-0.30344908	-0.84980170	-0.44494767	-0.31327350	-0.83897633	1.15792803	1.34079731
W_TST_0019	234.85184249	58.19010784	234.85184249	57.04356518	-0.43099388	-0.30344908	-0.84980170	-0.44481135	-0.31317752	-0.83908444	1.14654266	1.31456007
W_TST_0020	234.85184249	58.19010784	234.85184249	58.79633466	-0.43099388	-0.30344908	-0.84980170	-0.42361788	-0.29825587	-0.85533112	0.60622682	0.36751096
W_TST_0021	234.85184249	58.19010784	234.85184249	62.95761971	-0.43099388	-0.30344908	-0.84980170	-0.37175144	-0.26173836	-0.89067047	4.76751187	22.72916944
W_TST_0022	234.85184249	58.19010784	234.85184249	58.90716358	-0.43099388	-0.30344908	-0.84980170	-0.42226427	-0.29730284	-0.85633166	0.71705575	0.51416894
W_TST_0023	234.85184249	58.19010784	234.85184249	57.01349714	-0.43099388	-0.30344908	-0.84980170	-0.44517134	-0.31343098	-0.83879885	1.17661069	1.38441272
W_TST_0024	234.85184249	58.19010784	234.85184249	60.00078284	-0.43099388	-0.30344908	-0.84980170	-0.40882339	-0.28783954	-0.86603224	1.81067500	3.27854395
W_TST_0025	234.85184249	58.19010784	234.85184249	55.96605853	-0.43099388	-0.30344908	-0.84980170	-0.45763459	-0.32220595	-0.82870617	2.22404930	4.94639531
W_TST_0026	234.85184249	58.19010784	234.85184249	57.57511885	-0.43099388	-0.30344908	-0.84980170	-0.43842718	-0.30868263	-0.84409516	0.61498899	0.37821145
W_TST_0027	234.85184249	58.19010784	234.85184249	60.67927098	-0.43099388	-0.30344908	-0.84980170	-0.40040941	-0.28191553	-0.87189216	2.48916314	6.19593316
W_TST_0028	234.85184249	58.19010784	234.85184249	58.10625131	-0.43099388	-0.30344908	-0.84980170	-0.43201039	-0.30416477	-0.84902934	0.08385653	0.00703192
W_TST_0029	234.85184249	58.19010784	234.85184249	55.08846310	-0.43099388	-0.30344908	-0.84980170	-0.46795933	-0.32947527	-0.82003665	3.10164474	9.62020010
W_TST_0030	234.85184249	58.19010784	234.85184249	61.15948662	-0.43099388	-0.30344908	-0.84980170	-0.39442021	-0.27769872	-0.87596582	2.96937878	8.81721033
W_TST_0031	234.85184249	58.19010784	234.85184249	59.97438986	-0.43099388	-0.30344908	-0.84980170	-0.40914954	-0.28806918	-0.86580183	1.78428202	3.18366233
W_TST_0032	234.85184249	58.19010784	234.85184249	58.70210162	-0.43099388	-0.30344908	-0.84980170	-0.42476756	-0.29906532	-0.85447789	0.51199379	0.26213764
W_TST_0033	234.85184249	58.19010784	234.85184249	57.81479523	-0.43099388	-0.30344908	-0.84980170	-0.43553620	-0.30664718	-0.84633074	0.37531260	0.14085955
W_TST_0034	234.85184249	58.19010784	234.85184249	60.62049207	-0.43099388	-0.30344908	-0.84980170	-0.40114057	-0.28243031	-0.87138933	2.43038424	5.90676753
W_TST_0035	234.85184249	58.19010784	234.85184249	52.48966140	-0.43099388	-0.30344908	-0.84980170	-0.49788065	-0.35054192	-0.79324348	5.70044644	32.49508956
W_TST_0036	234.85184249	58.19010784	234.85184249	46.40020925	-0.43099388	-0.30344908	-0.84980170	-0.56387638	-0.39700742	-0.72417438	11.78989858	139.00170862
