ID s	D1.DIPDIR d	D1.DIP d	D2.DIPDIR d	D2.DIP d	T1.X d	T1.Y d	T1.Z d	T2.X d	T2.Y d	T2.Z d	ANG d
W_TST_1058	218.49433374	34.62020908	218.49433374	83.78720180	-0.51222603	-0.64408711	-0.56813404	-0.06736104	-0.08470163	-0.99412682	49.16699272
W_TST_1057	218.49433374	34.62020908	218.49433374	47.51323265	-0.51222603	-0.64408711	-0.56813404	-0.42040650	-0.52863071	-0.73743335	12.89302357
W_TST_1056	218.49433374	34.62020908	218.49433374	26.53934210	-0.51222603	-0.64408711	-0.56813404	-0.55684964	-0.70019806	-0.44681221	8.08086698
W_TST_1055	218.49433374	34.62020908	218.49433374	53.64991358	-0.51222603	-0.64408711	-0.56813404	-0.36892943	-0.46390202	-0.80541045	19.02970450
W_TST_1054	218.49433374	34.62020908	218.49433374	86.54352898	-0.51222603	-0.64408711	-0.56813404	-0.03752687	-0.04718733	-0.99818089	51.92331989
W_TST_1053	218.49433374	34.62020908	218.49433374	89.73859658	-0.51222603	-0.64408711	-0.56813404	-0.00283977	-0.00357080	-0.99998959	55.11838750
W_TST_1052	218.49433374	34.62020908	218.49433374	79.36748454	-0.51222603	-0.64408711	-0.56813404	-0.11484536	-0.14440972	-0.98283080	44.74727546
W_TST_1051	218.49433374	34.62020908	218.49433374	86.91103564	-0.51222603	-0.64408711	-0.56813404	-0.03354096	-0.04217532	-0.99854707	52.29082656
W_TST_1050	218.49433374	34.62020908	218.49433374	88.33472839	-0.51222603	-0.64408711	-0.56813404	-0.01808826	-0.02274468	-0.99957766	53.71451931
W_TST_1049	218.49433374	34.62020908	218.49433374	78.37188058	-0.51222603	-0.64408711	-0.56813404	-0.12545761	-0.15775385	-0.97947645	43.75167150
W_TST_1048	218.49433374	34.62020908	218.49433374	42.36278870	-0.51222603	-0.64408711	-0.56813404	-0.45991459	-0.57830927	-0.67382265	7.74257962
W_TST_1047	218.49433374	34.62020908	218.49433374	72.28252903	-0.51222603	-0.64408711	-0.56813404	-0.18942230	-0.23818482	-0.95256873	37.66231995
W_TST_1046	218.49433374	34.62020908	218.49433374	48.62156124	-0.51222603	-0.64408711	-0.56813404	-0.41144940	-0.51736780	-0.75035988	14.00135216
W_TST_1045	218.49433374	34.62020908	218.49433374	54.68233972	-0.51222603	-0.64408711	-0.56813404	-0.35983667	-0.45246853	-0.81595944	20.06213064
W_TST_1044	218.49433374	34.62020908	218.49433374	63.66662905	-0.51222603	-0.64408711	-0.56813404	-0.27610896	-0.34718701	-0.89622822	29.04641997
W_TST_1043	218.49433374	34.62020908	218.49433374	54.06777913	-0.51222603	-0.64408711	-0.56813404	-0.36526347	-0.45929235	-0.80971176	19.44757005
W_TST_1042	218.49433374	34.62020908	218.49433374	32.31516428	-0.51222603	-0.64408711	-0.56813404	-0.52603439	-0.66145013	-0.53457604	2.30504481
W_TST_1041	218.49433374	34.62020908	218.49433374	87.64872975	-0.51222603	-0.64408711	-0.56813404	-0.02553604	-0.03210972	-0.99915808	53.02852067
W_TST_1040	218.49433374	34.62020908	218.49433374	47.56863343	-0.51222603	-0.64408711	-0.56813404	-0.41996248	-0.52807239	-0.73808608	12.94842435
W_TST_1039	218.49433374	34.62020908	218.49433374	60.86614965	-0.51222603	-0.64408711	-0.56813404	-0.30303452	-0.38104394	-0.87348474	26.24594057
W_TST_1038	218.49433374	34.62020908	218.49433374	55.11527392	-0.51222603	-0.64408711	-0.56813404	-0.35598880	-0.44763011	-0.82030437	20.49506484
W_TST_1037	218.49433374	34.62020908	218.49433374	58.12172006	-0.51222603	-0.64408711	-0.56813404	-0.32871935	-0.41334076	-0.84917195	23.50151098
W_TST_1036	218.49433374	34.62020908	218.49433374	77.38695110	-0.51222603	-0.64408711	-0.56813404	-0.13591882	-0.17090806	-0.97586706	42.76674202
W_TST_1035	218.49433374	34.62020908	218.49433374	51.40269486	-0.51222603	-0.64408711	-0.56813404	-0.38830301	-0.48826290	-0.78154982	16.78248578
W_TST_1034	218.49433374	34.62020908	218.49433374	81.10358727	-0.51222603	-0.64408711	-0.56813404	-0.09625900	-0.12103872	-0.98796955	46.48337819
W_TST_1033	218.49433374	34.62020908	218.49433374	28.01799778	-0.51222603	-0.64408711	-0.56813404	-0.54948764	-0.69094089	-0.46974889	6.60221130
W_TST_1032	218.49433374	34.62020908	218.49433374	63.18089706	-0.51222603	-0.64408711	-0.56813404	-0.28082819	-0.35312110	-0.89243544	28.56068798
W_TST_1031	218.49433374	34.62020908	218.49433374	30.59478522	-0.51222603	-0.64408711	-0.56813404	-0.53578673	-0.67371298	-0.50896307	4.02542386
W_TST_1030	218.49433374	34.62020908	218.49433374	22.68684355	-0.51222603	-0.64408711	-0.56813404	-0.57427720	-0.72211196	-0.38569420	11.93336553
W_TST_1029	218.49433374	34.62020908	218.49433374	86.72696329	-0.51222603	-0.64408711	-0.56813404	-0.03553756	-0.04468590	-0.99836880	52.10675421
W_TST_1028	218.49433374	34.62020908	218.49433374	36.57356469	-0.51222603	-0.64408711	-0.56813404	-0.49987466	-0.62855616	-0.59585441	1.95335561
W_TST_1027	218.49433374	34.62020908	218.49433374	86.99330752	-0.51222603	-0.64408711	-0.56813404	-0.03264845	-0.04105306	-0.99862341	52.37309844
