EIGENVECTOR1.X d	EIGENVECTOR1.Y d	EIGENVECTOR1.Z d	EIGENVECTOR2.X d	EIGENVECTOR2.Y d	EIGENVECTOR2.Z d	EIGENVECTOR3.X d	EIGENVECTOR3.Y d	EIGENVECTOR3.Z d	EIGENVALUE.X d	EIGENVALUE.Y d	EIGENVALUE.Z d	S_1.DIPDIR d	S_1.DIP d	S_2.DIPDIR d	S_2.DIP d	S_3.DIPDIR d	S_3.DIP d	stressratio d	delvaux_str d	regime s	delvaux_rgm s	shmax d	shmin d
-0.10488389	-0.04612132	-0.99341441	0.79043381	0.60232922	-0.11141774	0.60350126	-0.79691426	-0.02671878	18.88800625	-1.84291668	-17.04508956	246.26313403	83.42079307	52.69174374	6.39704867	142.86344040	1.53105552	0.42306883	0.42306883	EXTENSIONAL	PURE EXTENSIVE	999.99000000	142.86344040
