ID s	INT d	DIP d	FREQ d	FREQ_NRM d	FREQ_MAX d
W_TST_0411	0.25000000	56.06092779	2.69184973	0.34855663	7.01842694
W_TST_0410	0.85000000	56.81393808	0.76945210	0.09963321	7.01842694
W_TST_0409	0.63000000	58.04275845	0.99020979	0.12821822	7.01842694
W_TST_0408	0.51000000	33.19412396	2.99706331	0.38807749	7.01842694
W_TST_0407	0.37000000	45.07072441	2.69603863	0.34909904	7.01842694
W_TST_0406	0.46000000	44.71823313	2.19540045	0.28427344	7.01842694
W_TST_0405	0.78000000	50.54841967	1.05502312	0.13661064	7.01842694
W_TST_0404	0.53000000	52.80662998	1.43180933	0.18539915	7.01842694
W_TST_0403	0.70000000	52.03827327	1.11458635	0.14432324	7.01842694
W_TST_0402	0.28000000	53.09068892	2.68241211	0.34733459	7.01842694
W_TST_0401	0.21000000	56.26919960	3.17949544	0.41169989	7.01842694
W_TST_0400	1.08000000	56.37270173	0.61581980	0.07973999	7.01842694
W_TST_0399	0.68000000	54.62623553	1.04407953	0.13519360	7.01842694
W_TST_0398	0.45000000	46.89971243	2.07953970	0.26927111	7.01842694
W_TST_0397	1.14000000	48.55325441	0.77462248	0.10030270	7.01842694
W_TST_0396	0.56000000	30.55207750	3.02525010	0.39172729	7.01842694
W_TST_0395	0.54000000	33.36798957	2.81189786	0.36410118	7.01842694
W_TST_0394	0.48000000	33.97002607	3.09215682	0.40039076	7.01842694
W_TST_0393	1.04000000	47.07740795	0.89422347	0.11578935	7.01842694
W_TST_0392	0.39000000	33.09152380	3.93459762	0.50947498	7.01842694
W_TST_0391	0.56000000	28.79788864	3.24848578	0.42063316	7.01842694
W_TST_0390	0.33000000	69.81931528	1.11377472	0.14421814	7.01842694
W_TST_0389	0.20000000	68.56136892	1.96336856	0.25422858	7.01842694
W_TST_0388	0.37000000	68.70453179	1.05349349	0.13641257	7.01842694
W_TST_0387	0.39000000	65.70981307	1.15720806	0.14984215	7.01842694
W_TST_0386	1.97000000	67.34839676	0.21183600	0.02742978	7.01842694
W_TST_0385	2.86000000	71.27197054	0.11854079	0.01534936	7.01842694
W_TST_0384	3.21000000	64.96560383	0.14549493	0.01883954	7.01842694
W_TST_0383	0.26000000	65.17680672	1.77906226	0.23036351	7.01842694
W_TST_0382	0.93000000	62.76589936	0.55342235	0.07166040	7.01842694
W_TST_0381	0.47000000	58.57903325	1.29979788	0.16830552	7.01842694
W_TST_0380	3.25000000	55.10743903	0.21458974	0.02778635	7.01842694
W_TST_0379	0.19000000	64.57277315	2.50219675	0.32399924	7.01842694
W_TST_0378	0.72000000	63.81276005	0.68303390	0.08844327	7.01842694
W_TST_0377	0.36000000	59.35836365	1.64549896	0.21306894	7.01842694
W_TST_0376	0.15000000	65.30022939	3.06629173	0.39704160	7.01842694
W_TST_0375	0.32000000	62.31812472	1.63940086	0.21227932	7.01842694
W_TST_0374	1.19000000	67.13319430	0.35439830	0.04588959	7.01842694
W_TST_0373	0.36000000	48.91493368	2.42193532	0.31360652	7.01842694
W_TST_0372	0.74000000	50.95889450	1.09590892	0.14190477	7.01842694
W_TST_0371	6.05000000	54.62925279	0.11733800	0.01519362	7.01842694
W_TST_0370	1.10000000	64.23456161	0.43879539	0.05681782	7.01842694
W_TST_0369	2.89000000	56.24579914	0.23124038	0.02994237	7.01842694
W_TST_0368	1.02000000	60.12913740	0.56308726	0.07291187	7.01842694
W_TST_0367	0.60000000	53.10839587	1.25098687	0.16198518	7.01842694
W_TST_0366	0.62000000	53.18464662	1.20727999	0.15632576	7.01842694
W_TST_0365	0.37000000	57.51304992	1.72094622	0.22283830	7.01842694
W_TST_0364	0.81000000	57.39242989	0.78976896	0.10226396	7.01842694
W_TST_0363	0.48000000	56.15846562	1.39685822	0.18087347	7.01842694
W_TST_0362	0.52000000	56.17069094	1.28881287	0.16688312	7.01842694
W_TST_0361	1.09000000	55.64611518	0.62709425	0.08119987	7.01842694
W_TST_0360	0.32000000	55.73682572	2.12878859	0.27564814	7.01842694
W_TST_0359	0.65000000	56.88011530	1.00367146	0.12996132	7.01842694
W_TST_0358	0.71000000	59.56979461	0.82733152	0.10712778	7.01842694
W_TST_0357	1.01000000	57.39005069	0.63343701	0.08202117	7.01842694
W_TST_0356	0.82000000	53.63295027	0.89801985	0.11628092	7.01842694
W_TST_0355	0.24000000	56.91395981	2.71476946	0.35152441	7.01842694
W_TST_0354	1.88000000	56.50362464	0.35201840	0.04558143	7.01842694
W_TST_0353	0.27000000	62.27930152	1.94619503	0.25200485	7.01842694
W_TST_0352	0.63000000	61.91025371	0.84717510	0.10969725	7.01842694
W_TST_0351	0.76000000	58.34118262	0.81134222	0.10505739	7.01842694
W_TST_0350	0.43000000	64.60378939	1.10407875	0.14296265	7.01842694
W_TST_0349	0.63000000	63.24039173	0.80039970	0.10364049	7.01842694
W_TST_0348	1.85000000	62.27295361	0.28411570	0.03678898	7.01842694
W_TST_0347	0.28000000	62.67644942	1.84521119	0.23892886	7.01842694
W_TST_0346	2.87000000	61.54068367	0.18886295	0.02445509	7.01842694
W_TST_0345	3.15000000	48.88447404	0.27708981	0.03587923	7.01842694
W_TST_0344	0.52000000	54.48821937	1.37231411	0.17769535	7.01842694
W_TST_0343	2.51000000	51.51734877	0.31670982	0.04100946	7.01842694
W_TST_0342	0.51000000	59.22521334	1.16769287	0.15119978	7.01842694
W_TST_0341	0.31000000	52.59519829	2.46674366	0.31940857	7.01842694
W_TST_0340	0.28000000	49.04814474	3.09933058	0.40131966	7.01842694
W_TST_0339	0.35000000	48.67284237	2.51246180	0.32532842	7.01842694
W_TST_0338	0.74000000	52.49753353	1.03702079	0.13427959	7.01842694
W_TST_0337	0.96000000	52.24821436	0.80659644	0.10444288	7.01842694
W_TST_0336	0.70000000	45.03003441	1.42707450	0.18478605	7.01842694
W_TST_0335	0.52000000	45.17290209	1.91150523	0.24751301	7.01842694
W_TST_0334	0.55000000	50.35526520	1.50652347	0.19507357	7.01842694
W_TST_0333	0.22000000	59.28544809	2.70045509	0.34967091	7.01842694
W_TST_0332	0.93000000	54.06018918	0.77950401	0.10093479	7.01842694
W_TST_0331	0.39000000	52.42390868	1.97292084	0.25546547	7.01842694
W_TST_0330	0.79000000	51.63557183	1.00199984	0.12974487	7.01842694
W_TST_0329	0.48000000	52.81586170	1.58042722	0.20464307	7.01842694
W_TST_0328	1.03000000	48.51711983	0.85843954	0.11115583	7.01842694
W_TST_0327	7.29000000	35.37908699	0.19317215	0.02501307	7.01842694
W_TST_0325	0.82000000	38.72833560	1.52065823	0.19690383	7.01842694
W_TST_0324	0.11000000	68.97663310	3.49392756	0.45241442	7.01842694
W_TST_0323	0.22000000	72.69000263	1.41662155	0.18343254	7.01842694
W_TST_0322	0.50000000	77.71025169	0.43569567	0.05641645	7.01842694
W_TST_0321	0.40000000	47.08572981	2.32430396	0.30096463	7.01842694
W_TST_0320	0.18000000	39.99821182	6.62127295	0.85736161	7.01842694
W_TST_0319	0.77000000	37.80419184	1.67402272	0.21676237	7.01842694
W_TST_0318	0.82000000	40.62812274	1.42141672	0.18405345	7.01842694
W_TST_0317	1.11000000	40.62432393	1.05019648	0.13598566	7.01842694
W_TST_0316	3.06000000	38.13855421	0.41620308	0.05389244	7.01842694
W_TST_0315	1.01000000	38.36193386	1.25090041	0.16197399	7.01842694
W_TST_0314	2.82000000	33.82727299	0.52916493	0.06851941	7.01842694
W_TST_0313	1.10000000	47.61640770	0.82963680	0.10742628	7.01842694
W_TST_0312	0.59000000	44.01790697	1.75403873	0.22712331	7.01842694
W_TST_0311	0.79000000	46.42630673	1.20431899	0.15594235	7.01842694
W_TST_0310	0.47000000	58.16572064	1.32096780	0.17104673	7.01842694
W_TST_0309	0.63000000	45.74245895	1.54668797	0.20027431	7.01842694
W_TST_0308	0.64000000	42.69948497	1.69329557	0.21925793	7.01842694
W_TST_0307	0.28000000	43.07499020	3.81985254	0.49461711	7.01842694
W_TST_0306	5.00000000	37.42600531	0.26134322	0.03384027	7.01842694
W_TST_0305	1.06000000	61.35082638	0.51540716	0.06673797	7.01842694
W_TST_0304	0.31000000	56.58819524	2.12798116	0.27554359	7.01842694
W_TST_0303	1.23000000	57.34113576	0.52111805	0.06747745	7.01842694
W_TST_0302	1.61000000	57.05808331	0.40246414	0.05211344	7.01842694
W_TST_0301	0.67000000	51.29087784	1.19613807	0.15488304	7.01842694
W_TST_0300	0.68000000	53.22857534	1.09899709	0.14230465	7.01842694
W_TST_0299	0.36000000	52.63165205	2.12134096	0.27468378	7.01842694
W_TST_0298	4.64000000	51.31869628	0.17254643	0.02234233	7.01842694
W_TST_0297	1.08000000	60.33500879	0.52738926	0.06828948	7.01842694
W_TST_0296	0.55000000	47.81715350	1.64763499	0.21334553	7.01842694
W_TST_0295	3.84000000	51.16828030	0.20961785	0.02714256	7.01842694
W_TST_0294	0.25000000	47.06956237	3.72099122	0.48181596	7.01842694
W_TST_0293	0.73000000	43.42122823	1.44751485	0.18743279	7.01842694
W_TST_0292	0.89000000	42.41377040	1.22990033	0.15925477	7.01842694
W_TST_0291	0.22000000	41.59943406	5.11977053	0.66293819	7.01842694
W_TST_0290	0.23000000	33.76642149	6.50294607	0.84203994	7.01842694
W_TST_0289	0.30000000	51.31343624	2.66922040	0.34562645	7.01842694
W_TST_0288	0.26000000	43.51356203	4.05107962	0.52455776	7.01842694
W_TST_0287	0.29000000	44.43942225	3.51642012	0.45532689	7.01842694
W_TST_0286	0.46000000	40.98614264	2.50202278	0.32397672	7.01842694
W_TST_0285	0.37000000	35.83769563	3.74219787	0.48456193	7.01842694
W_TST_0284	0.43000000	44.37843523	2.37659425	0.30773549	7.01842694
W_TST_0283	0.58000000	49.81597714	1.45618558	0.18855553	7.01842694
W_TST_0282	3.72000000	50.17196161	0.22419301	0.02902984	7.01842694
W_TST_0281	0.14000000	51.28636564	5.72529889	0.74134558	7.01842694
W_TST_0280	0.49000000	54.26969443	1.46811275	0.19009993	7.01842694
W_TST_0279	0.21000000	57.80557650	2.99808425	0.38820969	7.01842694
W_TST_0278	0.92000000	57.06811109	0.70404217	0.09116355	7.01842694
W_TST_0277	0.74000000	57.46937396	0.86192160	0.11160671	7.01842694
W_TST_0276	3.06000000	58.21954463	0.20246866	0.02621684	7.01842694
W_TST_0275	1.14000000	50.12107225	0.73289919	0.09490012	7.01842694
W_TST_0274	0.53000000	56.50407046	1.24864792	0.16168232	7.01842694
W_TST_0273	1.08000000	55.52246645	0.63583684	0.08233192	7.01842694
W_TST_0272	1.01000000	59.36702972	0.58631220	0.07591917	7.01842694
W_TST_0271	1.01000000	61.64972862	0.53423449	0.06917584	7.01842694
W_TST_0270	0.35000000	57.56685204	1.81551754	0.23508396	7.01842694
W_TST_0269	1.16000000	50.15843240	0.71930900	0.09314039	7.01842694
W_TST_0268	0.73000000	59.47367574	0.80775897	0.10459341	7.01842694
W_TST_0267	1.52000000	56.19536389	0.44049923	0.05703845	7.01842694
W_TST_0266	2.62000000	61.39189134	0.20816844	0.02695488	7.01842694
W_TST_0265	2.53000000	62.68387261	0.20414822	0.02643432	7.01842694
W_TST_0264	8.27000000	63.06934449	0.06142707	0.00795394	7.01842694
W_TST_0263	0.17000000	57.54151302	3.74148313	0.48446938	7.01842694
W_TST_0262	0.69000000	45.82400908	1.40817758	0.18233917	7.01842694
W_TST_0261	0.12000000	47.17744304	7.72284753	1.00000000	7.72284753
W_TST_0260	0.26000000	57.75647367	2.42613483	0.31415029	7.72284753
W_TST_0259	0.19000000	48.80022237	4.60751036	0.59660771	7.72284753
W_TST_0258	0.35000000	53.91121120	2.08260818	0.26966843	7.72284753
W_TST_0257	0.49000000	53.54261992	1.50777665	0.19523584	7.72284753
W_TST_0256	0.75000000	54.38460635	0.95511485	0.12367392	7.72284753
W_TST_0255	0.80000000	56.48587978	0.82780004	0.10718845	7.72284753
W_TST_0254	0.87000000	54.43547794	0.82183162	0.10641562	7.72284753
W_TST_0253	0.87000000	54.01378416	0.83468393	0.10807981	7.72284753
W_TST_0252	0.98000000	50.82731116	0.83141497	0.10765653	7.72284753
W_TST_0251	0.92000000	52.53212322	0.83308327	0.10787255	7.72284753
W_TST_0250	3.12000000	46.91791177	0.29974271	0.03881246	7.72284753
W_TST_0249	0.95000000	55.97585989	0.71065442	0.09201974	7.72284753
W_TST_0248	0.62000000	65.14775854	0.74705128	0.09673262	7.72284753
W_TST_0247	0.69000000	55.95958530	0.97903665	0.12677146	7.72284753
W_TST_0246	0.60000000	53.10773652	1.25101685	0.16198907	7.72284753
W_TST_0245	1.47000000	54.51759984	0.48491817	0.06279007	7.72284753
W_TST_0244	0.27000000	57.96719126	2.31728090	0.30005524	7.72284753
W_TST_0243	1.04000000	58.02409660	0.60027377	0.07772700	7.72284753
W_TST_0242	4.06000000	53.64820190	0.18127237	0.02347222	7.72284753
W_TST_0241	1.05000000	31.78048927	1.53720179	0.19904598	7.72284753
W_TST_0240	2.48000000	32.87186638	0.62396379	0.08079452	7.72284753
W_TST_0239	0.72000000	43.31189799	1.47324003	0.19076384	7.72284753
W_TST_0238	0.59000000	58.33853440	1.04522691	0.13534217	7.72284753
W_TST_0237	0.45000000	62.89312015	1.13750529	0.14729092	7.72284753
W_TST_0236	1.03000000	55.55994541	0.66576856	0.08620765	7.72284753
W_TST_0235	0.16000000	52.74673890	4.75317189	0.61546882	7.72284753
W_TST_0234	0.20000000	49.22873161	4.31151068	0.55827992	7.72284753
W_TST_0233	0.41000000	51.00838363	1.97449217	0.25566893	7.72284753
W_TST_0232	1.05000000	53.75347069	0.69822590	0.09041042	7.72284753
W_TST_0231	0.71000000	53.87184470	1.02812045	0.13312712	7.72284753
W_TST_0230	0.99000000	54.64564490	0.71663100	0.09279362	7.72284753
W_TST_0229	0.92000000	55.07821931	0.75888582	0.09826503	7.72284753
W_TST_0228	0.95000000	59.38369956	0.62292886	0.08066051	7.72284753
W_TST_0227	0.91000000	58.51179961	0.67309620	0.08715648	7.72284753
W_TST_0226	0.56000000	57.63422360	1.13175310	0.14654609	7.72284753
W_TST_0225	1.03000000	58.10728032	0.60414456	0.07822821	7.72284753
W_TST_0224	1.31000000	58.04574979	0.47615240	0.06165503	7.72284753
W_TST_0223	0.96000000	55.76158594	0.70893734	0.09179740	7.72284753
W_TST_0222	0.90000000	56.77902887	0.72767171	0.09422324	7.72284753
W_TST_0221	0.76000000	55.71003477	0.89723308	0.11617905	7.72284753
W_TST_0220	0.81000000	54.84700451	0.86937591	0.11257194	7.72284753
W_TST_0219	0.52000000	57.83576530	1.20935035	0.15659384	7.72284753
W_TST_0218	0.88000000	53.78843926	0.83204462	0.10773806	7.72284753
W_TST_0217	1.15000000	52.55273026	0.66597029	0.08623377	7.72284753
W_TST_0216	0.73000000	52.10646683	1.06616097	0.13805283	7.72284753
W_TST_0215	0.34000000	54.19991753	2.12124981	0.27467198	7.72284753
W_TST_0214	0.74000000	53.61420765	0.99578500	0.12894013	7.72284753
W_TST_0213	0.76000000	57.88464691	0.82588459	0.10694042	7.72284753
W_TST_0212	0.88000000	59.77139013	0.66213929	0.08573771	7.72284753
W_TST_0211	0.77000000	61.78092233	0.69691438	0.09024060	7.72284753
W_TST_0210	0.77000000	61.92890170	0.69260026	0.08968198	7.72284753
W_TST_0209	1.02000000	60.80947033	0.54771001	0.07092073	7.72284753
W_TST_0208	0.72000000	57.35812718	0.88966234	0.11519874	7.72284753
W_TST_0207	0.42000000	42.65829429	2.58398478	0.33458964	7.72284753
W_TST_0206	0.40000000	60.08930042	1.43818505	0.18622471	7.72284753
W_TST_0205	0.87000000	57.26956002	0.73878056	0.09566168	7.72284753
W_TST_0204	0.76000000	60.31669397	0.75000505	0.09711509	7.72284753
W_TST_0203	0.45000000	59.66988189	1.30012932	0.16834844	7.72284753
W_TST_0202	1.21000000	59.65170324	0.48387120	0.06265451	7.72284753
W_TST_0201	0.82000000	58.78542599	0.73898688	0.09568839	7.72284753
W_TST_0200	1.05000000	59.47248282	0.56161153	0.07272078	7.72284753
W_TST_0199	0.79000000	58.88945741	0.76391083	0.09891569	7.72284753
W_TST_0198	0.75000000	60.85677558	0.74344186	0.09626525	7.72284753
W_TST_0197	0.94000000	59.87978710	0.61718207	0.07991639	7.72284753
W_TST_0196	0.71000000	53.79826895	1.03089543	0.13348644	7.72284753
W_TST_0195	0.85000000	55.24012873	0.81644696	0.10571838	7.72284753
W_TST_0194	0.44000000	60.03904667	1.31009538	0.16963890	7.72284753
W_TST_0193	0.40000000	58.23868170	1.54772999	0.20040924	7.72284753
W_TST_0192	0.89000000	59.46793314	0.66269565	0.08580975	7.72284753
W_TST_0191	0.84000000	57.81479523	0.74925362	0.09701779	7.72284753
W_TST_0190	0.38000000	58.72807587	1.59825939	0.20695208	7.72284753
W_TST_0189	1.59000000	60.48351528	0.35607085	0.04610616	7.72284753
W_TST_0188	0.84000000	59.30141460	0.70681328	0.09152237	7.72284753
W_TST_0187	0.40000000	58.17714775	1.55144646	0.20089047	7.72284753
W_TST_0186	2.12000000	59.14919298	0.28175573	0.03648340	7.72284753
W_TST_0185	0.45000000	58.28901744	1.37306093	0.17779205	7.72284753
W_TST_0184	0.65000000	57.68626744	0.97309119	0.12600161	7.72284753
W_TST_0183	0.64000000	58.67104336	0.95109681	0.12315364	7.72284753
W_TST_0182	0.67000000	59.53239119	0.87803549	0.11369323	7.72284753
W_TST_0181	0.38000000	54.15730046	1.90093751	0.24614464	7.72284753
W_TST_0180	0.70000000	57.84457401	0.89806809	0.11628717	7.72284753
W_TST_0179	0.99000000	55.52963555	0.69345421	0.08979256	7.72284753
W_TST_0178	0.97000000	55.88103302	0.69848844	0.09044442	7.72284753
W_TST_0177	0.93000000	61.22226892	0.59058992	0.07647308	7.72284753
W_TST_0176	0.90000000	68.70128518	0.43317541	0.05609012	7.72284753
W_TST_0175	0.31000000	65.94020747	1.44025713	0.18649302	7.72284753
W_TST_0174	0.16000000	61.85242602	3.34386123	0.43298294	7.72284753
W_TST_0173	0.36000000	49.01789663	2.41316249	0.31247056	7.72284753
W_TST_0172	1.89000000	55.99549604	0.35694333	0.04621913	7.72284753
W_TST_0171	0.45000000	67.70900813	0.91099163	0.11796059	7.72284753
W_TST_0170	0.24000000	66.53041264	1.80908902	0.23425155	7.72284753
W_TST_0169	0.16000000	52.54884217	4.78733436	0.61989238	7.72284753
W_TST_0168	0.19000000	55.10854013	3.67046365	0.47527335	7.72284753
W_TST_0167	1.50000000	64.81755457	0.31346007	0.04058867	7.72284753
W_TST_0166	1.44000000	62.56337032	0.36052925	0.04668346	7.72284753
W_TST_0165	0.41000000	60.13136532	1.40072511	0.18137418	7.72284753
W_TST_0164	1.06000000	62.66181341	0.48771963	0.06315282	7.72284753
W_TST_0163	0.86000000	62.18404597	0.61348383	0.07943752	7.72284753
W_TST_0162	3.36000000	63.37227392	0.14921670	0.01932146	7.72284753
W_TST_0161	0.91000000	55.14343446	0.76536622	0.09910415	7.72284753
W_TST_0160	1.10000000	59.76510537	0.52984501	0.06860747	7.72284753
W_TST_0159	0.87000000	60.93356653	0.63888020	0.08272599	7.72284753
W_TST_0158	0.87000000	62.20344747	0.60593482	0.07846003	7.72284753
W_TST_0157	0.55000000	57.03365940	1.17922308	0.15269278	7.72284753
W_TST_0156	1.12000000	61.56275602	0.48351638	0.06260856	7.72284753
W_TST_0155	1.09000000	62.77584866	0.47198455	0.06111535	7.72284753
W_TST_0154	2.90000000	57.19993938	0.22222673	0.02877523	7.72284753
W_TST_0153	1.08000000	67.55891941	0.38241602	0.04951749	7.72284753
W_TST_0152	0.70000000	60.54062693	0.80691015	0.10448350	7.72284753
W_TST_0151	0.61000000	57.12425286	1.05955529	0.13719749	7.72284753
W_TST_0150	0.90000000	60.41029377	0.63093494	0.08169719	7.72284753
W_TST_0149	1.05000000	60.13218490	0.54693169	0.07081995	7.72284753
W_TST_0148	1.09000000	56.17868341	0.61466107	0.07958995	7.72284753
W_TST_0147	1.02000000	59.73026949	0.57220033	0.07409188	7.72284753
W_TST_0146	0.55000000	57.49978621	1.15831910	0.14998601	7.72284753
W_TST_0145	0.74000000	60.57869376	0.76210956	0.09868246	7.72284753
W_TST_0144	1.02000000	57.93391120	0.61419055	0.07952903	7.72284753
W_TST_0143	1.39000000	58.33841161	0.44365960	0.05744767	7.72284753
W_TST_0142	0.24000000	56.86249774	2.72010371	0.35221512	7.72284753
W_TST_0141	0.89000000	59.63071113	0.65840026	0.08525356	7.72284753
W_TST_0140	1.22000000	58.42606915	0.50375171	0.06522875	7.72284753
W_TST_0139	0.83000000	57.13619231	0.77835342	0.10078581	7.72284753
W_TST_0138	0.30000000	60.05562116	1.92018877	0.24863741	7.72284753
W_TST_0137	1.17000000	57.38261221	0.54696954	0.07082485	7.72284753
W_TST_0136	0.53000000	61.75668713	1.01352638	0.13123739	7.72284753
W_TST_0135	2.79000000	61.16353787	0.19734181	0.02555299	7.72284753
W_TST_0134	1.42000000	62.65014467	0.36425417	0.04716579	7.72284753
W_TST_0133	0.84000000	58.19116146	0.73838078	0.09560991	7.72284753
W_TST_0132	6.15000000	57.65212282	0.10298275	0.01333482	7.72284753
W_TST_0131	2.13000000	64.02898214	0.22868854	0.02961194	7.72284753
W_TST_0130	0.78000000	57.57713319	0.81433240	0.10544458	7.72284753
W_TST_0129	0.64000000	59.33786059	0.92634867	0.11994911	7.72284753
W_TST_0128	0.73000000	60.10941873	0.78740655	0.10195806	7.72284753
W_TST_0127	0.65000000	58.78461851	0.93229001	0.12071843	7.72284753
W_TST_0126	0.69000000	57.59110990	0.92005358	0.11913398	7.72284753
W_TST_0125	0.14000000	56.08287403	4.80290053	0.62190798	7.72284753
W_TST_0124	0.66000000	47.36818930	1.39480655	0.18060781	7.72284753
W_TST_0123	0.48000000	64.21631785	1.00639079	0.13031344	7.72284753
W_TST_0122	0.56000000	62.24621745	0.93966026	0.12167277	7.72284753
W_TST_0121	0.97000000	62.97840923	0.52577340	0.06808025	7.72284753
W_TST_0120	0.55000000	62.71058150	0.93800842	0.12145888	7.72284753
W_TST_0119	2.74000000	62.62837821	0.18894984	0.02446634	7.72284753
W_TST_0118	0.31000000	63.13399559	1.63413913	0.21159801	7.72284753
W_TST_0117	0.71000000	63.36694448	0.70631621	0.09145800	7.72284753
W_TST_0116	0.98000000	57.98801961	0.63791850	0.08260146	7.72284753
W_TST_0115	0.61000000	65.05709566	0.76245087	0.09872665	7.72284753
W_TST_0114	0.88000000	57.07724676	0.73578691	0.09527404	7.72284753
W_TST_0113	0.53000000	64.78520909	0.88845214	0.11504204	7.72284753
