D1.DIPDIR d	D1.DIP d	D2.DIPDIR d	D2.DIP d	T1.X d	T1.Y d	T1.Z d	T2.X d	T2.Y d	T2.Z d	ANG d
240.36662293	0.00000000	223.19153016	0.00000000	-0.86920704	-0.49444830	0.00000000	-0.68443934	-0.72906981	0.00000000	17.17509278
240.36662293	0.00000000	201.87732510	0.00000000	-0.86920704	-0.49444830	0.00000000	-0.37262056	-0.92798379	0.00000000	38.48929784
240.36662293	0.00000000	65.15896880	0.00000000	-0.86920704	-0.49444830	0.00000000	0.90747686	0.42010206	0.00000000	175.20765413
240.36662293	0.00000000	248.29619699	0.00000000	-0.86920704	-0.49444830	0.00000000	-0.92910803	-0.36980843	0.00000000	7.92957405
240.36662293	0.00000000	285.26623940	0.00000000	-0.86920704	-0.49444830	0.00000000	-0.96471273	0.26330465	0.00000000	44.89961647
240.36662293	0.00000000	244.88914400	0.00000000	-0.86920704	-0.49444830	0.00000000	-0.90548841	-0.42437100	0.00000000	4.52252106
240.36662293	0.00000000	235.91116172	0.00000000	-0.86920704	-0.49444830	0.00000000	-0.82816954	-0.56047767	0.00000000	4.45546121
240.36662293	0.00000000	42.62756611	0.00000000	-0.86920704	-0.49444830	0.00000000	0.67723004	0.73577134	0.00000000	162.26094319
240.36662293	0.00000000	219.13023899	0.00000000	-0.86920704	-0.49444830	0.00000000	-0.63108529	-0.77571345	0.00000000	21.23638394
240.36662293	0.00000000	224.33026320	0.00000000	-0.86920704	-0.49444830	0.00000000	-0.69879321	-0.71532374	0.00000000	16.03635973
240.36662293	0.00000000	200.89876858	0.00000000	-0.86920704	-0.49444830	0.00000000	-0.35671792	-0.93421214	0.00000000	39.46785436
240.36662293	0.00000000	245.54273439	0.00000000	-0.86920704	-0.49444830	0.00000000	-0.91027032	-0.41401443	0.00000000	5.17611146
240.36662293	0.00000000	293.80883516	0.00000000	-0.86920704	-0.49444830	0.00000000	-0.91489743	0.40368638	0.00000000	53.44221223
240.36662293	0.00000000	214.62315950	0.00000000	-0.86920704	-0.49444830	0.00000000	-0.56817642	-0.82290677	0.00000000	25.74346343
240.36662293	0.00000000	224.86433673	0.00000000	-0.86920704	-0.49444830	0.00000000	-0.70543053	-0.70877906	0.00000000	15.50228620
240.36662293	0.00000000	196.90106626	0.00000000	-0.86920704	-0.49444830	0.00000000	-0.29072000	-0.95680817	0.00000000	43.46555668
240.36662293	0.00000000	304.41852202	0.00000000	-0.86920704	-0.49444830	0.00000000	-0.82493082	0.56523371	0.00000000	64.05189909
240.36662293	0.00000000	262.53109363	0.00000000	-0.86920704	-0.49444830	0.00000000	-0.99151555	-0.12998813	0.00000000	22.16447069
240.36662293	0.00000000	232.97595502	0.00000000	-0.86920704	-0.49444830	0.00000000	-0.79838288	-0.60215013	0.00000000	7.39066791
240.36662293	0.00000000	232.11219398	0.00000000	-0.86920704	-0.49444830	0.00000000	-0.78921480	-0.61411725	0.00000000	8.25442896
240.36662293	0.00000000	242.05387037	0.00000000	-0.86920704	-0.49444830	0.00000000	-0.88338861	-0.46864119	0.00000000	1.68724744
240.36662293	0.00000000	52.11315627	0.00000000	-0.86920704	-0.49444830	0.00000000	0.78922512	0.61410399	0.00000000	171.74653334
240.36662293	0.00000000	234.18131209	0.00000000	-0.86920704	-0.49444830	0.00000000	-0.81087298	-0.58522219	0.00000000	6.18531085
240.36662293	0.00000000	239.90695723	0.00000000	-0.86920704	-0.49444830	0.00000000	-0.86521231	-0.50140568	0.00000000	0.45966571
240.36662293	0.00000000	242.42061914	0.00000000	-0.86920704	-0.49444830	0.00000000	-0.88637025	-0.46297709	0.00000000	2.05399621
240.36662293	0.00000000	228.50826888	0.00000000	-0.86920704	-0.49444830	0.00000000	-0.74905134	-0.66251195	0.00000000	11.85835406
240.36662293	0.00000000	238.63397107	0.00000000	-0.86920704	-0.49444830	0.00000000	-0.85385956	-0.52050346	0.00000000	1.73265186
240.36662293	0.00000000	235.33886154	0.00000000	-0.86920704	-0.49444830	0.00000000	-0.82252997	-0.56872176	0.00000000	5.02776140
240.36662293	0.00000000	70.92311010	0.00000000	-0.86920704	-0.49444830	0.00000000	0.94508082	0.32683673	0.00000000	169.44351283
240.36662293	0.00000000	241.69548548	0.00000000	-0.86920704	-0.49444830	0.00000000	-0.88044000	-0.47415758	0.00000000	1.32886255
240.36662293	0.00000000	237.06319627	0.00000000	-0.86920704	-0.49444830	0.00000000	-0.83927079	-0.54371366	0.00000000	3.30342666
240.36662293	0.00000000	253.51538812	0.00000000	-0.86920704	-0.49444830	0.00000000	-0.95889598	-0.28375782	0.00000000	13.14876518
240.36662293	0.00000000	233.49728406	0.00000000	-0.86920704	-0.49444830	0.00000000	-0.80382866	-0.59486089	0.00000000	6.86933887
240.36662293	0.00000000	248.07886412	0.00000000	-0.86920704	-0.49444830	0.00000000	-0.92769860	-0.37333003	0.00000000	7.71224119
240.36662293	0.00000000	60.25728758	0.00000000	-0.86920704	-0.49444830	0.00000000	0.86826192	0.49610607	0.00000000	179.89066466
240.36662293	0.00000000	281.70262096	0.00000000	-0.86920704	-0.49444830	0.00000000	-0.97921353	0.20283209	0.00000000	41.33599803
240.36662293	0.00000000	276.02026354	0.00000000	-0.86920704	-0.49444830	0.00000000	-0.99448487	0.10488018	0.00000000	35.65364060
240.36662293	0.00000000	9.67272937	0.00000000	-0.86920704	-0.49444830	0.00000000	0.16802020	0.98578355	0.00000000	129.30610644
240.36662293	0.00000000	250.51673637	0.00000000	-0.86920704	-0.49444830	0.00000000	-0.94273896	-0.33353150	0.00000000	10.15011344
