EIGENVECTOR1.X d	EIGENVECTOR1.Y d	EIGENVECTOR1.Z d	EIGENVECTOR2.X d	EIGENVECTOR2.Y d	EIGENVECTOR2.Z d	EIGENVECTOR3.X d	EIGENVECTOR3.Y d	EIGENVECTOR3.Z d	EIGENVALUE.X d	EIGENVALUE.Y d	EIGENVALUE.Z d	S_1.DIPDIR d	S_1.DIP d	S_2.DIPDIR d	S_2.DIP d	S_3.DIPDIR d	S_3.DIP d	stressratio d	delvaux_str d	regime s	delvaux_rgm s	shmax d	shmin d
0.34312901	0.91075033	-0.22977452	0.05553031	-0.26386763	-0.96295912	-0.93764539	0.31765976	-0.14111488	1.51578306	-0.64114887	-0.87463419	20.64411100	13.28379703	168.11566098	74.35671179	288.71558540	8.11236477	0.09767555	1.90232445	STRIKE-SLIP	TRANSPRESSIVE	20.64411100	110.64411100
