DEPTH d	VALUE d
1366.75000000	16.41958355
1372.58000000	16.66337689
1372.58000000	16.66337689
1378.41000000	22.03000000
1378.41000000	22.03000000
1378.41000000	22.03000000
1378.41000000	22.03000000
1378.41000000	22.03000000
1378.41000000	22.03000000
1378.41000000	22.03000000
1378.41000000	22.03000000
1378.41000000	22.03000000
1378.41000000	22.03000000
1378.41000000	22.03000000
1401.09000000	21.70000000
1401.54500000	17.74063439
1401.54500000	17.74063439
1401.54500000	17.74063439
1401.54500000	17.74063439
1401.54500000	17.74063439
1401.54500000	17.74063439
1401.54500000	17.74063439
1401.54500000	17.74063439
1401.54500000	17.74063439
1401.54500000	17.74063439
1401.54500000	17.74063439
1401.54500000	17.74063439
1401.54500000	17.74063439
1401.54500000	17.74063439
1401.54500000	17.74063439
1401.54500000	17.74063439
1401.54500000	17.74063439
1401.54500000	17.74063439
1401.54500000	17.74063439
1425.32000000	18.80061432
1425.32000000	18.80061432
1425.32000000	18.80061432
1425.32000000	18.80061432
1425.32000000	18.80061432
1425.32000000	18.80061432
1425.32000000	18.80061432
1425.32000000	18.80061432
1425.32000000	18.80061432
1425.32000000	18.80061432
1425.32000000	18.80061432
1435.91000000	19.47630955
1436.09500000	17.82465542
1436.51000000	15.39390075
1436.74000000	14.63674113
1436.74000000	14.63674113
1437.13000000	14.92333512
1437.52000000	14.95748177
1437.52000000	14.95748177
1437.78500000	15.06087322
1438.40000000	14.51086528
1438.40000000	14.51086528
1438.40000000	14.51086528
1438.40000000	14.51086528
1438.40000000	14.51086528
1438.40000000	14.51086528
1438.40000000	14.51086528
1438.40000000	14.51086528
1438.40000000	14.51086528
1438.40000000	14.51086528
1438.40000000	14.51086528
1439.87500000	13.59996403
1441.22500000	13.26879037
1442.81000000	14.15938462
1444.17000000	15.55438862
1444.17000000	15.55438862
1450.66000000	14.73166563
1457.15000000	14.26340051
1460.24000000	15.16936031
1463.51000000	15.34837913
1463.51000000	15.34837913
1463.51000000	15.34837913
1463.51000000	15.34837913
1463.51000000	15.34837913
1463.51000000	15.34837913
1463.51000000	15.34837913
1463.51000000	15.34837913
1463.51000000	15.34837913
1463.51000000	15.34837913
1463.51000000	15.34837913
1463.51000000	15.34837913
1463.51000000	15.34837913
1463.69000000	15.61512381
1463.69000000	15.61512381
1463.69000000	15.61512381
1463.69000000	15.61512381
1463.69000000	15.61512381
1463.69000000	15.61512381
1493.33000000	19.96000000
1493.33000000	19.96000000
1493.33000000	19.96000000
1493.33000000	19.96000000
1497.00000000	16.40710140
1497.00000000	16.40710140
1497.00000000	16.40710140
1500.02000000	15.21183242
1500.33000000	14.91378294
1500.47000000	14.63469437
1500.47000000	14.63469437
1500.61000000	14.85352452
1500.78500000	14.52050678
1501.33000000	14.54618620
1502.79000000	14.48165413
1502.79000000	14.48165413
1502.79000000	14.48165413
1502.79000000	14.48165413
1502.79000000	14.48165413
1502.79000000	14.48165413
1503.88000000	14.31278849
1503.88000000	14.31278849
1503.88000000	14.31278849
1503.88000000	14.31278849
1504.65000000	14.50419164
1504.65000000	14.50419164
1504.65000000	14.50419164
1505.58000000	14.51813637
1505.97000000	14.53167894
1506.36500000	14.77807565
1506.36500000	14.77807565
1506.76000000	14.53053380
1507.00000000	15.17377218
1512.22500000	16.03651459
1527.38000000	18.79217016
1527.38000000	18.79217016
1528.22500000	19.13626012
1529.07000000	18.84003468
1529.07000000	18.84003468
1529.70000000	19.10362691
1529.70000000	19.10362691
1529.70000000	19.10362691
1529.70000000	19.10362691
