ID s	D1.DIPDIR d	D1.DIP d	D2.DIPDIR d	D2.DIP d	T1.X d	T1.Y d	T1.Z d	T2.X d	T2.Y d	T2.Z d	ANG d
W_TST_0370	209.47129661	3.59999981	209.47129661	9.96262358	-0.49101665	-0.86888434	-0.06279052	-0.48456871	-0.85747431	-0.17300571	6.36262376
W_TST_0369	209.47129661	3.59999981	209.47129661	3.05794832	-0.49101665	-0.86888434	-0.06279052	-0.49128693	-0.86936262	-0.05334593	0.54205150
W_TST_0368	209.47129661	3.59999981	209.47129661	6.68310553	-0.49101665	-0.86888434	-0.06279052	-0.48864443	-0.86468654	-0.11637788	3.08310572
W_TST_0367	209.47129661	3.59999981	209.47129661	2.24003686	-0.49101665	-0.86888434	-0.06279052	-0.49161152	-0.86993700	-0.03908606	1.35996295
W_TST_0366	209.47129661	3.59999981	209.47129661	1.69893008	-0.49101665	-0.86888434	-0.06279052	-0.49177121	-0.87021957	-0.02964758	1.90106973
W_TST_0365	209.47129661	3.59999981	209.47129661	1.10991866	-0.49101665	-0.86888434	-0.06279052	-0.49189517	-0.87043893	-0.01937052	2.49008116
W_TST_0364	209.47129661	3.59999981	209.47129661	0.73326677	-0.49101665	-0.86888434	-0.06279052	-0.49194719	-0.87053098	-0.01279757	2.86673304
W_TST_0363	209.47129661	3.59999981	209.47129661	0.85182473	-0.49101665	-0.86888434	-0.06279052	-0.49193311	-0.87050606	-0.01486660	2.74817508
W_TST_0362	209.47129661	3.59999981	209.47129661	0.22934663	-0.49101665	-0.86888434	-0.06279052	-0.49198354	-0.87059530	-0.00400284	3.37065318
W_TST_0361	209.47129661	3.59999981	209.47129661	0.56026603	-0.49101665	-0.86888434	-0.06279052	-0.49196396	-0.87056065	-0.00977833	3.03973378
W_TST_0360	209.47129661	3.59999981	209.47129661	1.50112008	-0.49101665	-0.86888434	-0.06279052	-0.49181863	-0.87030350	-0.02619649	2.09887973
W_TST_0359	209.47129661	3.59999981	209.47129661	1.27885020	-0.49101665	-0.86888434	-0.06279052	-0.49186493	-0.87038542	-0.02231829	2.32114961
W_TST_0358	209.47129661	3.59999981	209.47129661	4.10064583	-0.49101665	-0.86888434	-0.06279052	-0.49072798	-0.86837351	-0.07150869	0.50064602
W_TST_0357	209.47129661	3.59999981	209.47129661	2.67029576	-0.49101665	-0.86888434	-0.06279052	-0.49145326	-0.86965694	-0.04658858	0.92970405
W_TST_0356	209.47129661	3.59999981	209.47129661	2.58123805	-0.49101665	-0.86888434	-0.06279052	-0.49148829	-0.86971894	-0.04503587	1.01876176
W_TST_0355	209.47129661	3.59999981	209.47129661	4.11923921	-0.49101665	-0.86888434	-0.06279052	-0.49071654	-0.86835326	-0.07183237	0.51923939
W_TST_0354	209.47129661	3.59999981	209.47129661	2.91479706	-0.49101665	-0.86888434	-0.06279052	-0.49135097	-0.86947594	-0.05085087	0.68520275
W_TST_0353	209.47129661	3.59999981	209.47129661	7.97071334	-0.49101665	-0.86888434	-0.06279052	-0.48723442	-0.86219145	-0.13866691	4.37071352
W_TST_0352	209.47129661	3.59999981	209.47129661	7.71428685	-0.49101665	-0.86888434	-0.06279052	-0.48753487	-0.86272312	-0.13423329	4.11428704
W_TST_0351	209.47129661	3.59999981	209.47129661	3.58186779	-0.49101665	-0.86888434	-0.06279052	-0.49102640	-0.86890160	-0.06247467	0.01813202
W_TST_0350	209.47129661	3.59999981	209.47129661	10.35873390	-0.49101665	-0.86888434	-0.06279052	-0.48396869	-0.85641253	-0.17981070	6.75873409
W_TST_0349	209.47129661	3.59999981	209.47129661	9.06050405	-0.49101665	-0.86888434	-0.06279052	-0.48584875	-0.85973942	-0.15747737	5.46050423
W_TST_0348	209.47129661	3.59999981	209.47129661	8.35527228	-0.49101665	-0.86888434	-0.06279052	-0.48676556	-0.86136176	-0.14531071	4.75527246
