D1.DIPDIR d	D1.DIP d	D2.DIPDIR d	D2.DIP d	T1.X d	T1.Y d	T1.Z d	T2.X d	T2.Y d	T2.Z d	ANG d
258.85070373	41.58413845	258.85070373	89.63927341	-0.73386494	-0.14463440	-0.66371917	-0.00617700	-0.00121740	-0.99998018	48.05513495
258.85070373	41.58413845	258.85070373	40.24178274	-0.73386494	-0.14463440	-0.66371917	-0.74891863	-0.14760127	-0.64601451	1.34235571
258.85070373	41.58413845	258.85070373	69.54559250	-0.73386494	-0.14463440	-0.66371917	-0.34286641	-0.06757412	-0.93695057	27.96145405
258.85070373	41.58413845	258.85070373	46.18068433	-0.73386494	-0.14463440	-0.66371917	-0.67931881	-0.13388413	-0.72152685	4.59654588
258.85070373	41.58413845	258.85070373	46.42286911	-0.73386494	-0.14463440	-0.66371917	-0.67632047	-0.13329320	-0.72444706	4.83873066
258.85070373	41.58413845	258.85070373	88.82448739	-0.73386494	-0.14463440	-0.66371917	-0.02012794	-0.00396693	-0.99978954	47.24034894
258.85070373	41.58413845	258.85070373	35.31362854	-0.73386494	-0.14463440	-0.66371917	-0.80059947	-0.15778683	-0.57805174	6.27050991
258.85070373	41.58413845	258.85070373	78.98135082	-0.73386494	-0.14463440	-0.66371917	-0.18752126	-0.03695779	-0.98156503	37.39721237
258.85070373	41.58413845	258.85070373	78.38285071	-0.73386494	-0.14463440	-0.66371917	-0.19757056	-0.03893836	-0.97951502	36.79871226
258.85070373	41.58413845	258.85070373	54.63936362	-0.73386494	-0.14463440	-0.66371917	-0.56779862	-0.11190507	-0.81552558	13.05522517
258.85070373	41.58413845	258.85070373	55.54030879	-0.73386494	-0.14463440	-0.66371917	-0.55514727	-0.10941167	-0.82452446	13.95617033
258.85070373	41.58413845	258.85070373	46.35235010	-0.73386494	-0.14463440	-0.66371917	-0.67719477	-0.13346551	-0.72359809	4.76821164
258.85070373	41.58413845	258.85070373	85.61023797	-0.73386494	-0.14463440	-0.66371917	-0.07509629	-0.01480042	-0.99706644	44.02609951
258.85070373	41.58413845	258.85070373	67.54506738	-0.73386494	-0.14463440	-0.66371917	-0.37474782	-0.07385749	-0.92418026	25.96092893
258.85070373	41.58413845	258.85070373	48.01725923	-0.73386494	-0.14463440	-0.66371917	-0.65628221	-0.12934394	-0.74334635	6.43312078
258.85070373	41.58413845	258.85070373	78.97003592	-0.73386494	-0.14463440	-0.66371917	-0.18771144	-0.03699527	-0.98152726	37.38589746
258.85070373	41.58413845	258.85070373	69.44832769	-0.73386494	-0.14463440	-0.66371917	-0.34442645	-0.06788158	-0.93635597	27.86418923
