D1.DIPDIR d	D1.DIP d	D2.DIPDIR d	D2.DIP d	T1.X d	T1.Y d	T1.Z d	T2.X d	T2.Y d	T2.Z d	ANG d
217.17069592	15.01465395	217.17069592	24.29031629	-0.58356430	-0.76963463	-0.25906608	-0.55070426	-0.72629712	-0.41136031	9.27566233
217.17069592	15.01465395	217.17069592	52.17681860	-0.58356430	-0.76963463	-0.25906608	-0.37050645	-0.48864297	-0.78990697	37.16216465
217.17069592	15.01465395	217.17069592	42.93545156	-0.58356430	-0.76963463	-0.25906608	-0.44234174	-0.58338304	-0.68117400	27.92079761
217.17069592	15.01465395	217.17069592	37.64083958	-0.58356430	-0.76963463	-0.25906608	-0.47843190	-0.63098061	-0.61070974	22.62618562
217.17069592	15.01465395	217.17069592	25.53259908	-0.58356430	-0.76963463	-0.25906608	-0.54518641	-0.71901989	-0.43102456	10.51794512
217.17069592	15.01465395	217.17069592	6.34586083	-0.58356430	-0.76963463	-0.25906608	-0.60048965	-0.79195665	-0.11052986	8.66879313
217.17069592	15.01465395	217.17069592	15.82496182	-0.58356430	-0.76963463	-0.25906608	-0.58129235	-0.76663826	-0.27269943	0.81030786
217.17069592	15.01465395	217.17069592	20.92654763	-0.58356430	-0.76963463	-0.25906608	-0.56433861	-0.74427880	-0.35717082	5.91189368
217.17069592	15.01465395	217.17069592	56.68899231	-0.58356430	-0.76963463	-0.25906608	-0.33181201	-0.43761076	-0.83570187	41.67433836
217.17069592	15.01465395	217.17069592	41.49281213	-0.58356430	-0.76963463	-0.25906608	-0.45256301	-0.59686339	-0.66252608	26.47815817
217.17069592	15.01465395	217.17069592	14.86069687	-0.58356430	-0.76963463	-0.25906608	-0.58398279	-0.77018655	-0.25646983	0.15395709
217.17069592	15.01465395	217.17069592	28.30725377	-0.58356430	-0.76963463	-0.25906608	-0.53194080	-0.70155089	-0.47419968	13.29259981
217.17069592	15.01465395	217.17069592	18.85165054	-0.58356430	-0.76963463	-0.25906608	-0.57178182	-0.75409529	-0.32311894	3.83699659
217.17069592	15.01465395	217.17069592	11.65060567	-0.58356430	-0.76963463	-0.25906608	-0.59174365	-0.78042198	-0.20194304	3.36404829
217.17069592	15.01465395	217.17069592	26.44227423	-0.58356430	-0.76963463	-0.25906608	-0.54098320	-0.71347649	-0.44529594	11.42762028
