DEPTH d	FREQ d	DERIV_DEPTH d	DERIV d
1478.13000000	0.18087347	1478.38000000	0.00775146
1478.63000000	0.16688312	1479.03250000	0.02948660
1479.43500000	0.08119987	1479.78750000	0.07640814
1480.14000000	0.27564814	1480.38250000	0.08321530
1480.62500000	0.12996132	1480.96500000	0.00930227
1481.30500000	0.10712778	1481.73500000	0.00808750
1482.16500000	0.08202117	1482.62250000	0.01037260
1483.08000000	0.11628092	1483.34500000	0.12296072
1483.61000000	0.35152441	1484.14000000	0.07995751
1484.67000000	0.04558143	1485.20750000	0.05319553
1485.74500000	0.25200485	1485.97000000	0.08760729
1486.19500000	0.10969725	1486.54250000	0.00184946
1486.89000000	0.10505739	1487.18750000	0.01764847
1487.48500000	0.14296265	1487.75000000	0.02055352
1488.01500000	0.10364049	1488.63500000	0.01493531
1489.25500000	0.03678898	1489.78750000	0.05258078
1490.32000000	0.23892886	1491.10750000	0.03772405
1491.89500000	0.02445509	1493.40000000	0.00105143
1494.90500000	0.03587923	1495.82250000	0.02140988
1496.74000000	0.17769535	1497.49750000	0.02499400
1498.25500000	0.04100946	1499.01000000	0.02021581
1499.76500000	0.15119978	1499.97000000	0.11365524
1500.17500000	0.31940857	1500.32250000	0.07692108
1500.47000000	0.40131966	1500.62750000	0.06683095
1500.78500000	0.32532842	1501.05750000	0.09711192
1501.33000000	0.13427959	1501.75500000	0.00972426
1502.18000000	0.10444288	1502.59500000	0.02681609
1503.01000000	0.18478605	1503.31500000	0.02848715
1503.62000000	0.24751301	1503.88750000	0.02715369
1504.15500000	0.19507357	1504.34750000	0.11124126
1504.54000000	0.34967091	1504.82750000	0.11983830
1505.11500000	0.10093479	1505.44500000	0.06486276
1505.77500000	0.25546547	1506.07000000	0.05903085
1506.36500000	0.12974487	1506.68250000	0.03267550
1507.00000000	0.20464307	1507.37750000	0.03430284
1507.75500000	0.11115583	1509.83500000	0.00573654
1511.91500000	0.02501307	1513.94250000	0.01174320
1515.97000000	0.19690383	1516.20250000	0.15222311
1516.43500000	0.45241442	1516.51750000	0.45161018
1516.60000000	0.18343254	1516.78000000	0.09774192
1516.96000000	0.05641645	1517.18500000	0.15054854
1517.41000000	0.30096463	1517.55500000	0.53150996
1517.70000000	0.85736161	1517.93750000	0.37360911
1518.17500000	0.21676237	1518.57250000	0.01139787
1518.97000000	0.18405345	1519.45250000	0.01379912
1519.93500000	0.13598566	1520.97750000	0.01090752
1522.02000000	0.05389244	1523.03750000	0.01471336
1524.05500000	0.16197399	1525.01250000	0.01351937
1525.97000000	0.06851941	1526.95000000	0.00549914
1527.93000000	0.10742628	1528.35250000	0.03924202
1528.77500000	0.22712331	1529.12000000	0.02857850
1529.46500000	0.15594235	1529.78000000	0.00664182
1530.09500000	0.17104673	1530.37000000	0.01472159
1530.64500000	0.20027431	1530.96250000	0.00828190
1531.28000000	0.21925793	1531.51000000	0.16583125
1531.74000000	0.49461711	1533.06000000	0.04835166
1534.38000000	0.03384027	1535.89500000	0.00300779
1537.41000000	0.06673797	1537.75250000	0.08444545
1538.09500000	0.27554359	1538.48000000	0.07485750
1538.86500000	0.06747745	1539.57500000	0.00299737
1540.28500000	0.05211344	1540.85500000	0.02497379
1541.42500000	0.15488304	1541.76250000	0.00516233
1542.10000000	0.14230465	1542.36000000	0.07052463
1542.62000000	0.27468378	1543.87000000	0.02796232
1545.12000000	0.02234233	1546.55000000	0.00445059
1547.98000000	0.06828948	1548.38750000	0.04930635
1548.79500000	0.21334553	1549.89250000	0.02350048
1550.99000000	0.02714256	1552.01250000	0.06159293
1553.03500000	0.48181596	1553.28000000	0.16643381
1553.52500000	0.18743279	1553.93000000	0.00963718
1554.33500000	0.15925477	1554.61250000	0.25141391
1554.89000000	0.66293819	1555.00250000	0.22051695
1555.11500000	0.84203994	1555.24750000	0.51894621
1555.38000000	0.34562645	1555.52000000	0.17703248
1555.66000000	0.52455776	1555.79750000	0.06974158
1555.93500000	0.45532689	1556.12250000	0.09703402
1556.31000000	0.32397672	1556.51750000	0.10719687
1556.72500000	0.48456193	1556.92500000	0.12246496
1557.12500000	0.30773549	1557.37750000	0.06537873
1557.63000000	0.18855553	1558.70500000	0.02055497
1559.78000000	0.02902984	1560.74500000	0.10224448
1561.71000000	0.74134558	1561.86750000	0.48479627
1562.02500000	0.19009993	1562.20000000	0.15680593
1562.37500000	0.38820969	1562.65750000	0.14564652
1562.94000000	0.09116355	1563.35500000	0.00682330
1563.77000000	0.11160671	1564.72000000	0.01245023
1565.67000000	0.02621684	1566.72000000	0.00906059
1567.77000000	0.09490012	1568.18750000	0.02215638
1568.60500000	0.16168232	1569.00750000	0.02730725
1569.41000000	0.08233192	1569.93250000	0.00170001
1570.45500000	0.07591917	1570.96000000	0.00184960
1571.46500000	0.06917584	1571.80500000	0.06759014
1572.14500000	0.23508396	1572.52250000	0.05208269
1572.90000000	0.09314039	1573.37250000	0.00335748
1573.84500000	0.10459341	1574.40750000	0.01171030
1574.97000000	0.05703845	1576.00500000	0.00402609
1577.04000000	0.02695488	1578.32750000	0.00005600
1579.61500000	0.02643432	1582.31500000	0.00094807
1585.01500000	0.00795394	1587.12500000	0.03128162
1589.23500000	0.48446938	1589.45000000	0.19464818
1589.66500000	0.18233917	1589.86750000	0.55929742
1590.07000000	1.00000000	1590.16500000	1.00000000
1590.26000000	0.31415029	1590.37250000	0.34777239
1590.48500000	0.59660771	1590.62000000	0.33545014
1590.75500000	0.26966843	1590.96500000	0.04909514
1591.17500000	0.19523584	1591.48500000	0.03197532
1591.79500000	0.12367392	1592.18250000	0.00589284
1592.57000000	0.10718845	1592.98750000	0.00025640
1593.40500000	0.10641562	1593.84000000	0.00052992
1594.27500000	0.10807981	1594.73750000	0.00012677
1595.20000000	0.10765653	1595.67500000	0.00006299
1596.15000000	0.10787255	1597.16000000	0.00947110
1598.17000000	0.03881246	1599.18750000	0.00724321
1600.20500000	0.09201974	1600.59750000	0.00166319
1600.99000000	0.09673262	1601.31750000	0.01270476
1601.64500000	0.12677146	1601.96750000	0.01512602
1602.29000000	0.16198907	1602.80750000	0.02655165
1603.32500000	0.06279007	1603.76000000	0.07555085
1604.19500000	0.30005524	1604.52250000	0.09403250
1604.85000000	0.07772700	1606.12500000	0.00589417
1607.40000000	0.02347222	1608.67750000	0.01903677
1609.95500000	0.19904598	1610.83750000	0.01856036
1611.72000000	0.08079452	1612.52000000	0.01904040
1613.32000000	0.19076384	1613.64750000	0.02344029
1613.97500000	0.13534217	1614.23500000	0.00636567
1614.49500000	0.14729092	1614.86500000	0.02286731
1615.23500000	0.08620765	1615.53250000	0.24642100
1615.83000000	0.61546882	1615.92000000	0.08801647
1616.01000000	0.55827992	1616.16250000	0.27485871
1616.31500000	0.25566893	1616.68000000	0.06271416
1617.04500000	0.09041042	1617.48500000	0.01344744
1617.92500000	0.13312712	1618.35000000	0.01314533
1618.77500000	0.09279362	1619.25250000	0.00158716
1619.73000000	0.09826503	1620.19750000	0.00521599
1620.66500000	0.08066051	1621.13000000	0.00193502
1621.59500000	0.08715648	1621.96250000	0.02238452
1622.33000000	0.14654609	1622.72750000	0.02380630
1623.12500000	0.07822821	1623.71000000	0.00392414
1624.29500000	0.06165503	1624.86250000	0.00735709
1625.43000000	0.09179740	1625.89500000	0.00072261
1626.36000000	0.09422324	1626.77500000	0.00732818
1627.19000000	0.11617905	1627.58250000	0.00127296
1627.97500000	0.11257194	1628.30750000	0.01833884
1628.64000000	0.15659384	1628.99000000	0.01933493
1629.34000000	0.10773806	1629.84750000	0.00586926
1630.35500000	0.08623377	1630.82500000	0.01527166
1631.29500000	0.13805283	1631.56250000	0.07074283
1631.83000000	0.27467198	1632.10000000	0.07476276
1632.37000000	0.12894013	1632.74500000	0.00812607
1633.12000000	0.10694042	1633.53000000	0.00716312
1633.94000000	0.08573771	1634.35250000	0.00151203
1634.76500000	0.09024060	1635.15000000	0.00020098
1635.53500000	0.08968198	1635.98250000	0.00580715
1636.43000000	0.07092073	1636.86500000	0.01409917
1637.30000000	0.11519874	1637.58500000	0.10662730
1637.87000000	0.33458964	1638.07500000	0.10024715
1638.28000000	0.18622471	1638.59750000	0.03950953
1638.91500000	0.09566168	1639.32250000	0.00049403
1639.73000000	0.09711509	1640.03250000	0.03261765
1640.33500000	0.16834844	1640.75000000	0.03527740
1641.16500000	0.06265451	1641.67250000	0.00901609
1642.18000000	0.09568839	1642.64750000	0.00680501
1643.11500000	0.07272078	1643.57500000	0.00788776
1644.03500000	0.09891569	1644.42000000	0.00095357
1644.80500000	0.09626525	1645.22750000	0.00535989
1645.65000000	0.07991639	1646.06250000	0.01798841
1646.47500000	0.13348644	1646.86500000	0.00986224
1647.25500000	0.10571838	1647.57750000	0.02745397
1647.90000000	0.16963890	1648.11000000	0.02029587
1648.32000000	0.20040924	1648.64250000	0.04922068
1648.96500000	0.08580975	1649.39750000	0.00358953
1649.83000000	0.09701779	1650.13500000	0.04992614
1650.44000000	0.20695208	1650.93250000	0.04523749
1651.42500000	0.04610616	1652.03250000	0.01035522
1652.64000000	0.09152237	1652.95000000	0.04886789
1653.26000000	0.20089047	1653.89000000	0.03614719
1654.52000000	0.03648340	1655.16250000	0.03046424
1655.80500000	0.17779205	1656.08000000	0.02608625
1656.35500000	0.12600161	1656.67750000	0.00122320
1657.00000000	0.12315364	1657.32750000	0.00400123
1657.65500000	0.11369323	1657.91750000	0.06989111
1658.18000000	0.24614464	1658.45000000	0.06661895
1658.72000000	0.11628717	1659.14250000	0.00868611
1659.56500000	0.08979256	1660.05500000	0.00018427
1660.54500000	0.09044442	1661.02000000	0.00407417
1661.49500000	0.07647308	1661.95250000	0.00617122
1662.41000000	0.05609012	1662.71250000	0.05971130
1663.01500000	0.18649302	1663.13250000	0.29057347
1663.25000000	0.43298294	1663.38000000	0.12840530
1663.51000000	0.31247056	1664.07250000	0.06556379
1664.63500000	0.04621913	1665.22000000	0.01698670
1665.80500000	0.11796059	1665.97750000	0.09337950
1666.15000000	0.23425155	1666.25000000	0.53416774
1666.35000000	0.61989238	1666.43750000	0.22893492
1666.52500000	0.47527335	1666.94750000	0.14250900
1667.37000000	0.04058867	1668.10500000	0.00114859
1668.84000000	0.04668346	1669.30250000	0.04033858
1669.76500000	0.18137418	1670.13250000	0.04455877
1670.50000000	0.06315282	1670.98000000	0.00469930
1671.46000000	0.07943752	1672.51500000	0.00789283
1673.57000000	0.01932146	1674.63750000	0.01035227
1675.70500000	0.09910415	1676.20750000	0.00840642
1676.71000000	0.06860747	1677.20250000	0.00397080
1677.69500000	0.08272599	1678.13000000	0.00135838
1678.56500000	0.07846003	1678.92000000	0.02896422
1679.27500000	0.15269278	1679.69250000	0.02988731
1680.11000000	0.06260856	1680.66250000	0.00037435
1681.21500000	0.06111535	1682.21250000	0.00449080
1683.21000000	0.02877523	1684.20500000	0.00288754
1685.20000000	0.04951749	1685.64500000	0.01710917
1686.09000000	0.10448350	1686.41750000	0.01383620
1686.74500000	0.13719749	1687.12250000	0.02036447
1687.50000000	0.08169719	1687.98750000	0.00309057
1688.47500000	0.07081995	1689.01000000	0.00227060
1689.54500000	0.07958995	1690.07250000	0.00144372
1690.60000000	0.07409188	1690.99250000	0.02678324
1691.38500000	0.14998601	1691.70750000	0.02203497
1692.03000000	0.09868246	1692.47000000	0.00602960
1692.91000000	0.07952903	1693.51250000	0.00507649
1694.11500000	0.05744767	1694.52250000	0.10019512
1694.93000000	0.35221512	1695.21250000	0.13089557
1695.49500000	0.08525356	1696.02250000	0.00525824
1696.55000000	0.06522875	1697.06250000	0.00961007
1697.57500000	0.10078581	1697.85750000	0.07249403
1698.14000000	0.24863741	1698.50750000	0.06701927
1698.87500000	0.07082485	1699.30000000	0.01968942
1699.72500000	0.13123739	1700.55500000	0.01763711
1701.38500000	0.02555299	1702.43750000	0.00284435
1703.49000000	0.04716579	1704.05500000	0.01187647
1704.62000000	0.09560991	1706.36750000	0.00652148
1708.11500000	0.01333482	1710.18500000	0.00108919
1712.25500000	0.02961194	1712.98250000	0.01443836
1713.71000000	0.10544458	1714.06500000	0.00565939
1714.42000000	0.11994911	1714.76250000	0.00727596
1715.10500000	0.10195806	1715.45000000	0.00753211
1715.79500000	0.12071843	1716.13000000	0.00065513
1716.46500000	0.11913398	1716.67250000	0.33562118
1716.88000000	0.62190798	1717.08000000	0.30563195
1717.28000000	0.18060781	1717.56500000	0.02444383
1717.85000000	0.13031344	1718.11000000	0.00460329
1718.37000000	0.12167277	1718.75250000	0.01940740
1719.13500000	0.06808025	1719.51500000	0.01945712
1719.89500000	0.12145888	1720.71750000	0.01633417
1721.54000000	0.02446634	1722.30250000	0.03399398
1723.06500000	0.21159801	1723.32000000	0.06525925
1723.57500000	0.09145800	1723.99750000	0.00290357
1724.42000000	0.08260146	1724.81750000	0.00561904
1725.21500000	0.09872665	1725.58750000	0.00128385
1725.96000000	0.09527404	1726.31250000	0.00776780
1726.66500000	0.11504204	1727.04750000	0.01751718
1727.43000000	0.06666927	1727.94500000	0.00193918
1728.46000000	0.07387918	1728.81000000	0.05319770
1729.16000000	0.20829991	1729.52500000	0.05511460
1729.89000000	0.06306707	1730.33000000	0.01267980
1730.77000000	0.10334530	1731.10000000	0.00093266
1731.43000000	0.10112331	1732.42750000	0.01035180
1733.42500000	0.02657564	1734.60000000	0.00328963
1735.77500000	0.05448116	1736.27000000	0.01973673
1736.76500000	0.12501310	1737.02250000	0.04187388
1737.28000000	0.20285722	1737.59500000	0.05747481
1737.91000000	0.07215185	1738.39000000	0.00172974
1738.87000000	0.06615771	1739.29500000	0.04325812
1739.72000000	0.19888553	1740.12500000	0.04393914
1740.53000000	0.07041252	1740.97750000	0.00502362
1741.42500000	0.08664239	1741.77750000	0.01743760
1742.13000000	0.13101871	1742.42250000	0.01147973
1742.71500000	0.15526039	1743.04750000	0.02561355
1743.38000000	0.09377574	1744.12250000	0.01109067
1744.86500000	0.03432471	1745.62500000	0.00431510
1746.38500000	0.05800081	1746.73500000	0.02877627
1747.08500000	0.13071313	1747.28500000	0.06170068
1747.48500000	0.21980238	1747.69000000	0.08379498
1747.89500000	0.09578652	1748.13750000	0.03736552
1748.38000000	0.16120314	1748.73500000	0.03478712
1749.09000000	0.07204680	1749.42500000	0.05312535
1749.76000000	0.20053166	1749.91750000	0.12858271
1750.07500000	0.34673878	1750.21250000	0.06966225
1750.35000000	0.41589091	1750.45000000	0.37200521
1750.55000000	0.68445898	1750.80000000	0.33236639
1751.05000000	0.08458164	1751.49250000	0.00274446
1751.93500000	0.07581414	1752.29000000	0.02920281
1752.64500000	0.15065837	1752.99000000	0.02825584
1753.33500000	0.08028106	1753.64750000	0.04053764
1753.96000000	0.17173740	1754.28000000	0.04040360
1754.60000000	0.07839578	1755.14000000	0.00115783
1755.68000000	0.07388195	1756.16500000	0.01290998
1756.65000000	0.11908552	1757.07000000	0.01505515
1757.49000000	0.07343562	1757.90500000	0.01612646
1758.32000000	0.12175180	1758.79750000	0.01766935
1759.27500000	0.06084031	1759.87250000	0.00149514
1760.47000000	0.06728982	1760.97000000	0.00435932
1761.47000000	0.08302581	1761.84500000	0.01186617
1762.22000000	0.11515111	1762.53000000	0.01074050
1762.84000000	0.13918875	1763.14750000	0.01089884
1763.45500000	0.11499346	1763.77500000	0.00138802
1764.09500000	0.11820011	1764.37750000	0.02028450
1764.66000000	0.15957035	1765.02750000	0.03183535
1765.39500000	0.07510621	1765.81750000	0.01006876
1766.24000000	0.10581822	1766.50000000	0.06930181
1766.76000000	0.23590203	1766.95250000	0.04121367
1767.14500000	0.17862541	1767.51500000	0.04244830
1767.88500000	0.06523734	1768.38000000	0.00411470
1768.87500000	0.07994178	1769.34500000	0.00031739
1769.81500000	0.08101873	1770.32750000	0.00371059
1770.84000000	0.06728964	1771.34500000	0.00494602
1771.85000000	0.08532199	1772.24500000	0.01131033
1772.64000000	0.11757555	1772.87250000	0.10175643
1773.10500000	0.28837646	1773.30250000	0.09290374
1773.50000000	0.15591008	1773.80000000	0.02334347
1774.10000000	0.10535183	1774.44500000	0.00178303
1774.79000000	0.10091081	1775.08250000	0.02689075
1775.37500000	0.15769587	1775.65250000	0.01749821
1775.93000000	0.12263989	1776.22500000	0.01045695
1776.52000000	0.14491052	1776.79000000	0.00357154
1777.06000000	0.13794868	1777.33250000	0.00796634
1777.60500000	0.15362091	1777.91500000	0.01561298
1778.22500000	0.11867850	1778.51000000	0.01858223
1778.79500000	0.15691235	1779.07000000	0.01649393
1779.34500000	0.12416605	1779.77500000	0.02045630
1780.20500000	0.06066209	1780.79750000	0.00111763
1781.39000000	0.05588140	1781.83500000	0.02337104
1782.28000000	0.13096470	1782.46500000	0.13340558
1782.65000000	0.30914147	1782.79750000	0.14259771
1782.94500000	0.46098977	1783.15000000	0.17556833
1783.35500000	0.20115014	1783.75500000	0.04267788
1784.15500000	0.07790548	1784.50500000	0.13744207
1784.85500000	0.42519611	1785.19750000	0.13473845
1785.54000000	0.09203256	1785.94000000	0.01667741
1786.34000000	0.14019339	1786.74000000	0.02241685
1787.14000000	0.07545828	1787.47750000	0.08869238
1787.81500000	0.29156358	1788.21500000	0.08147965
1788.61500000	0.05626761	1789.09000000	0.02007101
1789.56500000	0.12509607	1789.90750000	0.00490738
1790.25000000	0.11296174	1790.56250000	0.02929904
1790.87500000	0.17906286	1791.30250000	0.03931669
1791.73000000	0.05771883	1792.33750000	0.00286902
1792.94500000	0.07030185	1793.44000000	0.01053894
1793.93500000	0.10796420	1794.39500000	0.01065512
1794.85500000	0.07257900	1795.24000000	0.03317747
1795.62500000	0.16479564	1796.02250000	0.03222982
1796.42000000	0.07230446	1796.92500000	0.00054540
1797.43000000	0.07031602	1797.93250000	0.00082248
1798.43500000	0.07329980	1798.92000000	0.00662400
1799.40500000	0.09649337	1799.71750000	0.05519378
1800.03000000	0.22101521	1800.39750000	0.05568060
1800.76500000	0.07328594	1801.19250000	0.01355862
1801.62000000	0.11513222	1801.95750000	0.00836428
1802.29500000	0.09475206	1802.76250000	0.00707699
1803.23000000	0.07086650	1803.61750000	0.03746358
1804.00500000	0.17567254	1804.43000000	0.03473687
1804.85500000	0.06909027	1805.63000000	0.00481687
1806.40500000	0.04213944	1807.25500000	0.00183009
1808.10500000	0.05336988	1809.45000000	0.00364298
1810.79500000	0.01799590	1811.89500000	0.01435045
1812.99500000	0.13195879	1813.26750000	0.01440157
1813.54000000	0.16029108	1813.77250000	0.01174397
1814.00500000	0.18000364	1814.56250000	0.03223200
1815.12000000	0.05027452	1815.71500000	0.02481056
1816.31000000	0.15685037	1816.69500000	0.02476582
1817.08000000	0.08801387	1817.73500000	0.00978659
1818.39000000	0.04173549	NAN	NAN
1365.93000000	0.05106477	1366.10250000	0.02418697
1366.27500000	0.10596241	1366.45500000	0.02093752
1366.63500000	0.05637391	1366.75000000	0.00483130
1366.86500000	0.06368438	1367.64250000	0.00551862
1368.42000000	0.00722784	1369.24000000	0.02926234
1370.06000000	0.32295075	1370.40250000	0.06186613
1370.74500000	0.04414821	1371.12500000	0.03206559
1371.50500000	0.20447499	1371.68000000	0.02891467
1371.85500000	0.27105433	1371.96750000	0.06344083
1372.08000000	0.17714590	1372.26750000	0.05100940
1372.45500000	0.05130128	1372.60500000	0.04449843
1372.75500000	0.13912648	1372.85250000	0.01926078
1372.95000000	0.11441711	1373.12500000	0.04843615
1373.30000000	0.00288732	1373.57750000	0.00664201
1373.85500000	0.02713920	1374.06750000	0.08830134
1374.28000000	0.27403256	1374.38000000	0.07782997
1374.48000000	0.17162547	1374.54750000	0.38667283
1374.61500000	0.51504946	1374.73750000	0.24287654
1374.86000000	0.12357372	1375.07750000	0.02441415
1375.29500000	0.05370481	1375.58750000	0.00031820
1375.88000000	0.05492946	1376.08000000	0.02051706
1376.28000000	0.00093759	1376.42250000	0.00079728
1376.56500000	0.00243248	1376.71000000	0.11490681
1376.85500000	0.22166095	1377.05250000	0.07156707
1377.25000000	0.03568210	1378.66750000	0.00139461
1380.08500000	0.00967106	1381.44750000	0.00000814
1382.81000000	0.00981693	1382.98250000	0.06372497
1383.15500000	0.15445476	1383.47250000	0.00830619
1383.79000000	0.18915471	1384.22000000	0.02598459
1384.65000000	0.04213772	1384.95250000	0.00460337
1385.25500000	0.02381522	1385.41250000	0.03646524
1385.57000000	0.09938407	1385.66500000	0.07946541
1385.76000000	0.00005304	1385.87250000	0.02814060
1385.98500000	0.04170822	1386.13250000	0.00480018
1386.28000000	0.03239215	1386.41250000	0.09603539
1386.54500000	0.19982103	1386.64000000	0.06983050
1386.73500000	0.28710851	1386.85000000	0.00617159
1386.96500000	0.29644703	1387.43000000	0.04358354
1387.89500000	0.02978655	1388.71000000	0.00593191
1389.52500000	0.09339796	1390.22250000	0.00887959
1390.92000000	0.01190494	1391.38750000	0.01734431
1391.85500000	0.11859447	1392.09250000	0.02486211
1392.33000000	0.19628798	1392.47500000	0.00191827
1392.62000000	0.19262815	1393.43000000	0.01631669
1394.24000000	0.01872792	1395.02750000	0.00151760
1395.81500000	0.00300291	1395.91750000	0.73924234
1396.02000000	1.00000000	1396.09750000	0.83518192
1396.17500000	0.14834053	1396.27250000	0.38789726
1396.37000000	0.64596821	1396.55250000	0.02283912
1396.73500000	0.59112467	1397.19500000	0.09585401
1397.65500000	0.01095996	1398.23000000	0.00100017
1398.80500000	0.01852697	1399.30750000	0.00269496
1399.81000000	0.00070843	1400.55000000	0.00217486
1401.29000000	0.02188453	1401.99500000	0.01024352
1402.70000000	0.11690593	1402.98500000	0.09764002
1403.27000000	0.48305329	1403.35750000	0.41848990
1403.44500000	0.00124282	1403.52750000	0.02925980
1403.61000000	0.03300486	1403.68250000	0.01613445
1403.75500000	0.01761356	1403.82500000	0.25389694
