D1.DIPDIR d	D1.DIP d	D2.DIPDIR d	D2.DIP d	T1.X d	T1.Y d	T1.Z d	T2.X d	T2.Y d	T2.Z d	ANG d
195.65593638	0.00000000	228.88960197	0.00000000	-0.26986000	-0.96289957	0.00000000	-0.75344408	-0.65751199	0.00000000	33.23366559
195.65593638	0.00000000	108.36643396	0.00000000	-0.26986000	-0.96289957	0.00000000	0.94906077	-0.31509310	0.00000000	87.28950242
195.65593638	0.00000000	219.09261660	0.00000000	-0.26986000	-0.96289957	0.00000000	-0.63057580	-0.77612767	0.00000000	23.43668022
195.65593638	0.00000000	231.77775604	0.00000000	-0.26986000	-0.96289957	0.00000000	-0.78561675	-0.61871344	0.00000000	36.12181966
195.65593638	0.00000000	217.29389481	0.00000000	-0.26986000	-0.96289957	0.00000000	-0.60590363	-0.79553805	0.00000000	21.63795842
195.65593638	0.00000000	148.83000478	0.00000000	-0.26986000	-0.96289957	0.00000000	0.51757900	-0.85563542	0.00000000	46.82593161
195.65593638	0.00000000	203.51597288	0.00000000	-0.26986000	-0.96289957	0.00000000	-0.39900471	-0.91694888	0.00000000	7.86003650
195.65593638	0.00000000	219.42062280	0.00000000	-0.26986000	-0.96289957	0.00000000	-0.63500861	-0.77250506	0.00000000	23.76468642
195.65593638	0.00000000	226.27090322	0.00000000	-0.26986000	-0.96289957	0.00000000	-0.72261620	-0.69124947	0.00000000	30.61496684
195.65593638	0.00000000	219.87784414	0.00000000	-0.26986000	-0.96289957	0.00000000	-0.64115293	-0.76741314	0.00000000	24.22190776
195.65593638	0.00000000	157.37638287	0.00000000	-0.26986000	-0.96289957	0.00000000	0.38467583	-0.92305173	0.00000000	38.27955352
195.65593638	0.00000000	65.50827613	0.00000000	-0.26986000	-0.96289957	0.00000000	0.91002116	0.41456180	0.00000000	130.14766026
195.65593638	0.00000000	180.18353606	0.00000000	-0.26986000	-0.96289957	0.00000000	-0.00320330	-0.99999487	0.00000000	15.47240032
195.65593638	0.00000000	170.85742620	0.00000000	-0.26986000	-0.96289957	0.00000000	0.15889172	-0.98729601	0.00000000	24.79851019
195.65593638	0.00000000	168.37636761	0.00000000	-0.26986000	-0.96289957	0.00000000	0.20148194	-0.97949223	0.00000000	27.27956878
195.65593638	0.00000000	197.33259330	0.00000000	-0.26986000	-0.96289957	0.00000000	-0.29791795	-0.95459148	0.00000000	1.67665692
195.65593638	0.00000000	73.24088697	0.00000000	-0.26986000	-0.96289957	0.00000000	0.95752551	0.28834857	0.00000000	122.41504942
195.65593638	0.00000000	148.37985874	0.00000000	-0.26986000	-0.96289957	0.00000000	0.52428528	-0.85154268	0.00000000	47.27607765
195.65593638	0.00000000	227.72206694	0.00000000	-0.26986000	-0.96289957	0.00000000	-0.73989024	-0.67272760	0.00000000	32.06613056
195.65593638	0.00000000	248.05515972	0.00000000	-0.26986000	-0.96289957	0.00000000	-0.92754407	-0.37371380	0.00000000	52.39922333
195.65593638	0.00000000	245.11287489	0.00000000	-0.26986000	-0.96289957	0.00000000	-0.90713860	-0.42083198	0.00000000	49.45693851
195.65593638	0.00000000	80.02939346	0.00000000	-0.26986000	-0.96289957	0.00000000	0.98489671	0.17314294	0.00000000	115.62654293
195.65593638	0.00000000	36.14264920	0.00000000	-0.26986000	-0.96289957	0.00000000	0.58979764	0.80755108	0.00000000	159.51328718
195.65593638	0.00000000	335.69272845	0.00000000	-0.26986000	-0.96289957	0.00000000	-0.41163002	0.91135104	0.00000000	140.03679206
195.65593638	0.00000000	231.63783483	0.00000000	-0.26986000	-0.96289957	0.00000000	-0.78410346	-0.62063014	0.00000000	35.98189845
195.65593638	0.00000000	328.64081681	0.00000000	-0.26986000	-0.96289957	0.00000000	-0.52040144	0.85392174	0.00000000	132.98488043
195.65593638	0.00000000	249.64371189	0.00000000	-0.26986000	-0.96289957	0.00000000	-0.93754765	-0.34785688	0.00000000	53.98777550
195.65593638	0.00000000	26.87418668	0.00000000	-0.26986000	-0.96289957	0.00000000	0.45203288	0.89200127	0.00000000	168.78174970
195.65593638	0.00000000	221.32692794	0.00000000	-0.26986000	-0.96289957	0.00000000	-0.66035467	-0.75095386	0.00000000	25.67099155
195.65593638	0.00000000	225.17111452	0.00000000	-0.26986000	-0.96289957	0.00000000	-0.70921541	-0.70499185	0.00000000	29.51517814
195.65593638	0.00000000	197.19217790	0.00000000	-0.26986000	-0.96289957	0.00000000	-0.29557763	-0.95531872	0.00000000	1.53624152
195.65593638	0.00000000	150.51241264	0.00000000	-0.26986000	-0.96289957	0.00000000	0.49223499	-0.87046235	0.00000000	45.14352374
195.65593638	0.00000000	46.37123366	0.00000000	-0.26986000	-0.96289957	0.00000000	0.72382553	0.68998304	0.00000000	149.28470272
195.65593638	0.00000000	215.04305938	0.00000000	-0.26986000	-0.96289957	0.00000000	-0.57419189	-0.81872075	0.00000000	19.38712299
195.65593638	0.00000000	210.34598902	0.00000000	-0.26986000	-0.96289957	0.00000000	-0.50522047	-0.86299031	0.00000000	14.69005263
