ID s	D1.DIPDIR d	D1.DIP d	D2.DIPDIR d	D2.DIP d	T1.X d	T1.Y d	T1.Z d	T2.X d	T2.Y d	T2.Z d	ANG d	MSFT d
W_TST_0617	256.52726343	43.78672537	256.52726343	76.23310773	-0.70205396	-0.16819497	-0.69197593	-0.23142347	-0.05544341	-0.97127195	32.44638236	1052.76772834
W_TST_0618	256.52726343	43.78672537	256.52726343	69.66783095	-0.70205396	-0.16819497	-0.69197593	-0.33790033	-0.08095266	-0.93769400	25.88110559	669.83162635
W_TST_0619	256.52726343	43.78672537	256.52726343	71.01888528	-0.70205396	-0.16819497	-0.69197593	-0.31630572	-0.07577912	-0.94562583	27.23215991	741.59053357
W_TST_0620	256.52726343	43.78672537	256.52726343	52.77011325	-0.70205396	-0.16819497	-0.69197593	-0.58836506	-0.14095789	-0.79621444	8.98338788	80.70125780
W_TST_0621	256.52726343	43.78672537	256.52726343	72.16695516	-0.70205396	-0.16819497	-0.69197593	-0.29781681	-0.07134963	-0.95195293	28.38022980	805.43744331
W_TST_0622	256.52726343	43.78672537	256.52726343	77.40913994	-0.70205396	-0.16819497	-0.69197593	-0.21198874	-0.05078732	-0.97595155	33.62241457	1130.46676162
W_TST_0623	256.52726343	43.78672537	256.52726343	72.61988918	-0.70205396	-0.16819497	-0.69197593	-0.29048931	-0.06959414	-0.95434408	28.83316381	831.35133538
W_TST_0624	256.52726343	43.78672537	256.52726343	55.80464226	-0.70205396	-0.16819497	-0.69197593	-0.54655017	-0.13094006	-0.82712611	12.01791689	144.43032644
W_TST_0625	256.52726343	43.78672537	256.52726343	57.25533916	-0.70205396	-0.16819497	-0.69197593	-0.52601112	-0.12601940	-0.84108942	13.46861379	181.40355737
W_TST_0626	256.52726343	43.78672537	256.52726343	70.34808230	-0.70205396	-0.16819497	-0.69197593	-0.32705025	-0.07835324	-0.94175310	26.56135693	705.50568186
W_TST_0627	256.52726343	43.78672537	256.52726343	47.11432942	-0.70205396	-0.16819497	-0.69197593	-0.66180985	-0.15855346	-0.73271312	3.32760405	11.07294871
W_TST_0628	256.52726343	43.78672537	256.52726343	71.84266752	-0.70205396	-0.16819497	-0.69197593	-0.30305169	-0.07260378	-0.95020438	28.05594215	787.13589019
W_TST_0629	256.52726343	43.78672537	256.52726343	72.86724594	-0.70205396	-0.16819497	-0.69197593	-0.28647991	-0.06863358	-0.95562477	29.08052057	845.67667688
W_TST_0630	256.52726343	43.78672537	256.52726343	73.34595580	-0.70205396	-0.16819497	-0.69197593	-0.27870542	-0.06677100	-0.95805267	29.55923043	873.74810379
W_TST_0631	256.52726343	43.78672537	256.52726343	80.68494801	-0.70205396	-0.16819497	-0.69197593	-0.15740874	-0.03771129	-0.98681323	36.89822264	1361.47883413
W_TST_0632	256.52726343	43.78672537	256.52726343	74.26225048	-0.70205396	-0.16819497	-0.69197593	-0.26377052	-0.06319297	-0.96251325	30.47552512	928.75763110
W_TST_0633	256.52726343	43.78672537	256.52726343	82.73361426	-0.70205396	-0.16819497	-0.69197593	-0.12300197	-0.02946827	-0.99196882	38.94688889	1516.86015451
W_TST_0634	256.52726343	43.78672537	256.52726343	79.82656152	-0.70205396	-0.16819497	-0.69197593	-0.17176780	-0.04115137	-0.98427760	36.03983615	1298.86978983
W_TST_0635	256.52726343	43.78672537	256.52726343	67.76614877	-0.70205396	-0.16819497	-0.69197593	-0.36797485	-0.08815778	-0.92564719	23.97942340	575.01274651
W_TST_0636	256.52726343	43.78672537	256.52726343	75.19477616	-0.70205396	-0.16819497	-0.69197593	-0.24850184	-0.05953497	-0.96680009	31.40805079	986.46565449
W_TST_0637	256.52726343	43.78672537	256.52726343	55.27093280	-0.70205396	-0.16819497	-0.69197593	-0.55401900	-0.13272941	-0.82185513	11.48420743	131.88702028
W_TST_0638	256.52726343	43.78672537	256.52726343	88.78733848	-0.70205396	-0.16819497	-0.69197593	-0.02058096	-0.00493069	-0.99977603	45.00061311	2025.05518047
W_TST_0639	256.52726343	43.78672537	256.52726343	41.32340241	-0.70205396	-0.16819497	-0.69197593	-0.73032780	-0.17496869	-0.66030847	2.46332296	6.06795999
W_TST_0640	256.52726343	43.78672537	256.52726343	48.06656440	-0.70205396	-0.16819497	-0.69197593	-0.64987669	-0.15569457	-0.74392170	4.27983903	18.31702216
W_TST_0641	256.52726343	43.78672537	256.52726343	88.83837831	-0.70205396	-0.16819497	-0.69197593	-0.01971485	-0.00472320	-0.99979449	45.05165295	2029.65143324
W_TST_0642	256.52726343	43.78672537	256.52726343	61.09744067	-0.70205396	-0.16819497	-0.69197593	-0.47002091	-0.11260552	-0.87544294	17.31071530	299.66086432
W_TST_0643	256.52726343	43.78672537	256.52726343	56.72158415	-0.70205396	-0.16819497	-0.69197593	-0.53360797	-0.12783942	-0.83601413	12.93485878	167.31057167
W_TST_0644	256.52726343	43.78672537	256.52726343	67.15969455	-0.70205396	-0.16819497	-0.69197593	-0.37748206	-0.09043547	-0.92159032	23.37296918	546.29568838
W_TST_0645	256.52726343	43.78672537	256.52726343	81.88792241	-0.70205396	-0.16819497	-0.69197593	-0.13722670	-0.03287616	-0.98999393	38.10119705	1451.70121628
W_TST_0646	256.52726343	43.78672537	256.52726343	50.46656596	-0.70205396	-0.16819497	-0.69197593	-0.61901169	-0.14830007	-0.77125328	6.67984059	44.62027034
W_TST_0647	256.52726343	43.78672537	256.52726343	87.87984589	-0.70205396	-0.16819497	-0.69197593	-0.03597715	-0.00861925	-0.99931544	44.09312052	1944.20327735
W_TST_0648	256.52726343	43.78672537	256.52726343	51.28573044	-0.70205396	-0.16819497	-0.69197593	-0.60822554	-0.14571597	-0.78027467	7.49900507	56.23507705
W_TST_0649	256.52726343	43.78672537	256.52726343	77.29969364	-0.70205396	-0.16819497	-0.69197593	-0.21380131	-0.05122157	-0.97553337	33.51296827	1123.11904244
W_TST_0650	256.52726343	43.78672537	256.52726343	63.74757317	-0.70205396	-0.16819497	-0.69197593	-0.43015424	-0.10305444	-0.89685401	19.96084780	398.43544499
W_TST_0651	256.52726343	43.78672537	256.52726343	66.29758994	-0.70205396	-0.16819497	-0.69197593	-0.39092399	-0.09365583	-0.91564569	22.51086457	506.73902373
W_TST_0652	256.52726343	43.78672537	256.52726343	76.76045602	-0.70205396	-0.16819497	-0.69197593	-0.22272025	-0.05335833	-0.97342107	32.97373065	1087.26691316
