ID s	D1.DIPDIR d	D1.DIP d	D2.DIPDIR d	D2.DIP d	T1.X d	T1.Y d	T1.Z d	T2.X d	T2.Y d	T2.Z d	ANG d
W_TST_1072	191.65446063	11.75986894	191.65446063	52.80000000	-0.19776884	-0.95882679	-0.20381038	-0.12213442	-0.59213451	-0.79652992	41.04013106
W_TST_1071	191.65446063	11.75986894	191.65446063	61.73000000	-0.19776884	-0.95882679	-0.20381038	-0.09567691	-0.46386268	-0.88072546	49.97013106
W_TST_1070	191.65446063	11.75986894	191.65446063	37.51000000	-0.19776884	-0.95882679	-0.20381038	-0.16024300	-0.77689324	-0.60889989	25.75013106
W_TST_1069	191.65446063	11.75986894	191.65446063	13.57000000	-0.19776884	-0.95882679	-0.20381038	-0.19636965	-0.95204319	-0.23463316	1.81013106
W_TST_1068	191.65446063	11.75986894	191.65446063	17.88000000	-0.19776884	-0.95882679	-0.20381038	-0.19225223	-0.93208105	-0.30702443	6.12013106
W_TST_1067	191.65446063	11.75986894	191.65446063	7.29000000	-0.19776884	-0.95882679	-0.20381038	-0.20037602	-0.97146693	-0.12689149	4.46986894
W_TST_1066	191.65446063	11.75986894	191.65446063	0.62000000	-0.19776884	-0.95882679	-0.20381038	-0.20199711	-0.97932634	-0.01082083	11.13986894
W_TST_1065	191.65446063	11.75986894	191.65446063	15.00000000	-0.19776884	-0.95882679	-0.20381038	-0.19512565	-0.94601199	-0.25881905	3.24013106
W_TST_1064	191.65446063	11.75986894	191.65446063	7.53000000	-0.19776884	-0.95882679	-0.20381038	-0.20026689	-0.97093785	-0.13104529	4.22986894
W_TST_1063	191.65446063	11.75986894	191.65446063	39.43000000	-0.19776884	-0.95882679	-0.20381038	-0.15603193	-0.75647705	-0.63513503	27.67013106
W_TST_1062	191.65446063	11.75986894	191.65446063	55.14000000	-0.19776884	-0.95882679	-0.20381038	-0.11546288	-0.55978942	-0.82055111	43.38013106
W_TST_1061	191.65446063	11.75986894	191.65446063	63.12000000	-0.19776884	-0.95882679	-0.20381038	-0.09133296	-0.44280226	-0.89195540	51.36013106
W_TST_1060	191.65446063	11.75986894	191.65446063	18.04000000	-0.19776884	-0.95882679	-0.20381038	-0.19207829	-0.93123772	-0.30968088	6.28013106
W_TST_1059	191.65446063	11.75986894	191.65446063	45.49000000	-0.19776884	-0.95882679	-0.20381038	-0.14161508	-0.68658100	-0.71312811	33.73013106
W_TST_1058	191.65446063	11.75986894	191.65446063	38.65000000	-0.19776884	-0.95882679	-0.20381038	-0.15776408	-0.76487489	-0.62456136	26.89013106
W_TST_1057	191.65446063	11.75986894	191.65446063	60.14000000	-0.19776884	-0.95882679	-0.20381038	-0.10057669	-0.48761791	-0.86724455	48.38013106
W_TST_1056	191.65446063	11.75986894	191.65446063	46.87000000	-0.19776884	-0.95882679	-0.20381038	-0.13810462	-0.66956152	-0.72980442	35.11013106
W_TST_1055	191.65446063	11.75986894	191.65446063	60.33000000	-0.19776884	-0.95882679	-0.20381038	-0.09999519	-0.48479863	-0.86889082	48.57013106
W_TST_1054	191.65446063	11.75986894	191.65446063	59.57000000	-0.19776884	-0.95882679	-0.20381038	-0.10231456	-0.49604344	-0.86224859	47.81013106
W_TST_1053	191.65446063	11.75986894	191.65446063	25.35000000	-0.19776884	-0.95882679	-0.20381038	-0.18255734	-0.88507811	-0.42814666	13.59013106
W_TST_1052	191.65446063	11.75986894	191.65446063	33.03000000	-0.19776884	-0.95882679	-0.20381038	-0.16936132	-0.82110086	-0.54507809	21.27013106
W_TST_1051	191.65446063	11.75986894	191.65446063	37.11000000	-0.19776884	-0.95882679	-0.20381038	-0.16109781	-0.78103756	-0.60334718	25.35013106
W_TST_1050	191.65446063	11.75986894	191.65446063	37.11000000	-0.19776884	-0.95882679	-0.20381038	-0.16109781	-0.78103756	-0.60334718	25.35013106
W_TST_1049	191.65446063	11.75986894	191.65446063	37.51000000	-0.19776884	-0.95882679	-0.20381038	-0.16024300	-0.77689324	-0.60889989	25.75013106
W_TST_1048	191.65446063	11.75986894	191.65446063	19.20000000	-0.19776884	-0.95882679	-0.20381038	-0.19077246	-0.92490680	-0.32886665	7.44013106
W_TST_1047	191.65446063	11.75986894	191.65446063	51.32000000	-0.19776884	-0.95882679	-0.20381038	-0.12624956	-0.61208561	-0.78064861	39.56013106
W_TST_1046	191.65446063	11.75986894	191.65446063	33.61000000	-0.19776884	-0.95882679	-0.20381038	-0.16823802	-0.81565486	-0.55353691	21.85013106
W_TST_1045	191.65446063	11.75986894	191.65446063	19.19000000	-0.19776884	-0.95882679	-0.20381038	-0.19078406	-0.92496300	-0.32870182	7.43013106
W_TST_1044	191.65446063	11.75986894	191.65446063	31.04000000	-0.19776884	-0.95882679	-0.20381038	-0.17308277	-0.83914331	-0.51563637	19.28013106
