D1.DIPDIR d	D1.DIP d	D2.DIPDIR d	D2.DIP d	T1.X d	T1.Y d	T1.Z d	T2.X d	T2.Y d	T2.Z d	ANG d
124.18118967	0.00000000	164.56000000	0.00000000	0.82726506	-0.56181182	0.00000000	0.26622912	-0.96390978	0.00000000	40.37881033
124.18118967	0.00000000	154.40000000	0.00000000	0.82726506	-0.56181182	0.00000000	0.43208575	-0.90183253	0.00000000	30.21881033
124.18118967	0.00000000	19.11000000	0.00000000	0.82726506	-0.56181182	0.00000000	0.32738282	0.94489179	0.00000000	105.07118967
124.18118967	0.00000000	75.43000000	0.00000000	0.82726506	-0.56181182	0.00000000	0.96784102	0.25156263	0.00000000	48.75118967
124.18118967	0.00000000	79.49000000	0.00000000	0.82726506	-0.56181182	0.00000000	0.98322309	0.18240713	0.00000000	44.69118967
124.18118967	0.00000000	60.91000000	0.00000000	0.82726506	-0.56181182	0.00000000	0.87385709	0.48618287	0.00000000	63.27118967
124.18118967	0.00000000	273.14000000	0.00000000	0.82726506	-0.56181182	0.00000000	-0.99849867	0.05477591	0.00000000	148.95881033
124.18118967	0.00000000	294.04000000	0.00000000	0.82726506	-0.56181182	0.00000000	-0.91326128	0.40737432	0.00000000	169.85881033
124.18118967	0.00000000	57.14000000	0.00000000	0.82726506	-0.56181182	0.00000000	0.83999887	0.54258815	0.00000000	67.04118967
124.18118967	0.00000000	266.46000000	0.00000000	0.82726506	-0.56181182	0.00000000	-0.99809194	-0.06174535	0.00000000	142.27881033
124.18118967	0.00000000	84.43000000	0.00000000	0.82726506	-0.56181182	0.00000000	0.99527836	0.09706179	0.00000000	39.75118967
124.18118967	0.00000000	127.69000000	0.00000000	0.82726506	-0.56181182	0.00000000	0.79133025	-0.61138894	0.00000000	3.50881033
124.18118967	0.00000000	78.62000000	0.00000000	0.82726506	-0.56181182	0.00000000	0.98034011	0.19731515	0.00000000	45.56118967
124.18118967	0.00000000	148.01000000	0.00000000	0.82726506	-0.56181182	0.00000000	0.52977124	-0.84814057	0.00000000	23.82881033
124.18118967	0.00000000	131.75000000	0.00000000	0.82726506	-0.56181182	0.00000000	0.74605738	-0.66588167	0.00000000	7.56881033
124.18118967	0.00000000	205.20000000	0.00000000	0.82726506	-0.56181182	0.00000000	-0.42577929	-0.90482705	0.00000000	81.01881033
124.18118967	0.00000000	233.07000000	0.00000000	0.82726506	-0.56181182	0.00000000	-0.79937017	-0.60083886	0.00000000	108.88881033
124.18118967	0.00000000	271.11000000	0.00000000	0.82726506	-0.56181182	0.00000000	-0.99981235	0.01937194	0.00000000	146.92881033
