ID s	INT d	DIP d	FREQ d	FREQ_NRM d	FREQ_MAX d
W_TST_0577	2.12000000	60.51222958	0.26674106	0.02554852	10.44056723
W_TST_0576	2.00000000	80.38320865	0.08471940	0.00811444	10.44056723
W_TST_0575	3.30000000	82.86842250	0.03791403	0.00363141	10.44056723
W_TST_0574	0.49000000	66.25841369	0.89762299	0.08597454	10.44056723
W_TST_0572	1.77000000	81.37289023	0.08571740	0.00821003	10.44056723
W_TST_0571	7.93000000	30.98368483	0.21000674	0.02011450	10.44056723
W_TST_0570	3.60000000	84.89721413	0.02480462	0.00237579	10.44056723
W_TST_0569	5.23000000	75.93490046	0.04790348	0.00458821	10.44056723
W_TST_0568	0.46000000	49.67994418	1.84492096	0.17670697	10.44056723
W_TST_0567	3.17000000	85.65077548	0.02399193	0.00229795	10.44056723
W_TST_0566	0.35000000	69.98980665	1.04049064	0.09965844	10.44056723
W_TST_0563	2.20000000	63.21319818	0.22947602	0.02197927	10.44056723
W_TST_0561	6.31000000	75.30218892	0.04156961	0.00398155	10.44056723
W_TST_0560	1.02000000	58.20840022	0.60766992	0.05820277	10.44056723
W_TST_0559	0.82000000	52.80861070	0.92537130	0.08863228	10.44056723
W_TST_0558	2.43000000	86.88242968	0.02241384	0.00214680	10.44056723
W_TST_0557	2.39000000	56.74908469	0.27433120	0.02627551	10.44056723
W_TST_0556	2.11000000	81.36304565	0.07198842	0.00689507	10.44056723
W_TST_0555	0.77000000	73.44663229	0.38600902	0.03697204	10.44056723
W_TST_0554	1.12000000	61.77868090	0.47917362	0.04589536	10.44056723
W_TST_0553	0.63000000	75.54636776	0.40913392	0.03918694	10.44056723
W_TST_0552	0.94000000	75.24351198	0.28021183	0.02683876	10.44056723
W_TST_0551	0.65000000	38.20867312	1.95442704	0.18719548	10.44056723
W_TST_0550	0.67000000	52.89264752	1.12909821	0.10814529	10.44056723
W_TST_0549	2.75000000	51.02708313	0.29418243	0.02817686	10.44056723
W_TST_0548	0.70000000	86.16346690	0.09580056	0.00917580	10.44056723
W_TST_0547	0.49000000	81.32875606	0.31124062	0.02981070	10.44056723
W_TST_0546	4.35000000	82.81969653	0.02896095	0.00277389	10.44056723
W_TST_0545	6.38000000	85.93883730	0.01112846	0.00106589	10.44056723
W_TST_0544	1.58000000	73.12689876	0.19196867	0.01838680	10.44056723
W_TST_0543	1.79000000	86.07972046	0.03828422	0.00366687	10.44056723
W_TST_0542	1.09000000	63.55179672	0.45637924	0.04371211	10.44056723
W_TST_0541	0.23000000	69.20870024	1.65082877	0.15811677	10.44056723
W_TST_0540	0.35000000	48.86207779	2.49577664	0.23904608	10.44056723
W_TST_0539	3.89000000	81.48187339	0.03850243	0.00368777	10.44056723
W_TST_0538	0.45000000	54.26337102	1.59898386	0.15315105	10.44056723
W_TST_0537	0.18000000	63.50999352	2.76868805	0.26518560	10.44056723
W_TST_0535	0.23000000	50.00896758	3.64709980	0.34932008	10.44056723
W_TST_0534	0.62000000	49.96004592	1.35530426	0.12981136	10.44056723
W_TST_0533	0.33000000	50.50272148	2.49774731	0.23923483	10.44056723
W_TST_0532	0.34000000	38.99591913	3.63257945	0.34792932	10.44056723
W_TST_0531	2.65000000	66.69954571	0.16251979	0.01556618	10.44056723
W_TST_0530	2.28000000	71.15673279	0.14968011	0.01433640	10.44056723
W_TST_0529	0.13000000	82.28174909	1.04253600	0.09985434	10.44056723
W_TST_0528	0.33000000	86.73337183	0.17295537	0.01656571	10.44056723
W_TST_0527	0.72000000	75.87362778	0.34954447	0.03347945	10.44056723
W_TST_0526	0.22000000	62.64496437	2.35161607	0.22523834	10.44056723
W_TST_0525	0.22000000	59.01471699	2.72959581	0.26144133	10.44056723
W_TST_0524	0.23000000	48.35082450	3.86685886	0.37036866	10.44056723
W_TST_0523	5.08000000	67.08800562	0.08320143	0.00796905	10.44056723
W_TST_0522	0.88000000	87.59565910	0.04771399	0.00457006	10.44056723
W_TST_0520	0.31000000	52.32025609	2.49136537	0.23862356	10.44056723
W_TST_0519	3.07000000	56.79215846	0.21321731	0.02042200	10.44056723
W_TST_0518	0.42000000	63.36457183	1.19413412	0.11437445	10.44056723
W_TST_0517	0.21000000	80.64552162	0.78444170	0.07513401	10.44056723
W_TST_0516	0.30000000	63.71078115	1.64665559	0.15771706	10.44056723
W_TST_0515	0.55000000	79.67517570	0.33123347	0.03172562	10.44056723
W_TST_0514	0.34000000	81.51384177	0.43883538	0.04203176	10.44056723
W_TST_0510	0.27000000	57.22758881	2.38435087	0.22837369	10.44056723
W_TST_0509	0.84000000	60.09197373	0.68477610	0.06558802	10.44056723
W_TST_0503	0.25000000	56.04516393	2.69344896	0.25797918	10.44056723
W_TST_0500	0.20000000	77.19150883	1.13675140	0.10887832	10.44056723
W_TST_0499	0.45000000	48.02429228	1.99919250	0.19148313	10.44056723
W_TST_0496	0.30000000	46.80465747	3.12969849	0.29976326	10.44056723
W_TST_0495	1.96000000	63.34625666	0.25609003	0.02452836	10.44056723
W_TST_0494	0.30000000	53.12937391	2.50006622	0.23945693	10.44056723
W_TST_0491	4.36000000	45.18231071	0.22790283	0.02182859	10.44056723
W_TST_0490	0.19000000	78.59585253	1.06163527	0.10168368	10.44056723
W_TST_0489	0.50000000	53.32439822	1.48942965	0.14265792	10.44056723
W_TST_0488	1.92000000	50.05470696	0.43618429	0.04177783	10.44056723
W_TST_0487	20.01000000	87.47643317	0.00220255	0.00021096	10.44056723
W_TST_0486	1.82000000	76.77581831	0.12911714	0.01236687	10.44056723
W_TST_0485	0.46000000	87.30285933	0.10241041	0.00980889	10.44056723
