ID s	D1.DIPDIR d	D1.DIP d	D2.DIPDIR d	D2.DIP d	T1.X d	T1.Y d	T1.Z d	T2.X d	T2.Y d	T2.Z d	ANG d	MSFT d
W_TST_0135	40.05357465	0.00000000	51.33000000	0.00000000	0.64350362	0.76544307	0.00000000	0.78075768	0.62483394	0.00000000	11.27642535	127.15776875
W_TST_0136	40.05357465	0.00000000	46.69000000	0.00000000	0.64350362	0.76544307	0.00000000	0.72765305	0.68594536	0.00000000	6.63642535	44.04214147
W_TST_0137	40.05357465	0.00000000	40.88000000	0.00000000	0.64350362	0.76544307	0.00000000	0.65447693	0.75608197	0.00000000	0.82642535	0.68297886
W_TST_0138	40.05357465	0.00000000	44.95000000	0.00000000	0.64350362	0.76544307	0.00000000	0.70648944	0.70772358	0.00000000	4.89642535	23.97498124
W_TST_0139	40.05357465	0.00000000	42.91000000	0.00000000	0.64350362	0.76544307	0.00000000	0.68084871	0.73242408	0.00000000	2.85642535	8.15916580
W_TST_0140	40.05357465	0.00000000	33.91000000	0.00000000	0.64350362	0.76544307	0.00000000	0.55788996	0.82991493	0.00000000	6.14357465	37.74350944
W_TST_0141	40.05357465	0.00000000	33.62000000	0.00000000	0.64350362	0.76544307	0.00000000	0.55368226	0.83272802	0.00000000	6.43357465	41.39088274
W_TST_0142	40.05357465	0.00000000	38.85000000	0.00000000	0.64350362	0.76544307	0.00000000	0.62728367	0.77879085	0.00000000	1.20357465	1.44859193
W_TST_0143	40.05357465	0.00000000	41.75000000	0.00000000	0.64350362	0.76544307	0.00000000	0.66588167	0.74605738	0.00000000	1.69642535	2.87785898
W_TST_0144	40.05357465	0.00000000	46.69000000	0.00000000	0.64350362	0.76544307	0.00000000	0.72765305	0.68594536	0.00000000	6.63642535	44.04214147
W_TST_0145	40.05357465	0.00000000	48.43000000	0.00000000	0.64350362	0.76544307	0.00000000	0.74814562	0.66353458	0.00000000	8.37642535	70.16450170
W_TST_0146	40.05357465	0.00000000	37.98000000	0.00000000	0.64350362	0.76544307	0.00000000	0.61538637	0.78822561	0.00000000	2.07357465	4.29971182
W_TST_0147	40.05357465	0.00000000	31.01000000	0.00000000	0.64350362	0.76544307	0.00000000	0.51518767	0.85707740	0.00000000	9.04357465	81.78624239
W_TST_0148	40.05357465	0.00000000	37.98000000	0.00000000	0.64350362	0.76544307	0.00000000	0.61538637	0.78822561	0.00000000	2.07357465	4.29971182
W_TST_0149	40.05357465	0.00000000	24.04000000	0.00000000	0.64350362	0.76544307	0.00000000	0.40737432	0.91326128	0.00000000	16.01357465	256.43457297
W_TST_0150	40.05357465	0.00000000	28.98000000	0.00000000	0.64350362	0.76544307	0.00000000	0.48450429	0.87478888	0.00000000	11.07357465	122.62405546
W_TST_0151	40.05357465	0.00000000	36.82000000	0.00000000	0.64350362	0.76544307	0.00000000	0.59930307	0.80052222	0.00000000	3.23357465	10.45600500
W_TST_0152	40.05357465	0.00000000	42.62000000	0.00000000	0.64350362	0.76544307	0.00000000	0.67713287	0.73586077	0.00000000	2.56642535	6.58653909
W_TST_0153	40.05357465	0.00000000	26.66000000	0.00000000	0.64350362	0.76544307	0.00000000	0.44869520	0.89368485	0.00000000	13.39357465	179.38784182
W_TST_0154	40.05357465	0.00000000	58.01000000	0.00000000	0.64350362	0.76544307	0.00000000	0.84814057	0.52977124	0.00000000	17.95642535	322.43321147
