CENTER.X d	CENTER.Y d	COUNT i
0.65172414	-0.28965517	72
0.72413793	-0.28965517	86
0.79655172	-0.28965517	106
0.86896552	-0.28965517	140
0.94137931	-0.28965517	213
1.01379310	-0.28965517	0
-1.01379310	-0.21724138	0
-0.94137931	-0.21724138	185
-0.86896552	-0.21724138	130
-0.79655172	-0.21724138	102
-0.72413793	-0.21724138	85
-0.65172414	-0.21724138	74
-0.57931034	-0.21724138	66
-0.50689655	-0.21724138	59
-0.43448276	-0.21724138	54
-0.36206897	-0.21724138	49
-0.28965517	-0.21724138	45
-0.21724138	-0.21724138	42
-0.14482759	-0.21724138	40
-0.07241379	-0.21724138	38
0.00000000	-0.21724138	36
0.07241379	-0.21724138	35
0.14482759	-0.21724138	36
0.21724138	-0.21724138	37
0.28965517	-0.21724138	40
0.36206897	-0.21724138	44
0.43448276	-0.21724138	48
0.50689655	-0.21724138	54
0.57931034	-0.21724138	61
0.65172414	-0.21724138	70
0.72413793	-0.21724138	82
0.79655172	-0.21724138	101
0.86896552	-0.21724138	131
0.94137931	-0.21724138	189
1.01379310	-0.21724138	0
-1.01379310	-0.14482759	0
-0.94137931	-0.14482759	140
-0.86896552	-0.14482759	100
-0.79655172	-0.14482759	86
-0.72413793	-0.14482759	76
-0.65172414	-0.14482759	68
-0.57931034	-0.14482759	61
-0.50689655	-0.14482759	56
-0.43448276	-0.14482759	52
-0.36206897	-0.14482759	48
-0.28965517	-0.14482759	44
-0.21724138	-0.14482759	41
-0.14482759	-0.14482759	38
-0.07241379	-0.14482759	36
0.00000000	-0.14482759	35
0.07241379	-0.14482759	34
0.14482759	-0.14482759	35
0.21724138	-0.14482759	37
0.28965517	-0.14482759	40
0.36206897	-0.14482759	43
0.43448276	-0.14482759	48
0.50689655	-0.14482759	53
0.57931034	-0.14482759	60
0.65172414	-0.14482759	69
0.72413793	-0.14482759	81
0.79655172	-0.14482759	98
0.86896552	-0.14482759	126
0.94137931	-0.14482759	179
1.01379310	-0.14482759	0
-1.01379310	-0.07241379	0
-0.94137931	-0.07241379	83
-0.86896552	-0.07241379	80
-0.79655172	-0.07241379	74
-0.72413793	-0.07241379	68
-0.65172414	-0.07241379	62
-0.57931034	-0.07241379	58
-0.50689655	-0.07241379	53
-0.43448276	-0.07241379	50
-0.36206897	-0.07241379	46
-0.28965517	-0.07241379	43
-0.21724138	-0.07241379	40
-0.14482759	-0.07241379	38
-0.07241379	-0.07241379	35
0.00000000	-0.07241379	33
0.07241379	-0.07241379	33
0.14482759	-0.07241379	34
0.21724138	-0.07241379	37
0.28965517	-0.07241379	40
0.36206897	-0.07241379	43
0.43448276	-0.07241379	48
0.50689655	-0.07241379	53
0.57931034	-0.07241379	60
0.65172414	-0.07241379	68
0.72413793	-0.07241379	80
0.79655172	-0.07241379	98
0.86896552	-0.07241379	126
0.94137931	-0.07241379	178
1.01379310	-0.07241379	0
-1.01379310	0.00000000	0
-0.94137931	0.00000000	67
-0.86896552	0.00000000	67
-0.79655172	0.00000000	65
-0.72413793	0.00000000	62
-0.65172414	0.00000000	58
-0.57931034	0.00000000	55
-0.50689655	0.00000000	51
-0.43448276	0.00000000	48
-0.36206897	0.00000000	45
-0.28965517	0.00000000	42
-0.21724138	0.00000000	39
-0.14482759	0.00000000	37
-0.07241379	0.00000000	35
0.00000000	0.00000000	33
0.07241379	0.00000000	32
0.14482759	0.00000000	34
0.21724138	0.00000000	37
0.28965517	0.00000000	40
0.36206897	0.00000000	44
0.43448276	0.00000000	48
0.50689655	0.00000000	53
0.57931034	0.00000000	60
0.65172414	0.00000000	69
0.72413793	0.00000000	81
0.79655172	0.00000000	99
0.86896552	0.00000000	128
0.94137931	0.00000000	184
1.01379310	0.00000000	0
-1.01379310	0.07241379	0
-0.94137931	0.07241379	59
-0.86896552	0.07241379	60
-0.79655172	0.07241379	59
-0.72413793	0.07241379	57
-0.65172414	0.07241379	55
-0.57931034	0.07241379	52
-0.50689655	0.07241379	50
-0.43448276	0.07241379	47
-0.36206897	0.07241379	44
-0.28965517	0.07241379	41
-0.21724138	0.07241379	39
-0.14482759	0.07241379	37
-0.07241379	0.07241379	34
0.00000000	0.07241379	33
0.07241379	0.07241379	33
0.14482759	0.07241379	35
0.21724138	0.07241379	37
0.28965517	0.07241379	41
0.36206897	0.07241379	44
0.43448276	0.07241379	49
0.50689655	0.07241379	54
0.57931034	0.07241379	61
0.65172414	0.07241379	71
0.72413793	0.07241379	83
0.79655172	0.07241379	102
0.86896552	0.07241379	134
0.94137931	0.07241379	198
1.01379310	0.07241379	0
-1.01379310	0.14482759	0
-0.94137931	0.14482759	55
-0.86896552	0.14482759	56
-0.79655172	0.14482759	56
-0.72413793	0.14482759	55
-0.65172414	0.14482759	53
-0.57931034	0.14482759	51
-0.50689655	0.14482759	49
-0.43448276	0.14482759	46
-0.36206897	0.14482759	43
-0.28965517	0.14482759	41
-0.21724138	0.14482759	38
-0.14482759	0.14482759	36
-0.07241379	0.14482759	35
0.00000000	0.14482759	34
0.07241379	0.14482759	35
0.14482759	0.14482759	36
0.21724138	0.14482759	38
0.28965517	0.14482759	41
0.36206897	0.14482759	45
0.43448276	0.14482759	50
0.50689655	0.14482759	56
0.57931034	0.14482759	63
0.65172414	0.14482759	73
0.72413793	0.14482759	87
0.79655172	0.14482759	108
0.86896552	0.14482759	144
0.94137931	0.14482759	223
1.01379310	0.14482759	0
-1.01379310	0.21724138	0
-0.94137931	0.21724138	53
-0.86896552	0.21724138	54
-0.79655172	0.21724138	55
-0.72413793	0.21724138	54
-0.65172414	0.21724138	53
-0.57931034	0.21724138	51
-0.50689655	0.21724138	49
-0.43448276	0.21724138	46
-0.36206897	0.21724138	43
-0.28965517	0.21724138	41
-0.21724138	0.21724138	39
-0.14482759	0.21724138	37
-0.07241379	0.21724138	36
0.00000000	0.21724138	36
0.07241379	0.21724138	36
0.14482759	0.21724138	38
0.21724138	0.21724138	40
0.28965517	0.21724138	43
0.36206897	0.21724138	47
0.43448276	0.21724138	52
0.50689655	0.21724138	58
0.57931034	0.21724138	66
0.65172414	0.21724138	77
0.72413793	0.21724138	92
0.79655172	0.21724138	116
0.86896552	0.21724138	159
0.94137931	0.21724138	268
1.01379310	0.21724138	0
-1.01379310	0.28965517	0
-0.94137931	0.28965517	53
-0.86896552	0.28965517	55
-0.79655172	0.28965517	56
-0.72413793	0.28965517	56
-0.65172414	0.28965517	55
-0.57931034	0.28965517	53
-0.50689655	0.28965517	50
-0.43448276	0.28965517	47
-0.36206897	0.28965517	44
-0.28965517	0.28965517	42
-0.21724138	0.28965517	40
-0.14482759	0.28965517	38
-0.07241379	0.28965517	37
0.00000000	0.28965517	38
0.07241379	0.28965517	38
0.14482759	0.28965517	40
0.21724138	0.28965517	41
0.28965517	0.28965517	44
0.36206897	0.28965517	49
0.43448276	0.28965517	54
0.50689655	0.28965517	61
0.57931034	0.28965517	70
0.65172414	0.28965517	82
0.72413793	0.28965517	100
0.79655172	0.28965517	128
0.86896552	0.28965517	184
0.94137931	0.28965517	359
1.01379310	0.28965517	0
-1.01379310	0.36206897	0
-0.94137931	0.36206897	0
-0.86896552	0.36206897	58
-0.79655172	0.36206897	60
-0.72413793	0.36206897	61
-0.65172414	0.36206897	59
-0.57931034	0.36206897	56
-0.50689655	0.36206897	53
-0.43448276	0.36206897	49
-0.36206897	0.36206897	46
-0.28965517	0.36206897	43
-0.21724138	0.36206897	41
-0.14482759	0.36206897	40
-0.07241379	0.36206897	40
0.00000000	0.36206897	40
0.07241379	0.36206897	41
0.14482759	0.36206897	42
0.21724138	0.36206897	44
0.28965517	0.36206897	47
0.36206897	0.36206897	51
0.43448276	0.36206897	57
0.50689655	0.36206897	65
0.57931034	0.36206897	75
0.65172414	0.36206897	89
0.72413793	0.36206897	110
0.79655172	0.36206897	147
0.86896552	0.36206897	228
0.94137931	0.36206897	0
1.01379310	0.36206897	0
-1.01379310	0.43448276	0
-0.94137931	0.43448276	0
-0.86896552	0.43448276	64
-0.79655172	0.43448276	69
-0.72413793	0.43448276	71
-0.65172414	0.43448276	68
-0.57931034	0.43448276	63
-0.50689655	0.43448276	57
-0.43448276	0.43448276	52
-0.36206897	0.43448276	49
-0.28965517	0.43448276	46
-0.21724138	0.43448276	43
-0.14482759	0.43448276	42
-0.07241379	0.43448276	42
0.00000000	0.43448276	42
0.07241379	0.43448276	43
0.14482759	0.43448276	44
0.21724138	0.43448276	46
0.28965517	0.43448276	50
0.36206897	0.43448276	55
0.43448276	0.43448276	61
0.50689655	0.43448276	70
0.57931034	0.43448276	82
0.65172414	0.43448276	99
0.72413793	0.43448276	126
0.79655172	0.43448276	178
0.86896552	0.43448276	317
0.94137931	0.43448276	0
1.01379310	0.43448276	0
-1.01379310	0.50689655	0
-0.94137931	0.50689655	0
-0.86896552	0.50689655	0
-0.79655172	0.50689655	88
-0.72413793	0.50689655	93
-0.65172414	0.50689655	84
-0.57931034	0.50689655	73
-0.50689655	0.50689655	64
-0.43448276	0.50689655	57
-0.36206897	0.50689655	52
-0.28965517	0.50689655	48
-0.21724138	0.50689655	46
-0.14482759	0.50689655	45
-0.07241379	0.50689655	45
0.00000000	0.50689655	45
0.07241379	0.50689655	46
0.14482759	0.50689655	48
0.21724138	0.50689655	50
0.28965517	0.50689655	54
0.36206897	0.50689655	59
0.43448276	0.50689655	67
0.50689655	0.50689655	77
0.57931034	0.50689655	91
0.65172414	0.50689655	114
0.72413793	0.50689655	151
0.79655172	0.50689655	234
0.86896552	0.50689655	0
0.94137931	0.50689655	0
1.01379310	0.50689655	0
-1.01379310	0.57931034	0
-0.94137931	0.57931034	0
-0.86896552	0.57931034	0
-0.79655172	0.57931034	155
-0.72413793	0.57931034	162
-0.65172414	0.57931034	116
-0.57931034	0.57931034	87
-0.50689655	0.57931034	72
-0.43448276	0.57931034	62
-0.36206897	0.57931034	56
-0.28965517	0.57931034	52
-0.21724138	0.57931034	49
-0.14482759	0.57931034	48
-0.07241379	0.57931034	48
0.00000000	0.57931034	48
0.07241379	0.57931034	49
0.14482759	0.57931034	51
0.21724138	0.57931034	54
0.28965517	0.57931034	59
0.36206897	0.57931034	65
0.43448276	0.57931034	74
0.50689655	0.57931034	87
0.57931034	0.57931034	106
0.65172414	0.57931034	137
0.72413793	0.57931034	197
0.79655172	0.57931034	374
0.86896552	0.57931034	0
0.94137931	0.57931034	0
1.01379310	0.57931034	0
-1.01379310	0.65172414	0
-0.94137931	0.65172414	0
-0.86896552	0.65172414	0
-0.79655172	0.65172414	0
-0.72413793	0.65172414	297
-0.65172414	0.65172414	158
-0.57931034	0.65172414	104
-0.50689655	0.65172414	80
-0.43448276	0.65172414	67
-0.36206897	0.65172414	60
-0.28965517	0.65172414	55
-0.21724138	0.65172414	53
-0.14482759	0.65172414	52
-0.07241379	0.65172414	51
0.00000000	0.65172414	52
0.07241379	0.65172414	54
0.14482759	0.65172414	56
0.21724138	0.65172414	60
0.28965517	0.65172414	65
0.36206897	0.65172414	73
0.43448276	0.65172414	85
0.50689655	0.65172414	102
0.57931034	0.65172414	128
0.65172414	0.65172414	178
0.72413793	0.65172414	301
0.79655172	0.65172414	0
0.86896552	0.65172414	0
0.94137931	0.65172414	0
1.01379310	0.65172414	0
-1.01379310	0.72413793	0
-0.94137931	0.72413793	0
-0.86896552	0.72413793	0
-0.79655172	0.72413793	0
-0.72413793	0.72413793	0
-0.65172414	0.72413793	132
-0.57931034	0.72413793	117
-0.50689655	0.72413793	88
-0.43448276	0.72413793	72
-0.36206897	0.72413793	63
-0.28965517	0.72413793	59
-0.21724138	0.72413793	56
-0.14482759	0.72413793	55
-0.07241379	0.72413793	55
0.00000000	0.72413793	57
0.07241379	0.72413793	59
0.14482759	0.72413793	62
0.21724138	0.72413793	67
0.28965517	0.72413793	74
0.36206897	0.72413793	85
0.43448276	0.72413793	101
0.50689655	0.72413793	125
0.57931034	0.72413793	170
0.65172414	0.72413793	275
0.72413793	0.72413793	0
0.79655172	0.72413793	0
0.86896552	0.72413793	0
0.94137931	0.72413793	0
1.01379310	0.72413793	0
-1.01379310	0.79655172	0
-0.94137931	0.79655172	0
-0.86896552	0.79655172	0
-0.79655172	0.79655172	0
-0.72413793	0.79655172	0
-0.65172414	0.79655172	0
-0.57931034	0.79655172	117
-0.50689655	0.79655172	97
-0.43448276	0.79655172	74
-0.36206897	0.79655172	66
-0.28965517	0.79655172	62
-0.21724138	0.79655172	60
-0.14482759	0.79655172	60
-0.07241379	0.79655172	61
0.00000000	0.79655172	63
0.07241379	0.79655172	66
0.14482759	0.79655172	70
0.21724138	0.79655172	77
0.28965517	0.79655172	87
0.36206897	0.79655172	103
0.43448276	0.79655172	127
0.50689655	0.79655172	172
0.57931034	0.79655172	278
0.65172414	0.79655172	0
0.72413793	0.79655172	0
0.79655172	0.79655172	0
0.86896552	0.79655172	0
0.94137931	0.79655172	0
1.01379310	0.79655172	0
-1.01379310	0.86896552	0
-0.94137931	0.86896552	0
-0.86896552	0.86896552	0
-0.79655172	0.86896552	0
-0.72413793	0.86896552	0
-0.65172414	0.86896552	0
-0.57931034	0.86896552	0
-0.50689655	0.86896552	0
-0.43448276	0.86896552	74
-0.36206897	0.86896552	69
-0.28965517	0.86896552	66
-0.21724138	0.86896552	65
-0.14482759	0.86896552	66
-0.07241379	0.86896552	68
0.00000000	0.86896552	71
0.07241379	0.86896552	75
0.14482759	0.86896552	82
0.21724138	0.86896552	93
0.28965517	0.86896552	109
0.36206897	0.86896552	135
0.43448276	0.86896552	185
0.50689655	0.86896552	0
0.57931034	0.86896552	0
0.65172414	0.86896552	0
0.72413793	0.86896552	0
0.79655172	0.86896552	0
0.86896552	0.86896552	0
0.94137931	0.86896552	0
1.01379310	0.86896552	0
-1.01379310	0.94137931	0
-0.94137931	0.94137931	0
-0.86896552	0.94137931	0
-0.79655172	0.94137931	0
-0.72413793	0.94137931	0
-0.65172414	0.94137931	0
-0.57931034	0.94137931	0
-0.50689655	0.94137931	0
-0.43448276	0.94137931	0
-0.36206897	0.94137931	0
-0.28965517	0.94137931	72
-0.21724138	0.94137931	73
-0.14482759	0.94137931	75
-0.07241379	0.94137931	78
0.00000000	0.94137931	83
0.07241379	0.94137931	91
0.14482759	0.94137931	103
0.21724138	0.94137931	121
0.28965517	0.94137931	153
0.36206897	0.94137931	0
0.43448276	0.94137931	0
0.50689655	0.94137931	0
0.57931034	0.94137931	0
0.65172414	0.94137931	0
0.72413793	0.94137931	0
0.79655172	0.94137931	0
0.86896552	0.94137931	0
0.94137931	0.94137931	0
1.01379310	0.94137931	0
-1.01379310	1.01379310	0
-0.94137931	1.01379310	0
-0.86896552	1.01379310	0
-0.79655172	1.01379310	0
-0.72413793	1.01379310	0
-0.65172414	1.01379310	0
-0.57931034	1.01379310	0
-0.50689655	1.01379310	0
-0.43448276	1.01379310	0
-0.36206897	1.01379310	0
-0.28965517	1.01379310	0
-0.21724138	1.01379310	0
-0.14482759	1.01379310	0
-0.07241379	1.01379310	0
0.00000000	1.01379310	0
0.07241379	1.01379310	0
0.14482759	1.01379310	0
0.21724138	1.01379310	0
0.28965517	1.01379310	0
0.36206897	1.01379310	0
0.43448276	1.01379310	0
0.50689655	1.01379310	0
0.57931034	1.01379310	0
0.65172414	1.01379310	0
0.72413793	1.01379310	0
0.79655172	1.01379310	0
0.86896552	1.01379310	0
0.94137931	1.01379310	0
1.01379310	1.01379310	0
