CENTER.X d	CENTER.Y d	CENTER.Z d	COUNT i
-0.94137931	0.14482759	NAN	137
-0.86896552	0.14482759	NAN	139
-0.79655172	0.14482759	NAN	137
-0.72413793	0.14482759	NAN	133
-0.65172414	0.14482759	NAN	129
-0.57931034	0.14482759	NAN	123
-0.50689655	0.14482759	NAN	118
-0.43448276	0.14482759	NAN	112
-0.36206897	0.14482759	NAN	106
-0.28965517	0.14482759	NAN	100
-0.21724138	0.14482759	NAN	95
-0.14482759	0.14482759	NAN	90
-0.07241379	0.14482759	NAN	86
0.00000000	0.14482759	NAN	85
0.07241379	0.14482759	NAN	87
0.14482759	0.14482759	NAN	91
0.21724138	0.14482759	NAN	97
0.28965517	0.14482759	NAN	105
0.36206897	0.14482759	NAN	114
0.43448276	0.14482759	NAN	125
0.50689655	0.14482759	NAN	139
0.57931034	0.14482759	NAN	157
0.65172414	0.14482759	NAN	181
0.72413793	0.14482759	NAN	214
0.79655172	0.14482759	NAN	262
0.86896552	0.14482759	NAN	344
0.94137931	0.14482759	NAN	516
1.01379310	0.14482759	NAN	0
-1.01379310	0.21724138	NAN	0
-0.94137931	0.21724138	NAN	135
-0.86896552	0.21724138	NAN	137
-0.79655172	0.21724138	NAN	135
-0.72413793	0.21724138	NAN	131
-0.65172414	0.21724138	NAN	127
-0.57931034	0.21724138	NAN	122
-0.50689655	0.21724138	NAN	116
-0.43448276	0.21724138	NAN	110
-0.36206897	0.21724138	NAN	105
-0.28965517	0.21724138	NAN	99
-0.21724138	0.21724138	NAN	94
-0.14482759	0.21724138	NAN	91
-0.07241379	0.21724138	NAN	89
0.00000000	0.21724138	NAN	90
0.07241379	0.21724138	NAN	92
0.14482759	0.21724138	NAN	95
0.21724138	0.21724138	NAN	101
0.28965517	0.21724138	NAN	109
0.36206897	0.21724138	NAN	118
0.43448276	0.21724138	NAN	130
0.50689655	0.21724138	NAN	146
0.57931034	0.21724138	NAN	165
0.65172414	0.21724138	NAN	191
0.72413793	0.21724138	NAN	228
0.79655172	0.21724138	NAN	284
0.86896552	0.21724138	NAN	382
0.94137931	0.21724138	NAN	615
1.01379310	0.21724138	NAN	0
-1.01379310	0.28965517	NAN	0
-0.94137931	0.28965517	NAN	148
-0.86896552	0.28965517	NAN	149
-0.79655172	0.28965517	NAN	138
-0.72413793	0.28965517	NAN	134
-0.65172414	0.28965517	NAN	129
-0.57931034	0.28965517	NAN	123
-0.50689655	0.28965517	NAN	117
-0.43448276	0.28965517	NAN	111
-0.36206897	0.28965517	NAN	106
-0.28965517	0.28965517	NAN	100
-0.21724138	0.28965517	NAN	97
-0.14482759	0.28965517	NAN	94
-0.07241379	0.28965517	NAN	94
0.00000000	0.28965517	NAN	95
0.07241379	0.28965517	NAN	97
0.14482759	0.28965517	NAN	101
0.21724138	0.28965517	NAN	106
0.28965517	0.28965517	NAN	114
0.36206897	0.28965517	NAN	124
0.43448276	0.28965517	NAN	138
0.50689655	0.28965517	NAN	154
0.57931034	0.28965517	NAN	176
0.65172414	0.28965517	NAN	205
0.72413793	0.28965517	NAN	248
0.79655172	0.28965517	NAN	316
0.86896552	0.28965517	NAN	444
0.94137931	0.28965517	NAN	811
1.01379310	0.28965517	NAN	0
-1.01379310	0.36206897	NAN	0
-0.94137931	0.36206897	NAN	0
-0.86896552	0.36206897	NAN	151
-0.79655172	0.36206897	NAN	146
-0.72413793	0.36206897	NAN	142
-0.65172414	0.36206897	NAN	137
-0.57931034	0.36206897	NAN	130
-0.50689655	0.36206897	NAN	122
-0.43448276	0.36206897	NAN	115
-0.36206897	0.36206897	NAN	109
-0.28965517	0.36206897	NAN	105
-0.21724138	0.36206897	NAN	101
-0.14482759	0.36206897	NAN	99
-0.07241379	0.36206897	NAN	99
0.00000000	0.36206897	NAN	101
0.07241379	0.36206897	NAN	103
0.14482759	0.36206897	NAN	107
0.21724138	0.36206897	NAN	113
0.28965517	0.36206897	NAN	121
0.36206897	0.36206897	NAN	132
0.43448276	0.36206897	NAN	147
0.50689655	0.36206897	NAN	165
0.57931034	0.36206897	NAN	190
0.65172414	0.36206897	NAN	225
0.72413793	0.36206897	NAN	277
0.79655172	0.36206897	NAN	364
0.86896552	0.36206897	NAN	548
0.94137931	0.36206897	NAN	0
1.01379310	0.36206897	NAN	0
-1.01379310	0.43448276	NAN	0
-0.94137931	0.43448276	NAN	0
-0.86896552	0.43448276	NAN	163
-0.79655172	0.43448276	NAN	166
-0.72413793	0.43448276	NAN	161
-0.65172414	0.43448276	NAN	152
-0.57931034	0.43448276	NAN	142
-0.50689655	0.43448276	NAN	132
-0.43448276	0.43448276	NAN	123
-0.36206897	0.43448276	NAN	116
-0.28965517	0.43448276	NAN	111
-0.21724138	0.43448276	NAN	107
-0.14482759	0.43448276	NAN	106
-0.07241379	0.43448276	NAN	106
0.00000000	0.43448276	NAN	107
0.07241379	0.43448276	NAN	110
0.14482759	0.43448276	NAN	115
0.21724138	0.43448276	NAN	121
0.28965517	0.43448276	NAN	130
0.36206897	0.43448276	NAN	142
0.43448276	0.43448276	NAN	159
0.50689655	0.43448276	NAN	180
0.57931034	0.43448276	NAN	210
0.65172414	0.43448276	NAN	252
0.72413793	0.43448276	NAN	319
0.79655172	0.43448276	NAN	442
0.86896552	0.43448276	NAN	757
0.94137931	0.43448276	NAN	0
1.01379310	0.43448276	NAN	0
-1.01379310	0.50689655	NAN	0
-0.94137931	0.50689655	NAN	0
-0.86896552	0.50689655	NAN	0
-0.79655172	0.50689655	NAN	204
-0.72413793	0.50689655	NAN	198
-0.65172414	0.50689655	NAN	180
-0.57931034	0.50689655	NAN	161
-0.50689655	0.50689655	NAN	145
-0.43448276	0.50689655	NAN	133
-0.36206897	0.50689655	NAN	124
-0.28965517	0.50689655	NAN	118
-0.21724138	0.50689655	NAN	114
-0.14482759	0.50689655	NAN	113
-0.07241379	0.50689655	NAN	113
0.00000000	0.50689655	NAN	115
0.07241379	0.50689655	NAN	118
0.14482759	0.50689655	NAN	123
0.21724138	0.50689655	NAN	131
0.28965517	0.50689655	NAN	141
0.36206897	0.50689655	NAN	155
0.43448276	0.50689655	NAN	174
0.50689655	0.50689655	NAN	200
0.57931034	0.50689655	NAN	237
0.65172414	0.50689655	NAN	292
0.72413793	0.50689655	NAN	386
0.79655172	0.50689655	NAN	585
0.86896552	0.50689655	NAN	0
0.94137931	0.50689655	NAN	0
1.01379310	0.50689655	NAN	0
-1.01379310	0.57931034	NAN	0
-0.94137931	0.57931034	NAN	0
-0.86896552	0.57931034	NAN	0
-0.79655172	0.57931034	NAN	279
-0.72413793	0.57931034	NAN	304
-0.65172414	0.57931034	NAN	231
-0.57931034	0.57931034	NAN	187
-0.50689655	0.57931034	NAN	161
-0.43448276	0.57931034	NAN	145
-0.36206897	0.57931034	NAN	134
-0.28965517	0.57931034	NAN	127
-0.21724138	0.57931034	NAN	123
-0.14482759	0.57931034	NAN	122
-0.07241379	0.57931034	NAN	122
0.00000000	0.57931034	NAN	124
0.07241379	0.57931034	NAN	128
0.14482759	0.57931034	NAN	134
0.21724138	0.57931034	NAN	143
0.28965517	0.57931034	NAN	155
0.36206897	0.57931034	NAN	172
0.43448276	0.57931034	NAN	196
0.50689655	0.57931034	NAN	229
0.57931034	0.57931034	NAN	277
0.65172414	0.57931034	NAN	356
0.72413793	0.57931034	NAN	506
0.79655172	0.57931034	NAN	940
0.86896552	0.57931034	NAN	0
0.94137931	0.57931034	NAN	0
1.01379310	0.57931034	NAN	0
-1.01379310	0.65172414	NAN	0
-0.94137931	0.65172414	NAN	0
-0.86896552	0.65172414	NAN	0
-0.79655172	0.65172414	NAN	0
-0.72413793	0.65172414	NAN	525
-0.65172414	0.65172414	NAN	298
-0.57931034	0.65172414	NAN	221
-0.50689655	0.65172414	NAN	181
-0.43448276	0.65172414	NAN	158
-0.36206897	0.65172414	NAN	145
-0.28965517	0.65172414	NAN	137
-0.21724138	0.65172414	NAN	133
-0.14482759	0.65172414	NAN	131
-0.07241379	0.65172414	NAN	132
0.00000000	0.65172414	NAN	135
0.07241379	0.65172414	NAN	141
0.14482759	0.65172414	NAN	148
