ID s	D1.DIPDIR d	D1.DIP d	D2.DIPDIR d	D2.DIP d	T1.X d	T1.Y d	T1.Z d	T2.X d	T2.Y d	T2.Z d	ANG d
W_TST_0134	44.88031760	0.00000000	47.56000000	0.00000000	0.70562820	0.70858228	0.00000000	0.73798441	0.67481776	0.00000000	2.67968240
W_TST_0133	44.88031760	0.00000000	45.53000000	0.00000000	0.70562820	0.70858228	0.00000000	0.71361735	0.70053571	0.00000000	0.64968240
W_TST_0132	44.88031760	0.00000000	42.04000000	0.00000000	0.70562820	0.70858228	0.00000000	0.66964926	0.74267750	0.00000000	2.84031760
W_TST_0131	44.88031760	0.00000000	79.49000000	0.00000000	0.70562820	0.70858228	0.00000000	0.98322309	0.18240713	0.00000000	34.60968240
W_TST_0130	44.88031760	0.00000000	40.88000000	0.00000000	0.70562820	0.70858228	0.00000000	0.65447693	0.75608197	0.00000000	4.00031760
W_TST_0129	44.88031760	0.00000000	38.85000000	0.00000000	0.70562820	0.70858228	0.00000000	0.62728367	0.77879085	0.00000000	6.03031760
W_TST_0128	44.88031760	0.00000000	38.85000000	0.00000000	0.70562820	0.70858228	0.00000000	0.62728367	0.77879085	0.00000000	6.03031760
W_TST_0127	44.88031760	0.00000000	42.91000000	0.00000000	0.70562820	0.70858228	0.00000000	0.68084871	0.73242408	0.00000000	1.97031760
W_TST_0126	44.88031760	0.00000000	42.33000000	0.00000000	0.70562820	0.70858228	0.00000000	0.67339969	0.73927861	0.00000000	2.55031760
W_TST_0125	44.88031760	0.00000000	38.56000000	0.00000000	0.70562820	0.70858228	0.00000000	0.62333384	0.78195583	0.00000000	6.32031760
W_TST_0124	44.88031760	0.00000000	55.11000000	0.00000000	0.70562820	0.70858228	0.00000000	0.82025172	0.57200272	0.00000000	10.22968240
W_TST_0123	44.88031760	0.00000000	39.72000000	0.00000000	0.70562820	0.70858228	0.00000000	0.63903635	0.76917654	0.00000000	5.16031760
W_TST_0122	44.88031760	0.00000000	45.82000000	0.00000000	0.70562820	0.70858228	0.00000000	0.71715392	0.69691481	0.00000000	0.93968240
W_TST_0121	44.88031760	0.00000000	46.69000000	0.00000000	0.70562820	0.70858228	0.00000000	0.72765305	0.68594536	0.00000000	1.80968240
W_TST_0120	44.88031760	0.00000000	40.88000000	0.00000000	0.70562820	0.70858228	0.00000000	0.65447693	0.75608197	0.00000000	4.00031760
W_TST_0119	44.88031760	0.00000000	35.95000000	0.00000000	0.70562820	0.70858228	0.00000000	0.58707903	0.80952963	0.00000000	8.93031760
