ID s	D1.DIPDIR d	D1.DIP d	D2.DIPDIR d	D2.DIP d	T1.X d	T1.Y d	T1.Z d	T2.X d	T2.Y d	T2.Z d	ANG d	MSFT d
W_TST_0192	235.39168219	67.70598108	235.39168219	70.00553059	-0.31223339	-0.21546229	-0.92524932	-0.28142636	-0.19420335	-0.93972563	2.29954952	5.28792798
W_TST_0193	235.39168219	67.70598108	235.39168219	68.74168821	-0.31223339	-0.21546229	-0.92524932	-0.29841733	-0.20592827	-0.93195528	1.03570714	1.07268927
W_TST_0194	235.39168219	67.70598108	235.39168219	70.56535792	-0.31223339	-0.21546229	-0.92524932	-0.27385585	-0.18897918	-0.94302165	2.85937684	8.17603591
W_TST_0195	235.39168219	67.70598108	235.39168219	65.78390823	-0.31223339	-0.21546229	-0.92524932	-0.33759959	-0.23296670	-0.91200495	1.92207285	3.69436405
W_TST_0196	235.39168219	67.70598108	235.39168219	64.28685290	-0.31223339	-0.21546229	-0.92524932	-0.35709498	-0.24641984	-0.90097749	3.41912818	11.69043752
W_TST_0197	235.39168219	67.70598108	235.39168219	70.43360225	-0.31223339	-0.21546229	-0.92524932	-0.27563996	-0.19021033	-0.94225402	2.72762118	7.43991729
W_TST_0198	235.39168219	67.70598108	235.39168219	71.46052719	-0.31223339	-0.21546229	-0.92524932	-0.26169651	-0.18058840	-0.94810483	3.75454612	14.09661654
W_TST_0199	235.39168219	67.70598108	235.39168219	69.45811109	-0.31223339	-0.21546229	-0.92524932	-0.28880311	-0.19929381	-0.93641590	1.75213001	3.06995957
W_TST_0200	235.39168219	67.70598108	235.39168219	70.00239551	-0.31223339	-0.21546229	-0.92524932	-0.28146868	-0.19423255	-0.93970692	2.29641443	5.27351926
W_TST_0201	235.39168219	67.70598108	235.39168219	69.31496844	-0.31223339	-0.21546229	-0.92524932	-0.29072771	-0.20062191	-0.93553634	1.60898736	2.58884032
W_TST_0202	235.39168219	67.70598108	235.39168219	70.28169294	-0.31223339	-0.21546229	-0.92524932	-0.27769515	-0.19162856	-0.94136279	2.57571186	6.63429159
W_TST_0203	235.39168219	67.70598108	235.39168219	70.24469600	-0.31223339	-0.21546229	-0.92524932	-0.27819539	-0.19197376	-0.94114473	2.53871492	6.44507345
W_TST_0204	235.39168219	67.70598108	235.39168219	70.87211138	-0.31223339	-0.21546229	-0.92524932	-0.26969651	-0.18610895	-0.94478953	3.16613030	10.02438110
W_TST_0205	235.39168219	67.70598108	235.39168219	67.78943721	-0.31223339	-0.21546229	-0.92524932	-0.31112382	-0.21469662	-0.92580091	0.08345614	0.00696493
W_TST_0206	235.39168219	67.70598108	235.39168219	70.60665531	-0.31223339	-0.21546229	-0.92524932	-0.27329635	-0.18859308	-0.94326123	2.90067424	8.41391103
W_TST_0207	235.39168219	67.70598108	235.39168219	52.19814620	-0.31223339	-0.21546229	-0.92524932	-0.50447660	-0.34812319	-0.79013518	15.50783487	240.49294248
W_TST_0208	235.39168219	67.70598108	235.39168219	67.87858314	-0.31223339	-0.21546229	-0.92524932	-0.30993788	-0.21387824	-0.92638794	0.17260207	0.02979147
W_TST_0209	235.39168219	67.70598108	235.39168219	71.33473550	-0.31223339	-0.21546229	-0.92524932	-0.26340910	-0.18177021	-0.94740447	3.62875442	13.16785868
W_TST_0210	235.39168219	67.70598108	235.39168219	72.46178360	-0.31223339	-0.21546229	-0.92524932	-0.24802060	-0.17115110	-0.95351617	4.75580252	22.61765763
W_TST_0211	235.39168219	67.70598108	235.39168219	72.34027093	-0.31223339	-0.21546229	-0.92524932	-0.24968444	-0.17229926	-0.95287494	4.63428986	21.47664248
W_TST_0212	235.39168219	67.70598108	235.39168219	70.49263401	-0.31223339	-0.21546229	-0.92524932	-0.27484079	-0.18965885	-0.94259857	2.78665293	7.76543454
W_TST_0213	235.39168219	67.70598108	235.39168219	68.60483227	-0.31223339	-0.21546229	-0.92524932	-0.30024864	-0.20719200	-0.93108659	0.89885119	0.80793346
W_TST_0214	235.39168219	67.70598108	235.39168219	63.47546120	-0.31223339	-0.21546229	-0.92524932	-0.36756029	-0.25364162	-0.89474318	4.23051987	17.89729840
W_TST_0215	235.39168219	67.70598108	235.39168219	64.13413871	-0.31223339	-0.21546229	-0.92524932	-0.35907022	-0.24778289	-0.89981788	3.57184237	12.75805791
W_TST_0216	235.39168219	67.70598108	235.39168219	61.88914170	-0.31223339	-0.21546229	-0.92524932	-0.38780576	-0.26761238	-0.88203759	5.81683938	33.83562038
W_TST_0217	235.39168219	67.70598108	235.39168219	62.44425108	-0.31223339	-0.21546229	-0.92524932	-0.38075418	-0.26274630	-0.88656113	5.26173000	27.68580258
W_TST_0218	235.39168219	67.70598108	235.39168219	63.68351955	-0.31223339	-0.21546229	-0.92524932	-0.36488370	-0.25179459	-0.89635895	4.02246152	16.18019670
