NAME_ID s	iID i	N.X d	N.Y d	N.Z d	D.X d	D.Y d	D.Z d	S.X d	S.Y d	S.Z d	NC.X d	NC.Y d	NC.Z d	DC.X d	DC.Y d	DC.Z d	SC.X d	SC.Y d	SC.Z d	LPITCH  d	LPITCHSENSE s	PITCHANGLE  d	MISFIT d	LINEATION s	OFFSET s	DEPTH d	GC s	COLOR s	LOC s	LOCX d	LOCY d	FORMATION s	DATATYPE s	DIPDIR d	DIP d	LDIR d	LDIP d	corr.DIPDIR d	corr.DIP d	corrL.DIPDIR d	corrL.DIP d	PALEON d	COMMENT s	DATAGROUP s	PSCOLOR s	DASHED s	ptnP.X d	ptnP.Y d	ptnP.Z d	ptnT.X d	ptnT.Y d	ptnT.Z d	ptnN.X d	ptnN.Y d	ptnN.Z d	avD.X d	avD.Y d	avD.Z d	avS0D.X d	avS0D.Y d	avS0D.Z d	avS0N.X d	avS0N.Y d	avS0N.Z d	avS0d.DIPDIR d	avS0d.DIP d	avd.DIPDIR d	avd.DIP d	avS0offset s	fold_great_circle_N.X d	fold_great_circle_N.Y d	fold_great_circle_N.Z d	SHEAR_S.X d	SHEAR_S.Y d	SHEAR_S.Z d	NORMAL_S.X d	NORMAL_S.Y d	NORMAL_S.Z d	UPSILON.X d	UPSILON.Y d	UPSILON.Z d	lambda d	ANG d	RUP d
F_SURF_01	0	-0.04048822	-0.25563255	0.96592583	-0.15110409	-0.95403368	-0.25881905	0.98768834	-0.15643446	0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	XXX		FOLDSURF	0.00000000	0.00000000		FOLDSURFACE	189.00000000	15.00000000	NAN	NAN	188.99999999	15.00000000	NAN	NAN	0.00000000		PLANE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	-0.76191789	0.18213827	-0.62153582	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	283.44438363	38.42837544		0.61688255	0.72986844	0.29453009	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
F_SURF_02	1	0.33869163	-0.93054760	0.13917310	0.04760000	-0.13077994	-0.99026807	0.93969262	0.34202014	0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	XXX		FOLDSURF	0.00000000	0.00000000		FOLDSURFACE	160.00000000	82.00000000	NAN	NAN	159.99999999	82.00000000	NAN	NAN	0.00000000		PLANE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	-0.76191789	0.18213827	-0.62153582	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	283.44438363	38.42837544		0.61688255	0.72986844	0.29453009	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
F_SURF_03	2	-0.78118341	0.16604566	0.60181502	-0.58866392	0.12512438	-0.79863551	-0.20791169	-0.97814760	0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	XXX		FOLDSURF	0.00000000	0.00000000		FOLDSURFACE	282.00000000	53.00000000	NAN	NAN	281.99999998	53.00000000	NAN	NAN	0.00000000		PLANE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	-0.76191789	0.18213827	-0.62153582	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	283.44438363	38.42837544		0.61688255	0.72986844	0.29453009	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
F_SURF_04	3	-0.63003676	0.32101976	0.70710678	-0.63003676	0.32101976	-0.70710678	-0.45399050	-0.89100652	0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	XXX		FOLDSURF	0.00000000	0.00000000		FOLDSURFACE	297.00000000	45.00000000	NAN	NAN	296.99999998	45.00000000	NAN	NAN	0.00000000		PLANE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	-0.76191789	0.18213827	-0.62153582	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	283.44438363	38.42837544		0.61688255	0.72986844	0.29453009	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
F_SURF_05	4	-0.85936531	0.32987944	0.39073113	-0.36477893	0.14002551	-0.92050485	-0.35836795	-0.93358043	0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	XXX		FOLDSURF	0.00000000	0.00000000		FOLDSURFACE	291.00000000	67.00000000	NAN	NAN	290.99999998	67.00000000	NAN	NAN	0.00000000		PLANE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	-0.76191789	0.18213827	-0.62153582	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	283.44438363	38.42837544		0.61688255	0.72986844	0.29453009	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
F_SURF_06	5	-0.81971317	0.49253336	0.29237170	-0.25061147	0.15058256	-0.95630476	-0.51503807	-0.85716730	0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	XXX		FOLDSURF	0.00000000	0.00000000		FOLDSURFACE	301.00000000	73.00000000	NAN	NAN	300.99999998	73.00000000	NAN	NAN	0.00000000		PLANE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	-0.76191789	0.18213827	-0.62153582	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	283.44438363	38.42837544		0.61688255	0.72986844	0.29453009	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
F_SURF_07	6	-0.72713966	0.52829789	0.43837115	-0.35464971	0.25766810	-0.89879405	-0.58778525	-0.80901699	0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	XXX		FOLDSURF	0.00000000	0.00000000		FOLDSURFACE	306.00000000	64.00000000	NAN	NAN	305.99999998	64.00000000	NAN	NAN	0.00000000		PLANE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	-0.76191789	0.18213827	-0.62153582	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	283.44438363	38.42837544		0.61688255	0.72986844	0.29453009	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
F_SURF_08	7	-0.69528941	0.45152622	0.55919290	-0.46897863	0.30455828	-0.82903757	-0.54463903	-0.83867057	0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	XXX		FOLDSURF	0.00000000	0.00000000		FOLDSURFACE	303.00000000	56.00000000	NAN	NAN	302.99999998	56.00000000	NAN	NAN	0.00000000		PLANE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	-0.76191789	0.18213827	-0.62153582	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	283.44438363	38.42837544		0.61688255	0.72986844	0.29453009	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
F_SURF_09	8	-0.85480393	0.41691574	0.30901699	-0.27774263	0.13546413	-0.95105652	-0.43837115	-0.89879405	0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	XXX		FOLDSURF	0.00000000	0.00000000		FOLDSURFACE	296.00000000	72.00000000	NAN	NAN	295.99999998	72.00000000	NAN	NAN	0.00000000		PLANE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	-0.76191789	0.18213827	-0.62153582	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	283.44438363	38.42837544		0.61688255	0.72986844	0.29453009	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
F_SURF_10	9	-0.75736351	0.51084814	0.40673664	-0.33719996	0.22744424	-0.91354546	-0.55919290	-0.82903757	0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	XXX		FOLDSURF	0.00000000	0.00000000		FOLDSURFACE	304.00000000	66.00000000	NAN	NAN	303.99999998	66.00000000	NAN	NAN	0.00000000		PLANE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	-0.76191789	0.18213827	-0.62153582	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	283.44438363	38.42837544		0.61688255	0.72986844	0.29453009	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
