ID s	INT d	DIP d	FREQ d	FREQ_NRM d	FREQ_MAX d
W_TST_1050	0.40000000	78.09565673	0.52703056	0.03239215	8.38001872
W_TST_1047	0.13000000	67.08866244	3.25115188	0.19982103	8.38001872
W_TST_1046	0.25000000	40.57291772	4.67134693	0.28710851	8.38001872
W_TST_1045	0.21000000	44.63308751	4.82328755	0.29644703	8.38001872
W_TST_1043	1.65000000	51.35240641	0.48463663	0.02978655	8.38001872
W_TST_1042	1.61000000	22.23149945	1.51961458	0.09339796	8.38001872
W_TST_1041	1.18000000	77.12547747	0.19369715	0.01190494	8.38001872
W_TST_1040	0.69000000	36.90974695	1.92956982	0.11859447	8.38001872
W_TST_1039	0.26000000	50.29533082	3.19366795	0.19628798	8.38001872
W_TST_1038	0.32000000	44.91650306	3.13412140	0.19262815	8.38001872
W_TST_1037	2.92000000	48.33888009	0.30470924	0.01872792	8.38001872
W_TST_1034	0.23000000	89.35617052	0.04885834	0.00300291	8.38001872
W_TST_1033	0.18000000	18.85264485	16.27031849	1.00000000	16.27031849
W_TST_1032	0.13000000	72.58016661	2.41354768	0.14834053	16.27031849
W_TST_1031	0.26000000	20.10000159	10.51010845	0.64596821	16.27031849
W_TST_1030	0.47000000	12.47414811	9.61778659	0.59112467	16.27031849
W_TST_1027	1.37000000	76.27147442	0.17832207	0.01095996	16.27031849
W_TST_1025	0.93000000	74.33974545	0.30143975	0.01852697	16.27031849
W_TST_1024	1.08000000	89.28678876	0.01152641	0.00070843	16.27031849
W_TST_1023	1.88000000	56.20131928	0.35606825	0.02188453	16.27031849
W_TST_1022	0.94000000	29.21798835	1.90209676	0.11690593	16.27031849
W_TST_1021	0.20000000	32.46363686	7.85943082	0.48305329	16.27031849
W_TST_1020	0.15000000	89.82621338	0.02022105	0.00124282	16.27031849
W_TST_1019	0.18000000	84.47894581	0.53699963	0.03300486	16.27031849
W_TST_1018	0.11000000	88.19442852	0.28657821	0.01761356	16.27031849
W_TST_1016	0.17000000	55.17989438	4.09140382	0.25146427	16.27031849
W_TST_1014	0.28000000	81.91605719	0.50726843	0.03117754	16.27031849
W_TST_1012	0.53000000	44.72788044	1.90480031	0.11707210	16.27031849
W_TST_1011	0.53000000	83.93185529	0.20057901	0.01232791	16.27031849
W_TST_1008	0.20000000	62.23954850	2.63179190	0.16175417	16.27031849
W_TST_1007	0.56000000	81.18177022	0.27702498	0.01702640	16.27031849
W_TST_1006	2.12000000	7.59496226	3.53758556	0.21742571	16.27031849
W_TST_1004	1.57000000	83.22942850	0.07561904	0.00464767	16.27031849
W_TST_1003	2.23000000	61.90248503	0.23941459	0.01471481	16.27031849
W_TST_1002	0.75000000	22.24953756	3.25917584	0.20031420	16.27031849
W_TST_1000	0.20000000	65.67175375	2.26055470	0.13893734	16.27031849
W_TST_0999	0.43000000	47.23929334	2.15055138	0.13217635	16.27031849
W_TST_0998	0.38000000	52.49797364	2.01942942	0.12411739	16.27031849
W_TST_0995	0.24000000	85.43245543	0.33286664	0.02045852	16.27031849
W_TST_0994	0.27000000	62.75694361	1.90696488	0.11720514	16.27031849
W_TST_0993	0.15000000	59.48666999	3.92905624	0.24148613	16.27031849
W_TST_0992	0.37000000	39.49335460	3.27941544	0.20155816	16.27031849
W_TST_0989	0.24000000	89.58575924	0.03012496	0.00185153	16.27031849
W_TST_0988	0.30000000	87.73824906	0.13165173	0.00809153	16.27031849
W_TST_0985	1.90000000	85.63232720	0.04019909	0.00247070	16.27031849
W_TST_0984	0.87000000	57.13143206	0.74270241	0.04564769	16.27031849
W_TST_0982	0.15000000	71.76955833	2.19581410	0.13495827	16.27031849
W_TST_0981	6.72000000	54.09785731	0.10772861	0.00662117	16.27031849
W_TST_0980	0.59000000	60.82980258	0.94609947	0.05814880	16.27031849
W_TST_0978	0.24000000	73.70850096	1.21774756	0.07484473	16.27031849
W_TST_0977	0.70000000	82.52009919	0.18756520	0.01152806	16.27031849
W_TST_0976	2.13000000	54.12547374	0.33953142	0.02086815	16.27031849
W_TST_0975	1.26000000	54.35109443	0.56922344	0.03498539	16.27031849
W_TST_0974	0.42000000	81.36800181	0.36144542	0.02221502	16.27031849
W_TST_0972	0.14000000	80.41861684	1.20573670	0.07410652	16.27031849
W_TST_0970	0.18000000	84.96650441	0.48932098	0.03007446	16.27031849
W_TST_0968	0.46000000	45.62105738	2.12728836	0.13074657	16.27031849
W_TST_0965	0.40000000	77.42863056	0.55750469	0.03426514	16.27031849
W_TST_0962	0.22000000	58.73648025	2.75971725	0.16961667	16.27031849
W_TST_0960	0.29000000	65.68191125	1.55826703	0.09577360	16.27031849
W_TST_0959	0.20000000	21.56784420	12.64929484	0.77744605	16.27031849
W_TST_0957	0.38000000	86.09982633	0.17941107	0.01102689	16.27031849
W_TST_0956	0.12000000	64.91558106	3.90085549	0.23975287	16.27031849
W_TST_0955	0.63000000	64.67509556	0.75115830	0.04616740	16.27031849
W_TST_0954	0.23000000	85.26772927	0.35992187	0.02212138	16.27031849
W_TST_0953	0.44000000	36.01636573	3.12626248	0.19214513	16.27031849
W_TST_0952	0.26000000	89.68515675	0.02113503	0.00129899	16.27031849
W_TST_0951	0.70000000	87.48283489	0.06280158	0.00385989	16.27031849
W_TST_0950	0.85000000	21.53368164	2.98150352	0.18324801	16.27031849
W_TST_0949	2.39000000	66.88410146	0.17860425	0.01097730	16.27031849
W_TST_0948	1.98000000	70.90471947	0.17484283	0.01074612	16.27031849
W_TST_0946	1.41000000	84.34051114	0.07028314	0.00431971	16.27031849
W_TST_0945	2.53000000	64.96042315	0.18464382	0.01134851	16.27031849
W_TST_0943	0.54000000	13.21179363	7.88810693	0.48481577	16.27031849
W_TST_0942	0.41000000	80.52543116	0.40703989	0.02501733	16.27031849
W_TST_0941	0.34000000	84.98468904	0.25811159	0.01586395	16.27031849
W_TST_0940	0.25000000	82.05256691	0.55842147	0.03432148	16.27031849
W_TST_0939	0.27000000	27.18999501	7.20972441	0.44312128	16.27031849
W_TST_0938	0.48000000	79.54523374	0.38442202	0.02362720	16.27031849
W_TST_0937	0.18000000	70.36082711	1.98252531	0.12184920	16.27031849
W_TST_0936	0.54000000	49.40320374	1.58704939	0.09754261	16.27031849
W_TST_0935	0.22000000	65.89335478	2.03391279	0.12500756	16.27031849
W_TST_0934	0.23000000	73.44819653	1.29216188	0.07941835	16.27031849
W_TST_0930	0.13000000	60.85583396	4.28925338	0.26362443	16.27031849
W_TST_0929	0.64000000	57.23260170	1.00570467	0.06181223	16.27031849
W_TST_0925	0.23000000	77.10047191	0.99574742	0.06120024	16.27031849
W_TST_0924	0.19000000	82.35663062	0.70631042	0.04341098	16.27031849
W_TST_0922	0.70000000	73.90655802	0.41215883	0.02533195	16.27031849
W_TST_0921	0.48000000	52.96654411	1.57181238	0.09660612	16.27031849
W_TST_0917	0.49000000	76.65250356	0.48421520	0.02976065	16.27031849
W_TST_0916	0.34000000	47.13652983	2.72961745	0.16776669	16.27031849
W_TST_0915	0.23000000	72.41155182	1.37824693	0.08470928	16.27031849
W_TST_0914	0.19000000	55.60026107	3.60372420	0.22149070	16.27031849
W_TST_0912	0.12000000	69.83415221	3.06043125	0.18809904	16.27031849
W_TST_0911	0.12000000	82.11244000	1.15450145	0.07095752	16.27031849
W_TST_0910	0.15000000	64.52451278	3.17633652	0.19522276	16.27031849
W_TST_0909	0.27000000	58.74145856	2.24821809	0.13817911	16.27031849
W_TST_0908	1.34000000	50.44583371	0.61636225	0.03788262	16.27031849
W_TST_0907	2.64000000	66.57026778	0.16414958	0.01008890	16.27031849
W_TST_0906	0.22000000	86.74989440	0.25811802	0.01586435	16.27031849
W_TST_0904	0.46000000	78.69814018	0.43446407	0.02670286	16.27031849
W_TST_0903	0.11000000	89.18448497	0.12940349	0.00795335	16.27031849
W_TST_0902	0.69000000	18.91839945	4.22855537	0.25989383	16.27031849
W_TST_0901	0.30000000	71.25183727	1.13139499	0.06953736	16.27031849
W_TST_0900	4.62000000	71.67611452	0.07168418	0.00440583	16.27031849
W_TST_0899	0.27000000	45.03706745	3.69891459	0.22734125	16.27031849
W_TST_0898	0.19000000	74.68285050	1.44153045	0.08859879	16.27031849
W_TST_0897	0.14000000	73.68216410	2.09113149	0.12852431	16.27031849
W_TST_0896	0.18000000	54.29636527	3.99260608	0.24539201	16.27031849
W_TST_0894	1.16000000	60.80905428	0.48161529	0.02960085	16.27031849
W_TST_0892	0.52000000	82.94473826	0.23800715	0.01462830	16.27031849
W_TST_0891	0.18000000	71.52438934	1.85623365	0.11408711	16.27031849
W_TST_0890	0.17000000	87.55449835	0.25122349	0.01544060	16.27031849
W_TST_0889	0.31000000	75.03145413	0.86245447	0.05300784	16.27031849
W_TST_0887	0.17000000	61.86929730	3.14493594	0.19329283	16.27031849
W_TST_0886	0.30000000	70.88962469	1.15494619	0.07098485	16.27031849
W_TST_0885	0.10000000	83.87234819	1.07357323	0.06598354	16.27031849
W_TST_0883	2.71000000	57.86382765	0.23180034	0.01424682	16.27031849
W_TST_0881	0.38000000	69.61200140	0.97804803	0.06011241	16.27031849
W_TST_0880	0.25000000	52.13781248	3.10967761	0.19112580	16.27031849
W_TST_0878	0.34000000	81.84205602	0.42162654	0.02591385	16.27031849
W_TST_0877	0.16000000	53.58356999	4.61066441	0.28337887	16.27031849
W_TST_0876	0.15000000	89.33421782	0.07747076	0.00476148	16.27031849
W_TST_0875	0.58000000	24.25820350	3.82598136	0.23515098	16.27031849
W_TST_0874	0.34000000	74.09449927	0.83812145	0.05151230	16.27031849
W_TST_0873	0.10000000	76.00461505	2.49242449	0.15318843	16.27031849
W_TST_0872	0.12000000	50.92439154	6.76642773	0.41587555	16.27031849
W_TST_0871	0.28000000	75.94418049	0.89415376	0.05495613	16.27031849
W_TST_0869	1.17000000	88.95705796	0.01555964	0.00095632	16.27031849
W_TST_0868	2.17000000	30.42453139	0.78469490	0.04822861	16.27031849
W_TST_0867	0.13000000	89.63927341	0.04843038	0.00297661	16.27031849
W_TST_0866	0.35000000	40.24178274	3.37597515	0.20749287	16.27031849
W_TST_0864	0.32000000	46.18068433	2.99879024	0.18431048	16.27031849
W_TST_0863	0.56000000	46.42286911	1.69915414	0.10443275	16.27031849
W_TST_0862	2.19000000	88.82448739	0.00936961	0.00057587	16.27031849
W_TST_0861	0.55000000	35.31362854	2.56661555	0.15774833	16.27031849
W_TST_0860	0.79000000	78.98135082	0.24647863	0.01514897	16.27031849
W_TST_0859	0.26000000	78.38285071	0.79070178	0.04859781	16.27031849
W_TST_0858	1.19000000	54.63936362	0.59632732	0.03665124	16.27031849
W_TST_0857	1.32000000	55.54030879	0.51988305	0.03195285	16.27031849
W_TST_0856	6.76000000	46.35235010	0.14110565	0.00867258	16.27031849
W_TST_0855	1.27000000	85.61023797	0.06044572	0.00371509	16.27031849
W_TST_0854	2.77000000	67.54506738	0.14920301	0.00917026	16.27031849
W_TST_0853	0.13000000	48.01725923	6.92199035	0.42543668	16.27031849
W_TST_0852	0.58000000	78.97003592	0.33607430	0.02065567	16.27031849
W_TST_0851	0.22000000	69.44832769	1.70414976	0.10473979	16.27031849
W_TST_0850	0.63000000	49.12912102	1.37355228	0.08442074	16.27031849
W_TST_0848	0.97000000	52.82212943	0.78188942	0.04805618	16.27031849
W_TST_0847	4.49000000	49.04599220	0.19329141	0.01188000	16.27031849
W_TST_0846	2.63000000	76.20225762	0.09337710	0.00573911	16.27031849
W_TST_0845	1.47000000	60.58004168	0.38362590	0.02357827	16.27031849
W_TST_0839	2.64000000	80.32653151	0.06456688	0.00396838	16.27031849
W_TST_0838	0.54000000	81.79932699	0.26687813	0.01640276	16.27031849
W_TST_0835	0.55000000	57.84496699	1.14297835	0.07024929	16.27031849
W_TST_0833	0.18000000	55.90291801	3.76098126	0.23115597	16.27031849
W_TST_0832	0.70000000	71.66666918	0.47337695	0.02909451	16.27031849
W_TST_0831	0.89000000	74.34981032	0.31477473	0.01934656	16.27031849
W_TST_0830	3.05000000	68.80368129	0.12714771	0.00781470	16.27031849
W_TST_0829	1.03000000	84.38055782	0.09552763	0.00587128	16.27031849
W_TST_0828	0.99000000	48.61018987	0.89020461	0.05471341	16.27031849
W_TST_0827	0.36000000	40.38666115	3.26541778	0.20069784	16.27031849
W_TST_0826	0.18000000	76.56168117	1.32744702	0.08158703	16.27031849
W_TST_0825	0.38000000	67.86290758	1.07055847	0.06579825	16.27031849
W_TST_0824	0.31000000	84.97898618	0.28341369	0.01741906	16.27031849
W_TST_0823	0.55000000	77.52107638	0.40237957	0.02473090	16.27031849
W_TST_0822	0.22000000	80.34890684	0.77297606	0.04750835	16.27031849
W_TST_0821	0.28000000	50.42715007	2.95169322	0.18141582	16.27031849
W_TST_0820	0.63000000	85.23413277	0.13233722	0.00813366	16.27031849
W_TST_0819	2.15000000	8.54171970	3.09673927	0.19033059	16.27031849
W_TST_0818	0.11000000	84.01103151	0.95372342	0.05861738	16.27031849
W_TST_0817	0.19000000	45.01916938	5.25963730	0.32326579	16.27031849
W_TST_0815	0.70000000	80.35947597	0.24266420	0.01491453	16.27031849
W_TST_0814	0.11000000	87.77462717	0.35326932	0.02171250	16.27031849
W_TST_0813	0.31000000	34.65474569	4.66652697	0.28681227	16.27031849
W_TST_0812	0.66000000	85.09390687	0.13005662	0.00799349	16.27031849
W_TST_0811	0.21000000	63.66804647	2.35678521	0.14485182	16.27031849
W_TST_0810	2.02000000	73.61526433	0.14555769	0.00894621	16.27031849
W_TST_0808	0.19000000	83.65065112	0.58564689	0.03599480	16.27031849
W_TST_0807	1.25000000	70.22824844	0.28757226	0.01767465	16.27031849
W_TST_0806	0.59000000	82.57914244	0.22075850	0.01356817	16.27031849
W_TST_0804	1.89000000	32.67295886	0.82501499	0.05070675	16.27031849
W_TST_0803	0.39000000	84.20606938	0.26017762	0.01599094	16.27031849
W_TST_0802	0.71000000	62.33840465	0.73824929	0.04537399	16.27031849
W_TST_0801	0.46000000	82.17437394	0.29877965	0.01836348	16.27031849
W_TST_0798	4.31000000	65.50645275	0.10570539	0.00649682	16.27031849
W_TST_0795	4.21000000	15.23810949	0.87196186	0.05359218	16.27031849
W_TST_0794	0.95000000	72.92978586	0.32323284	0.01986641	16.27031849
W_TST_0793	0.95000000	72.33675804	0.33519365	0.02060154	16.27031849
W_TST_0790	0.26000000	49.99560351	3.22780923	0.19838636	16.27031849
W_TST_0789	0.31000000	77.80068648	0.69740359	0.04286355	16.27031849
W_TST_0788	0.15000000	25.85381548	13.75767022	0.84556859	16.27031849
W_TST_0787	0.29000000	83.95764453	0.36500587	0.02243385	16.27031849
W_TST_0785	2.19000000	75.98304217	0.11399196	0.00700613	16.27031849
W_TST_0784	4.31000000	49.12327211	0.20081589	0.01234247	16.27031849
W_TST_0783	1.28000000	35.91060439	1.07883411	0.06630688	16.27031849
W_TST_0782	0.44000000	75.43407179	0.59055812	0.03629665	16.27031849
W_TST_0781	0.46000000	40.76627784	2.52150129	0.15497553	16.27031849
W_TST_0780	0.29000000	78.53358728	0.69945482	0.04298962	16.27031849
W_TST_0779	0.72000000	84.06947959	0.14427548	0.00886740	16.27031849
W_TST_0778	2.57000000	16.47237001	1.31592662	0.08087897	16.27031849
W_TST_0777	0.16000000	42.84809296	6.73803223	0.41413032	16.27031849
W_TST_0775	0.27000000	50.61270349	3.04088154	0.18689748	16.27031849
W_TST_0774	1.34000000	58.11779716	0.46418977	0.02852985	16.27031849
W_TST_0773	0.25000000	55.09487187	2.79097092	0.17153757	16.27031849
W_TST_0772	0.89000000	26.92929219	2.21192430	0.13594843	16.27031849
W_TST_0771	0.40000000	65.78413346	1.12437679	0.06910601	16.27031849
W_TST_0769	0.78000000	53.82240192	0.93755014	0.05762334	16.27031849
W_TST_0768	0.22000000	58.05237004	2.83454161	0.17421550	16.27031849
W_TST_0767	2.60000000	64.20021144	0.18592859	0.01142747	16.27031849
W_TST_0766	0.72000000	32.09430990	2.21456713	0.13611087	16.27031849
W_TST_0765	0.29000000	38.80258185	4.28839448	0.26357164	16.27031849
W_TST_0764	0.10000000	54.34276417	7.17441738	0.44095126	16.27031849
W_TST_0763	1.67000000	67.13128649	0.25255880	0.01552267	16.27031849
W_TST_0762	0.57000000	42.53279777	1.91237740	0.11753780	16.27031849
W_TST_0761	0.74000000	29.25507834	2.41250987	0.14827675	16.27031849
W_TST_0759	0.38000000	89.06505537	0.04294555	0.00263950	16.27031849
W_TST_0757	0.16000000	45.57765911	6.12522806	0.37646639	16.27031849
W_TST_0756	0.56000000	45.40065411	1.76091326	0.10822857	16.27031849
W_TST_0751	0.29000000	80.53228011	0.57504653	0.03534329	16.27031849
W_TST_0749	0.12000000	28.22409729	15.52591807	0.95424795	16.27031849
W_TST_0748	0.17000000	89.95124553	0.00500545	0.00030764	16.27031849
W_TST_0747	0.20000000	84.41118655	0.48926871	0.03007124	16.27031849
W_TST_0746	0.13000000	50.48336617	6.34480074	0.38996168	16.27031849
W_TST_0745	0.13000000	66.97359581	3.26937536	0.20094108	16.27031849
W_TST_0743	1.34000000	67.64921099	0.30684015	0.01885889	16.27031849
W_TST_0741	0.46000000	78.48525788	0.44287014	0.02721951	16.27031849
W_TST_0740	0.29000000	69.92556301	1.26014555	0.07745058	16.27031849
W_TST_0739	1.45000000	68.57474049	0.27062371	0.01663297	16.27031849
W_TST_0738	0.12000000	60.13681634	4.78475655	0.29407885	16.27031849
W_TST_0737	0.11000000	60.88040664	5.06400776	0.31124208	16.27031849
W_TST_0736	1.04000000	56.04613701	0.64743996	0.03979270	16.27031849
W_TST_0735	0.31000000	75.81986404	0.81506465	0.05009519	16.27031849
W_TST_0734	1.20000000	60.62703565	0.46904127	0.02882803	16.27031849
W_TST_0730	0.41000000	78.74602509	0.48532802	0.02982904	16.27031849
W_TST_0728	0.54000000	75.37949732	0.48307897	0.02969081	16.27031849
W_TST_0725	0.18000000	60.28602917	3.17062857	0.19487194	16.27031849
W_TST_0724	0.12000000	48.41148238	7.39569360	0.45455125	16.27031849
W_TST_0723	0.37000000	52.32922375	2.08668492	0.12825102	16.27031849
W_TST_0722	0.35000000	85.59378926	0.22015671	0.01353119	16.27031849
W_TST_0720	0.52000000	77.19949770	0.43693009	0.02685443	16.27031849
W_TST_0718	0.20000000	73.72653025	1.45958949	0.08970872	16.27031849
W_TST_0716	2.00000000	74.40570832	0.13954881	0.00857689	16.27031849
W_TST_0715	11.91000000	45.60324025	0.08221340	0.00505297	16.27031849
W_TST_0714	0.13000000	66.44015433	3.35426861	0.20615876	16.27031849
W_TST_0713	0.46000000	78.38335593	0.44689842	0.02746710	16.27031849
W_TST_0711	0.15000000	80.81961807	1.07742197	0.06622009	16.27031849
W_TST_0710	0.32000000	86.16084085	0.20970759	0.01288897	16.27031849
W_TST_0709	0.23000000	62.47641609	2.26561010	0.13924805	16.27031849
W_TST_0707	0.99000000	68.12915158	0.40546114	0.02492030	16.27031849
W_TST_0706	0.53000000	77.44801012	0.42008839	0.02581931	16.27031849
W_TST_0705	1.16000000	83.52554382	0.09783105	0.00601285	16.27031849
W_TST_0704	0.17000000	71.64679069	1.95146440	0.11994015	16.27031849
W_TST_0703	0.43000000	18.88919564	6.79664936	0.41773303	16.27031849
W_TST_0702	0.19000000	70.33618653	1.88073398	0.11559294	16.27031849
W_TST_0701	1.47000000	84.36265508	0.06714895	0.00412708	16.27031849
W_TST_0700	1.38000000	74.24670815	0.20441391	0.01256361	16.27031849
W_TST_0698	0.26000000	28.28363546	7.14797298	0.43932594	16.27031849
W_TST_0697	0.14000000	52.45731310	5.48936684	0.33738533	16.27031849
W_TST_0696	0.11000000	73.14963898	2.75342857	0.16923016	16.27031849
W_TST_0695	0.46000000	77.34766553	0.48801245	0.02999403	16.27031849
W_TST_0691	0.35000000	54.11468264	2.06711088	0.12704797	16.27031849
W_TST_0687	0.30000000	50.83867399	2.71485582	0.16685941	16.27031849
W_TST_0686	0.41000000	70.37189812	0.86984571	0.05346212	16.27031849
W_TST_0685	0.15000000	73.76288161	1.94153006	0.11932957	16.27031849
W_TST_0683	0.39000000	60.48182791	1.45177318	0.08922832	16.27031849
W_TST_0680	0.39000000	75.23998820	0.67555099	0.04152045	16.27031849
W_TST_0677	0.34000000	59.85049786	1.70833706	0.10499715	16.27031849
W_TST_0676	0.71000000	37.14239278	1.85944443	0.11428445	16.27031849
W_TST_0675	0.41000000	75.44387655	0.63332415	0.03892512	16.27031849
W_TST_0673	4.28000000	83.86667886	0.02510687	0.00154311	16.27031849
W_TST_0671	0.26000000	85.04641461	0.33335551	0.02048857	16.27031849
W_TST_0669	0.51000000	83.07524565	0.23814057	0.01463650	16.27031849
W_TST_0668	0.23000000	77.51485207	0.96270748	0.05916955	16.27031849
W_TST_0667	0.21000000	61.21867715	2.61585824	0.16077486	16.27031849
W_TST_0666	0.37000000	87.17275932	0.13347229	0.00820342	16.27031849
W_TST_0665	0.16000000	65.26371618	2.87947548	0.17697720	16.27031849
W_TST_0663	0.66000000	69.93951484	0.55328213	0.03400561	16.27031849
W_TST_0658	0.33000000	57.10444792	1.96005727	0.12046828	16.27031849
W_TST_0657	0.37000000	60.54697631	1.52619174	0.09380220	16.27031849
W_TST_0656	0.43000000	36.44248021	3.14945043	0.19357030	16.27031849
W_TST_0655	0.70000000	50.07340190	1.19559837	0.07348340	16.27031849
W_TST_0654	0.87000000	75.51970537	0.29683987	0.01824426	16.27031849
W_TST_0653	0.30000000	55.55516387	2.28621442	0.14051442	16.27031849
W_TST_0652	0.40000000	66.22059376	1.10155818	0.06770354	16.27031849
W_TST_0647	0.28000000	82.73856932	0.45506716	0.02796916	16.27031849
W_TST_0642	0.38000000	52.17405576	2.04317112	0.12557659	16.27031849
W_TST_0640	0.21000000	39.05131294	5.86970639	0.36076162	16.27031849
W_TST_0638	0.37000000	80.49102011	0.45271279	0.02782446	16.27031849
W_TST_0636	0.66000000	64.47497790	0.72350260	0.04446764	16.27031849
W_TST_0634	0.45000000	89.66161257	0.01312454	0.00080666	16.27031849
W_TST_0633	0.64000000	72.03930481	0.50650226	0.03113045	16.27031849
W_TST_0632	0.92000000	84.44278405	0.10575762	0.00650003	16.27031849
W_TST_0631	0.62000000	70.06463861	0.58498895	0.03595436	16.27031849
W_TST_0630	1.30000000	63.02998694	0.39143568	0.02405827	16.27031849
W_TST_0629	0.71000000	83.58837458	0.15827244	0.00972768	16.27031849
W_TST_0628	1.63000000	61.19439637	0.33735093	0.02073413	16.27031849
W_TST_0627	3.72000000	46.58122754	0.25437468	0.01563428	16.27031849
W_TST_0626	2.58000000	59.62883147	0.22713965	0.01396037	16.27031849
W_TST_0625	1.78000000	47.24271571	0.51945297	0.03192642	16.27031849
W_TST_0623	0.71000000	80.31336695	0.24041271	0.01477615	16.27031849
W_TST_0622	0.34000000	88.06334763	0.09945247	0.00611251	16.27031849
W_TST_0621	0.52000000	62.00975036	1.02209839	0.06281981	16.27031849
W_TST_0619	0.13000000	60.40018560	4.36980600	0.26857532	16.27031849
W_TST_0618	1.05000000	79.99125308	0.16808038	0.01033049	16.27031849
W_TST_0617	1.03000000	65.82752896	0.43576741	0.02678297	16.27031849
W_TST_0616	0.52000000	64.22148106	0.92876239	0.05708323	16.27031849
W_TST_0615	0.44000000	65.16556410	1.05180548	0.06464566	16.27031849
W_TST_0614	1.82000000	78.77809938	0.10901241	0.00670008	16.27031849
W_TST_0613	1.34000000	71.66661968	0.24728718	0.01519867	16.27031849
W_TST_0612	0.86000000	78.34031346	0.23994927	0.01474767	16.27031849
W_TST_0611	0.67000000	80.24908988	0.25648922	0.01576424	16.27031849
W_TST_0610	0.60000000	50.05838472	1.39560773	0.08577630	16.27031849
W_TST_0608	0.19000000	39.10621985	6.47487808	0.39795644	16.27031849
W_TST_0607	3.10000000	59.71610203	0.18837932	0.01157810	16.27031849
W_TST_0606	2.29000000	75.84788359	0.11010911	0.00676748	16.27031849
W_TST_0604	2.42000000	37.74884257	0.53370735	0.03280251	16.27031849
W_TST_0598	0.16000000	67.73663587	2.55864447	0.15725841	16.27031849
W_TST_0597	6.45000000	71.29571370	0.05249065	0.00322616	16.27031849
W_TST_0596	0.63000000	55.02004039	1.11061334	0.06826009	16.27031849
W_TST_0595	3.81000000	63.25077445	0.13228991	0.00813075	16.27031849
W_TST_0594	1.04000000	73.17823303	0.29070421	0.01786715	16.27031849
W_TST_0592	5.72000000	70.44407692	0.06210094	0.00381682	16.27031849
W_TST_0591	0.40000000	78.25309455	0.51985988	0.03195143	16.27031849
W_TST_0590	0.35000000	73.97794789	0.82046274	0.05042696	16.27031849
W_TST_0588	0.20000000	48.12311531	4.48260360	0.27550804	16.27031849
W_TST_0585	0.21000000	38.75679424	5.93176927	0.36457610	16.27031849
W_TST_0584	0.34000000	85.74079668	0.21904222	0.01346269	16.27031849
W_TST_0583	0.26000000	76.08017736	0.95323912	0.05858761	16.27031849
W_TST_0582	1.14000000	83.37743225	0.10184484	0.00625955	16.27031849
W_TST_0581	1.04000000	66.28174543	0.42245131	0.02596454	16.27031849
W_TST_0580	16.10000000	63.90519744	0.03042127	0.00186974	16.27031849
W_TST_0578	3.16000000	35.39207007	0.44542697	0.02737666	16.27031849
