DEPTH d	VALUE d	COUNT d
1376.22000000	41.10916553	0.00000000
1376.79000000	41.97548363	0.90000000
1376.79000000	41.97548363	0.00000000
1376.79000000	41.97548363	0.00000000
1376.79000000	41.97548363	0.00000000
1376.79000000	41.97548363	0.00000000
1376.85500000	40.84607142	0.00000000
1379.97500000	36.85254794	1.00000000
1383.03000000	39.21251700	0.00000000
1383.66500000	43.45010132	1.00000000
1386.05500000	38.67005248	0.00000000
1391.02500000	38.23700778	0.00000000
1395.57000000	35.18055107	0.00000000
1395.57000000	35.18055107	0.00000000
1395.57000000	35.18055107	0.00000000
1395.57000000	35.18055107	0.00000000
1395.57000000	35.18055107	0.00000000
1395.90500000	30.75765817	0.00000000
1400.83000000	28.61805222	0.00000000
1400.83000000	28.61805222	0.00000000
1403.44500000	28.04495526	0.00000000
1403.44500000	28.04495526	0.00000000
1403.44500000	28.04495526	0.00000000
1403.44500000	28.04495526	0.00000000
1403.44500000	28.04495526	0.00000000
1403.44500000	28.04495526	0.00000000
1403.44500000	28.04495526	0.00000000
1403.44500000	28.04495526	0.00000000
1403.52000000	27.96306379	0.00000000
1403.82000000	26.74977443	0.00000000
1403.98000000	25.55195576	1.00000000
1408.87000000	28.24624385	0.00000000
1414.39500000	31.69063259	0.90000000
1414.39500000	31.69063259	0.00000000
1414.39500000	31.69063259	0.00000000
1414.39500000	31.69063259	0.00000000
1414.39500000	31.69063259	0.90000000
1415.15000000	32.67394507	0.00000000
1415.33000000	34.88895573	0.90000000
1415.33000000	34.88895573	0.90000000
1417.23000000	37.69227231	0.90000000
1417.23000000	37.69227231	0.00000000
1417.23000000	37.69227231	0.00000000
1417.23000000	37.69227231	0.00000000
1421.90000000	32.28310254	0.00000000
1425.80000000	31.51583698	1.00000000
1428.19500000	33.42191525	1.00000000
1429.89000000	33.13840275	0.00000000
1430.38000000	32.47927896	1.00000000
1430.56000000	34.74184653	0.00000000
1431.13500000	35.49841140	1.00000000
1431.71000000	33.64190907	0.00000000
1432.15000000	33.60186739	0.00000000
1432.15000000	33.60186739	0.00000000
1432.17500000	33.27173966	0.00000000
1432.17500000	33.27173966	0.00000000
1432.17500000	33.27173966	0.00000000
1432.17500000	33.27173966	0.90000000
1432.20000000	35.00770044	1.00000000
1433.66500000	34.62912660	0.00000000
1434.13000000	33.16910273	1.00000000
1435.03500000	34.25425974	0.00000000
1437.00500000	34.82884152	0.00000000
1442.14000000	36.91851327	0.00000000
1445.07000000	37.44892875	1.00000000
1445.41000000	37.28818666	0.00000000
1447.44000000	36.82142663	1.00000000
1447.87500000	37.74491320	0.00000000
1448.28500000	38.95986615	0.90000000
1448.28500000	38.95986615	0.00000000
1448.46500000	37.43701970	0.00000000
1448.46500000	37.43701970	0.00000000
1448.58000000	36.95028907	0.00000000
1448.58000000	36.95028907	0.90000000
