DEPTH d	VALUE d
1376.22000000	68.33420694
1376.79000000	66.05458357
1376.79000000	66.05458357
1376.79000000	66.05458357
1376.79000000	66.05458357
1376.79000000	66.05458357
1379.91000000	65.37879829
1383.66500000	65.76705126
1384.30000000	64.15903648
1384.30000000	64.15903648
1386.48000000	69.21382990
1391.02500000	70.82899814
1391.02500000	70.82899814
1391.02500000	70.82899814
1391.02500000	70.82899814
1391.02500000	70.82899814
1391.02500000	70.82899814
1395.70000000	79.16939472
1399.74000000	81.40374727
1399.74000000	81.40374727
1403.44500000	80.25623519
1403.44500000	80.25623519
1403.52000000	79.75888207
1403.52000000	79.75888207
1403.52000000	79.75888207
1403.52000000	79.75888207
1403.52000000	79.75888207
1403.52000000	79.75888207
1403.61000000	81.01417308
1403.82000000	81.71105052
1408.20000000	84.86565697
1410.98000000	78.44700681
1413.76000000	75.39627301
1413.76000000	75.39627301
1413.76000000	75.39627301
1413.76000000	75.39627301
1413.76000000	75.39627301
1415.27000000	69.77072489
1415.33000000	68.81224866
1415.33000000	68.81224866
1417.23000000	67.46085900
1417.23000000	67.46085900
1417.61500000	67.16168692
1417.61500000	67.16168692
1418.00000000	69.13235352
1421.90000000	70.23366167
1426.50000000	70.61347058
1428.47500000	71.68640207
1430.56000000	71.78167325
1431.71000000	70.06977691
1431.71000000	70.06977691
1431.93000000	72.51875141
1432.17500000	73.37260546
1432.17500000	73.37260546
1432.17500000	73.37260546
1432.17500000	73.37260546
1432.17500000	73.37260546
1432.17500000	73.37260546
1432.20000000	70.47673617
1433.66500000	72.46990403
1434.13000000	74.52433230
1436.23000000	73.75694778
1441.15000000	73.50107101
1444.86500000	70.63353217
1445.24000000	70.56079449
1445.41000000	70.03933050
1447.44000000	69.95545238
1447.87500000	68.72950803
1448.28500000	67.41162843
1448.28500000	67.41162843
1448.35000000	67.85203570
1448.35000000	67.85203570
1448.46500000	67.89528094
1448.46500000	67.89528094
1448.46500000	67.89528094
1448.46500000	67.89528094
1448.46500000	67.89528094
1448.58000000	68.11514933
1448.64000000	69.87819087
1448.77000000	67.13766695
1448.77000000	67.13766695
1449.47000000	66.15621359
1449.90000000	63.55405272
1459.61000000	63.12949100
1465.98500000	62.98541472
1469.52000000	60.00336630
1469.52000000	60.00336630
1469.77000000	55.04481163
1469.77000000	55.04481163
1471.06000000	53.50910819
1471.20000000	60.94132605
1471.20000000	60.94132605
1471.20000000	60.94132605
1471.20000000	60.94132605
1471.20000000	60.94132605
1471.34000000	61.90065350
1471.34000000	61.90065350
1473.01000000	54.14601213
1473.01000000	54.14601213
1473.01000000	54.14601213
1473.01000000	54.14601213
1473.01000000	54.14601213
1473.01000000	54.14601213
1474.91000000	55.90236327
1478.08000000	56.71390343
1485.06000000	57.39688463
1485.06000000	57.39688463
1485.06000000	57.39688463
1485.06000000	57.39688463
1489.73500000	57.29523188
1489.73500000	57.29523188
1489.73500000	57.29523188
1489.73500000	57.29523188
1489.73500000	57.29523188
1489.73500000	57.29523188
1490.37000000	60.65148228
1490.37000000	60.65148228
1490.37000000	60.65148228
1504.11000000	73.58397210
1504.11000000	73.58397210
1504.11000000	73.58397210
1504.11000000	73.58397210
1504.11000000	73.58397210
1504.18500000	73.05023755
1504.26000000	80.42409952
1504.26000000	80.42409952
1504.26000000	80.42409952
1508.53500000	79.53962313
1508.53500000	79.53962313
1512.81000000	78.55712965
1514.00000000	71.63969721
1515.19000000	78.09474542
