INT d	DIP d	FREQ d	FREQ_NRM d	FREQ_MAX d
1.09000000	68.77824620	0.35624890	0.06325808	5.63167403
0.62000000	71.68289981	0.53395082	0.09481210	5.63167403
0.73000000	72.42932826	0.43377451	0.07702408	5.63167403
1.14000000	68.57336131	0.34423873	0.06112547	5.63167403
0.41000000	71.48722114	0.81669107	0.14501746	5.63167403
1.29000000	65.92289856	0.34638921	0.06150733	5.63167403
1.81000000	70.09084238	0.20009709	0.03553066	5.63167403
1.59000000	67.34576109	0.26249745	0.04661091	5.63167403
3.79000000	72.79210504	0.08171576	0.01451003	5.63167403
0.61000000	68.69034263	0.63947196	0.11354918	5.63167403
0.48000000	69.89357706	0.76265657	0.13542271	5.63167403
0.45000000	68.53852210	0.87363116	0.15512815	5.63167403
1.78000000	65.82655618	0.25216900	0.04477692	5.63167403
0.60000000	64.55036930	0.79316145	0.14083938	5.63167403
0.94000000	68.03618012	0.42903391	0.07618230	5.63167403
1.68000000	72.19015745	0.19122284	0.03395489	5.63167403
