DEPTH d	SIZE i	MIN d	MAX d	INT_AV_D.X d	INT_AV_D.Y d	INT_AV_D.Z d	INT_AV_DD.DIPDIR d	INT_AV_DD.DIP d	INT_AV_DD_STDEV d	INT_AV_D_STDEV d	DD_DERIV d	D_DERIV d
1373.32000000	13	1363.84000000	1383.84000000	-0.63641050	-0.76771252	-0.07482758	219.65770619	4.29131575	36.25386120	1.62849207	0.04990132	0.00504809
1373.53000000	12	1364.84000000	1384.84000000	-0.62422438	-0.77780573	-0.07322691	218.74862380	4.19935168	37.72148522	1.69123963	0.15313170	0.01463977
1374.04000000	10	1365.84000000	1385.84000000	-0.52763559	-0.84525799	-0.08449621	211.97365670	4.84705534	25.38033747	1.52700111	0.00000000	0.00000000
1374.04000000	10	1366.84000000	1386.84000000	-0.52763559	-0.84525799	-0.08449621	211.97365670	4.84705534	25.38033747	1.52700111	0.06082031	0.00090952
1375.60500000	13	1367.84000000	1387.84000000	-0.64367583	-0.76085488	-0.08234857	220.23089639	4.72357432	30.45944651	1.54537824	0.00000000	0.00000000
1375.60500000	13	1368.84000000	1388.84000000	-0.64367583	-0.76085488	-0.08234857	220.23089639	4.72357432	30.45944651	1.54537824	0.05522653	0.00418825
1375.93000000	14	1369.84000000	1389.84000000	-0.62286869	-0.77819496	-0.08029445	218.67384482	4.60549121	30.28266445	1.55323877	0.02849919	0.00101092
1376.30000000	13	1370.84000000	1390.84000000	-0.61039328	-0.78807562	-0.07972994	217.75908684	4.57304296	31.21963685	1.61462558	0.00000000	0.00000000
1376.30000000	13	1371.84000000	1391.84000000	-0.61039328	-0.78807562	-0.07972994	217.75908684	4.57304296	31.21963685	1.61462558	0.00284578	0.00013522
1379.74000000	11	1372.84000000	1392.84000000	-0.59861189	-0.79699091	-0.08043197	216.90984587	4.61339588	33.72847054	1.66255399	0.01734459	0.00057172
1384.90000000	9	1373.84000000	1393.84000000	-0.70103790	-0.70906492	-0.07597898	224.67384668	4.35747411	35.72713690	1.61977806	0.02398352	0.00056777
1386.99000000	8	1374.84000000	1394.84000000	-0.75288401	-0.65395864	-0.07418737	229.02226340	4.25453203	37.36292318	1.65814571	0.00000000	0.00000000
1387.07500000	7	1375.84000000	1395.84000000	-0.76424922	-0.64103257	-0.07071336	230.01094181	4.05496134	40.10058597	1.73905012	0.20656451	0.02619788
1387.29000000	5	1376.84000000	1396.84000000	-0.80507787	-0.58785561	-0.07921747	233.86364970	4.54358721	29.29284107	1.39486280	0.00000000	0.00000000
1387.29000000	5	1377.84000000	1397.84000000	-0.80507787	-0.58785561	-0.07921747	233.86364970	4.54358721	29.29284107	1.39486280	0.40850426	0.00280335
1387.42000000	6	1378.84000000	1398.84000000	-0.75522728	-0.65059120	-0.07976751	229.25671709	4.57520221	28.42463047	1.28519139	0.06552385	0.00195050
1388.29000000	7	1379.84000000	1399.84000000	-0.69618675	-0.71312415	-0.08232835	224.31144040	4.72241208	28.14686508	1.27495925	0.00000000	0.00000000
1388.29000000	7	1380.84000000	1400.84000000	-0.69618675	-0.71312415	-0.08232835	224.31144040	4.72241208	28.14686508	1.27495925	0.00000000	0.00000000
1388.29000000	7	1381.84000000	1401.84000000	-0.69618675	-0.71312415	-0.08232835	224.31144040	4.72241208	28.14686508	1.27495925	0.00710490	0.00192296
1389.16000000	6	1382.84000000	1402.84000000	-0.70297506	-0.70672303	-0.07980367	224.84766808	4.57728105	30.34601336	1.37889456	0.00000000	0.00000000
1389.16000000	6	1383.84000000	1403.84000000	-0.70297506	-0.70672303	-0.07980367	224.84766808	4.57728105	30.34601336	1.37889456	0.00343732	0.00003348
1393.65500000	7	1384.84000000	1404.84000000	-0.68623882	-0.72296013	-0.08003083	223.50730768	4.59033797	28.35096821	1.27292988	0.00000000	0.00000000
1393.65500000	7	1385.84000000	1405.84000000	-0.68623882	-0.72296013	-0.08003083	223.50730768	4.59033797	28.35096821	1.27292988	0.00000000	0.00000000
1393.65500000	7	1386.84000000	1406.84000000	-0.68623882	-0.72296013	-0.08003083	223.50730768	4.59033797	28.35096821	1.27292988	0.03914627	0.00050955
1399.14000000	4	1387.84000000	1407.84000000	-0.41923097	-0.90396219	-0.08424821	204.88047798	4.83279530	9.34615621	0.95472185	0.00000000	0.00000000
1399.14000000	4	1388.84000000	1408.84000000	-0.41923097	-0.90396219	-0.08424821	204.88047798	4.83279530	9.34615621	0.95472185	0.01338241	0.00205444
1401.86000000	3	1389.84000000	1409.84000000	-0.46803729	-0.87883576	-0.09267580	208.03820888	5.31756261	5.71654931	0.61207608	0.00000000	0.00000000
1401.86000000	3	1390.84000000	1410.84000000	-0.46803729	-0.87883576	-0.09267580	208.03820888	5.31756261	5.71654931	0.61207608	0.00000000	0.00000000
1401.86000000	3	1391.84000000	1411.84000000	-0.46803729	-0.87883576	-0.09267580	208.03820888	5.31756261	5.71654931	0.61207608	0.00000000	0.00000000
1401.86000000	3	1392.84000000	1412.84000000	-0.46803729	-0.87883576	-0.09267580	208.03820888	5.31756261	5.71654931	0.61207608	0.06611408	0.00373597
1404.58000000	4	1393.84000000	1413.84000000	-0.21473514	-0.97360487	-0.07734581	192.43784240	4.43601893	34.04965632	0.97787208	0.00158173	0.00134715
1408.90500000	5	1394.84000000	1414.84000000	-0.20477144	-0.97640661	-0.06854768	191.84438209	3.93057506	30.50682469	1.55567331	0.01324394	0.00002512
1413.23000000	6	1395.84000000	1415.84000000	-0.28857944	-0.95501078	-0.06838358	196.81345244	3.92115079	30.20300818	1.43198374	0.00000000	0.00000000
1413.23000000	6	1396.84000000	1416.84000000	-0.28857944	-0.95501078	-0.06838358	196.81345244	3.92115079	30.20300818	1.43198374	0.05001437	0.00008528
1414.56000000	8	1397.84000000	1417.84000000	-0.38313428	-0.92114513	-0.06855490	202.58401779	3.93098966	33.80883526	1.61556365	0.03061223	0.00285107
1415.71000000	8	1398.84000000	1418.84000000	-0.33362433	-0.94055816	-0.06360148	199.53004777	3.64655771	34.39596141	1.67946613	0.01202829	0.00711172
1416.29500000	7	1399.84000000	1419.84000000	-0.32370845	-0.94441938	-0.05731389	198.91962380	3.28564477	36.77248911	1.64448236	0.00000000	0.00000000
1416.29500000	7	1400.84000000	1420.84000000	-0.32370845	-0.94441938	-0.05731389	198.91962380	3.28564477	36.77248911	1.64448236	0.00000000	0.00000000
1416.29500000	7	1401.84000000	1421.84000000	-0.32370845	-0.94441938	-0.05731389	198.91962380	3.28564477	36.77248911	1.64448236	0.00482271	0.00648098
1417.18000000	9	1402.84000000	1422.84000000	-0.32995670	-0.94274203	-0.04864185	199.28988338	2.78807315	32.61704994	1.87649511	0.00000000	0.00000000
1417.18000000	9	1403.84000000	1423.84000000	-0.32995670	-0.94274203	-0.04864185	199.28988338	2.78807315	32.61704994	1.87649511	0.14289937	0.00816420
1417.48000000	8	1404.84000000	1424.84000000	-0.26815954	-0.96232587	-0.04493754	195.57090650	2.57559857	34.26157891	1.92580622	0.00000000	0.00000000
1417.48000000	8	1405.84000000	1425.84000000	-0.26815954	-0.96232587	-0.04493754	195.57090650	2.57559857	34.26157891	1.92580622	0.22527766	0.00897792
1417.88000000	10	1406.84000000	1426.84000000	-0.39645317	-0.91667218	-0.05036867	203.38808496	2.88713408	31.92837221	1.80328072	0.00000000	0.00000000
1417.88000000	10	1407.84000000	1427.84000000	-0.39645317	-0.91667218	-0.05036867	203.38808496	2.88713408	31.92837221	1.80328072	0.00000000	0.00000000
1417.88000000	10	1408.84000000	1428.84000000	-0.39645317	-0.91667218	-0.05036867	203.38808496	2.88713408	31.92837221	1.80328072	0.00000000	0.00000000
1417.88000000	10	1409.84000000	1429.84000000	-0.39645317	-0.91667218	-0.05036867	203.38808496	2.88713408	31.92837221	1.80328072	0.00000000	0.00000000
1417.88000000	10	1410.84000000	1430.84000000	-0.39645317	-0.91667218	-0.05036867	203.38808496	2.88713408	31.92837221	1.80328072	0.00000000	0.00000000
1417.88000000	10	1411.84000000	1431.84000000	-0.39645317	-0.91667218	-0.05036867	203.38808496	2.88713408	31.92837221	1.80328072	0.00000000	0.00000000
1417.88000000	10	1412.84000000	1432.84000000	-0.39645317	-0.91667218	-0.05036867	203.38808496	2.88713408	31.92837221	1.80328072	0.03712192	0.00007630
1422.10500000	11	1413.84000000	1433.84000000	-0.60098287	-0.79770386	-0.04988122	216.99403925	2.85916992	23.52403381	1.64683571	0.00643211	0.00107478
1426.20000000	12	1414.84000000	1434.84000000	-0.56849901	-0.82073906	-0.05653560	214.70907502	3.24097936	22.74381789	1.83752289	0.04657424	0.00657208
