ID s	D1.DIPDIR d	D1.DIP d	D2.DIPDIR d	D2.DIP d	T1.X d	T1.Y d	T1.Z d	T2.X d	T2.Y d	T2.Z d	ANG d	MSFT d
W_TST_0016	235.41737132	0.00000000	234.26728377	0.00000000	-0.82330849	-0.56759416	0.00000000	-0.81175019	-0.58400482	0.00000000	1.15008756	1.32270138
W_TST_0017	235.41737132	0.00000000	237.12446461	0.00000000	-0.82330849	-0.56759416	0.00000000	-0.83985172	-0.54281589	0.00000000	1.70709329	2.91416749
W_TST_0018	235.41737132	0.00000000	237.85173708	0.00000000	-0.82330849	-0.56759416	0.00000000	-0.84667400	-0.53211196	0.00000000	2.43436576	5.92613667
W_TST_0019	235.41737132	0.00000000	234.27552166	0.00000000	-0.82330849	-0.56759416	0.00000000	-0.81183415	-0.58388810	0.00000000	1.14184967	1.30382066
W_TST_0020	235.41737132	0.00000000	235.30185190	0.00000000	-0.82330849	-0.56759416	0.00000000	-0.82216244	-0.56925295	0.00000000	0.11551942	0.01334474
W_TST_0021	235.41737132	0.00000000	233.99318730	0.00000000	-0.82330849	-0.56759416	0.00000000	-0.80894710	-0.58788144	0.00000000	1.42418403	2.02830014
W_TST_0022	235.41737132	0.00000000	234.72050842	0.00000000	-0.82330849	-0.56759416	0.00000000	-0.81634438	-0.57756546	0.00000000	0.69686290	0.48561790
W_TST_0023	235.41737132	0.00000000	233.84545647	0.00000000	-0.82330849	-0.56759416	0.00000000	-0.80742862	-0.58996527	0.00000000	1.57191486	2.47091632
W_TST_0024	235.41737132	0.00000000	234.57199859	0.00000000	-0.82330849	-0.56759416	0.00000000	-0.81484459	-0.57967947	0.00000000	0.84537273	0.71465506
W_TST_0025	235.41737132	0.00000000	238.16713789	0.00000000	-0.82330849	-0.56759416	0.00000000	-0.84959032	-0.52744317	0.00000000	2.74976656	7.56121616
W_TST_0026	235.41737132	0.00000000	234.00654479	0.00000000	-0.82330849	-0.56759416	0.00000000	-0.80908413	-0.58769284	0.00000000	1.41082654	1.99043151
W_TST_0027	235.41737132	0.00000000	234.10082657	0.00000000	-0.82330849	-0.56759416	0.00000000	-0.81005010	-0.58636067	0.00000000	1.31654475	1.73329008
W_TST_0028	235.41737132	0.00000000	235.13941397	0.00000000	-0.82330849	-0.56759416	0.00000000	-0.82054526	-0.57158155	0.00000000	0.27795735	0.07726029
W_TST_0029	235.41737132	0.00000000	236.35028611	0.00000000	-0.82330849	-0.56759416	0.00000000	-0.83244077	-0.55411404	0.00000000	0.93291479	0.87033001
W_TST_0030	235.41737132	0.00000000	235.10973335	0.00000000	-0.82330849	-0.56759416	0.00000000	-0.82024906	-0.57200654	0.00000000	0.30763797	0.09464112
W_TST_0031	235.41737132	0.00000000	233.56594068	0.00000000	-0.82330849	-0.56759416	0.00000000	-0.80454090	-0.59389725	0.00000000	1.85143064	3.42779541
W_TST_0032	235.41737132	0.00000000	234.26473519	0.00000000	-0.82330849	-0.56759416	0.00000000	-0.81172421	-0.58404093	0.00000000	1.15263613	1.32857005
W_TST_0033	235.41737132	0.00000000	234.45302856	0.00000000	-0.82330849	-0.56759416	0.00000000	-0.81363918	-0.58137018	0.00000000	0.96434276	0.92995697
W_TST_0034	235.41737132	0.00000000	233.91280385	0.00000000	-0.82330849	-0.56759416	0.00000000	-0.80812153	-0.58901578	0.00000000	1.50456747	2.26372328
W_TST_0035	235.41737132	0.00000000	235.48349526	0.00000000	-0.82330849	-0.56759416	0.00000000	-0.82396299	-0.56664361	0.00000000	0.06612394	0.00437238
W_TST_0036	235.41737132	0.00000000	233.11674647	0.00000000	-0.82330849	-0.56759416	0.00000000	-0.79986012	-0.60018647	0.00000000	2.30062485	5.29287470
W_TST_0037	235.41737132	0.00000000	236.10910195	0.00000000	-0.82330849	-0.56759416	0.00000000	-0.83010088	-0.55761325	0.00000000	0.69173062	0.47849126
W_TST_0038	235.41737132	0.00000000	236.17804352	0.00000000	-0.82330849	-0.56759416	0.00000000	-0.83077123	-0.55661402	0.00000000	0.76067219	0.57862219
W_TST_0039	235.41737132	0.00000000	248.85114827	0.00000000	-0.82330849	-0.56759416	0.00000000	-0.93264625	-0.36079214	0.00000000	13.43377695	180.46636317
W_TST_0040	235.41737132	0.00000000	235.72695186	0.00000000	-0.82330849	-0.56759416	0.00000000	-0.82636328	-0.56313739	0.00000000	0.30958054	0.09584011
W_TST_0041	235.41737132	0.00000000	233.79715493	0.00000000	-0.82330849	-0.56759416	0.00000000	-0.80693098	-0.59064574	0.00000000	1.62021639	2.62510114
