ID s	D1.DIPDIR d	D1.DIP d	D2.DIPDIR d	D2.DIP d	T1.X d	T1.Y d	T1.Z d	T2.X d	T2.Y d	T2.Z d	ANG d	MSFT d
W_TST_0071	217.89632316	0.00000000	246.72745603	0.00000000	-0.61423456	-0.78912350	0.00000000	-0.91863582	-0.39510534	0.00000000	28.83113287	831.23422250
W_TST_0072	217.89632316	0.00000000	220.89820603	0.00000000	-0.61423456	-0.78912350	0.00000000	-0.65471715	-0.75587397	0.00000000	3.00188287	9.01130079
W_TST_0073	217.89632316	0.00000000	221.44253184	0.00000000	-0.61423456	-0.78912350	0.00000000	-0.66186851	-0.74961996	0.00000000	3.54620868	12.57559597
W_TST_0074	217.89632316	0.00000000	13.27643096	0.00000000	-0.61423456	-0.78912350	0.00000000	0.22964939	0.97327342	0.00000000	155.38010781	24142.97790213
W_TST_0075	217.89632316	0.00000000	239.02896468	0.00000000	-0.61423456	-0.78912350	0.00000000	-0.85742756	-0.51460469	0.00000000	21.13264152	446.58853763
W_TST_0076	217.89632316	0.00000000	345.11182893	0.00000000	-0.61423456	-0.78912350	0.00000000	-0.25693328	0.96642914	0.00000000	127.21550577	16183.78490871
W_TST_0077	217.89632316	0.00000000	14.96551079	0.00000000	-0.61423456	-0.78912350	0.00000000	0.25823756	0.96608145	0.00000000	157.06918764	24670.72970703
W_TST_0078	217.89632316	0.00000000	209.31762754	0.00000000	-0.61423456	-0.78912350	0.00000000	-0.48965073	-0.87191867	0.00000000	8.57869562	73.59401848
W_TST_0079	217.89632316	0.00000000	211.32853064	0.00000000	-0.61423456	-0.78912350	0.00000000	-0.51994453	-0.85420003	0.00000000	6.56779252	43.13589855
W_TST_0080	217.89632316	0.00000000	209.02834532	0.00000000	-0.61423456	-0.78912350	0.00000000	-0.48524225	-0.87437976	0.00000000	8.86797784	78.64103099
W_TST_0081	217.89632316	0.00000000	243.55403118	0.00000000	-0.61423456	-0.78912350	0.00000000	-0.89535474	-0.44535367	0.00000000	25.65770802	658.31798082
W_TST_0082	217.89632316	0.00000000	211.63574067	0.00000000	-0.61423456	-0.78912350	0.00000000	-0.52451710	-0.85139991	0.00000000	6.26058249	39.19489313
W_TST_0083	217.89632316	0.00000000	230.25072785	0.00000000	-0.61423456	-0.78912350	0.00000000	-0.76884995	-0.63942924	0.00000000	12.35440469	152.63131515
W_TST_0084	217.89632316	0.00000000	30.57654869	0.00000000	-0.61423456	-0.78912350	0.00000000	0.50868907	0.86095031	0.00000000	172.68022554	29818.46029269
W_TST_0085	217.89632316	0.00000000	67.34683247	0.00000000	-0.61423456	-0.78912350	0.00000000	0.92285321	0.38515185	0.00000000	150.54949069	22665.14914763
W_TST_0086	217.89632316	0.00000000	64.25565964	0.00000000	-0.61423456	-0.78912350	0.00000000	0.90074115	0.43435628	0.00000000	153.64066352	23605.45348802
W_TST_0087	217.89632316	0.00000000	221.02283551	0.00000000	-0.61423456	-0.78912350	0.00000000	-0.65635977	-0.75444804	0.00000000	3.12651235	9.77507946
W_TST_0088	217.89632316	0.00000000	216.29821258	0.00000000	-0.61423456	-0.78912350	0.00000000	-0.59198804	-0.80594675	0.00000000	1.59811057	2.55395741
W_TST_0089	217.89632316	0.00000000	242.20821836	0.00000000	-0.61423456	-0.78912350	0.00000000	-0.88464786	-0.46625975	0.00000000	24.31189520	591.06824825
W_TST_0090	217.89632316	0.00000000	222.18761339	0.00000000	-0.61423456	-0.78912350	0.00000000	-0.67156042	-0.74094980	0.00000000	4.29129023	18.41517188
W_TST_0091	217.89632316	0.00000000	221.45321400	0.00000000	-0.61423456	-0.78912350	0.00000000	-0.66200825	-0.74949655	0.00000000	3.55689084	12.65147248
W_TST_0092	217.89632316	0.00000000	208.10058144	0.00000000	-0.61423456	-0.78912350	0.00000000	-0.47102083	-0.88212209	0.00000000	9.79574172	95.95655579
W_TST_0093	217.89632316	0.00000000	223.66072356	0.00000000	-0.61423456	-0.78912350	0.00000000	-0.69038665	-0.72344058	0.00000000	5.76440040	33.22831197
W_TST_0094	217.89632316	0.00000000	175.72545904	0.00000000	-0.61423456	-0.78912350	0.00000000	0.07453563	-0.99721835	0.00000000	42.17086412	1778.38178061
W_TST_0095	217.89632316	0.00000000	240.27706753	0.00000000	-0.61423456	-0.78912350	0.00000000	-0.86843314	-0.49580630	0.00000000	22.38074437	500.89771841
W_TST_0096	217.89632316	0.00000000	25.87540727	0.00000000	-0.61423456	-0.78912350	0.00000000	0.43641564	0.89974518	0.00000000	167.97908412	28216.97270062
