D1.DIPDIR d	D1.DIP d	D2.DIPDIR d	D2.DIP d	T1.X d	T1.Y d	T1.Z d	T2.X d	T2.Y d	T2.Z d	ANG d
269.80667251	39.33422780	269.80667251	67.33565554	-0.77345729	-0.00260981	-0.63384304	-0.38532967	-0.00130018	-0.92277806	28.00142774
269.80667251	39.33422780	269.80667251	52.64323463	-0.77345729	-0.00260981	-0.63384304	-0.60677276	-0.00204738	-0.79487271	13.30900683
269.80667251	39.33422780	269.80667251	70.49695147	-0.77345729	-0.00260981	-0.63384304	-0.33385511	-0.00112650	-0.94262373	31.16272367
269.80667251	39.33422780	269.80667251	54.61275746	-0.77345729	-0.00260981	-0.63384304	-0.57909637	-0.00195400	-0.81525676	15.27852966
269.80667251	39.33422780	269.80667251	87.26926506	-0.77345729	-0.00260981	-0.63384304	-0.04764200	-0.00016075	-0.99886446	47.93503726
269.80667251	39.33422780	269.80667251	77.07184600	-0.77345729	-0.00260981	-0.63384304	-0.22372779	-0.00075491	-0.97465138	37.73761820
269.80667251	39.33422780	269.80667251	70.92888485	-0.77345729	-0.00260981	-0.63384304	-0.32673961	-0.00110249	-0.94511375	31.59465705
269.80667251	39.33422780	269.80667251	87.35170293	-0.77345729	-0.00260981	-0.63384304	-0.04620478	-0.00015590	-0.99893198	48.01747513
269.80667251	39.33422780	269.80667251	79.28712202	-0.77345729	-0.00260981	-0.63384304	-0.18588641	-0.00062722	-0.98257104	39.95289422
269.80667251	39.33422780	269.80667251	67.21184384	-0.77345729	-0.00260981	-0.63384304	-0.38732281	-0.00130691	-0.92194324	27.87761604
269.80667251	39.33422780	269.80667251	75.07468606	-0.77345729	-0.00260981	-0.63384304	-0.25755826	-0.00086906	-0.96626238	35.74045826
269.80667251	39.33422780	269.80667251	70.80739560	-0.77345729	-0.00260981	-0.63384304	-0.32874287	-0.00110925	-0.94441881	31.47316780
269.80667251	39.33422780	269.80667251	67.12158494	-0.77345729	-0.00260981	-0.63384304	-0.38877467	-0.00131181	-0.92133193	27.78735713
269.80667251	39.33422780	269.80667251	63.66508346	-0.77345729	-0.00260981	-0.63384304	-0.44361491	-0.00149685	-0.89621625	24.33085566
269.80667251	39.33422780	269.80667251	74.00115308	-0.77345729	-0.00260981	-0.63384304	-0.27561644	-0.00092999	-0.96126724	34.66692528
269.80667251	39.33422780	269.80667251	89.03828724	-0.77345729	-0.00260981	-0.63384304	-0.01678417	-0.00005663	-0.99985913	49.70405944
269.80667251	39.33422780	269.80667251	51.04385715	-0.77345729	-0.00260981	-0.63384304	-0.62872176	-0.00212144	-0.77762745	11.70962935
269.80667251	39.33422780	269.80667251	51.42315327	-0.77345729	-0.00260981	-0.63384304	-0.62356018	-0.00210403	-0.78177252	12.08892547
269.80667251	39.33422780	269.80667251	83.25060301	-0.77345729	-0.00260981	-0.63384304	-0.11752628	-0.00039656	-0.99306969	43.91637521
269.80667251	39.33422780	269.80667251	66.57394873	-0.77345729	-0.00260981	-0.63384304	-0.39756287	-0.00134146	-0.91757396	27.23972093
269.80667251	39.33422780	269.80667251	38.05891926	-0.77345729	-0.00260981	-0.63384304	-0.78737275	-0.00265676	-0.61647149	1.27530854
269.80667251	39.33422780	269.80667251	57.01663374	-0.77345729	-0.00260981	-0.63384304	-0.54439244	-0.00183690	-0.83882865	17.68240594
269.80667251	39.33422780	269.80667251	46.49693064	-0.77345729	-0.00260981	-0.63384304	-0.68838951	-0.00232277	-0.72533749	7.16270284
269.80667251	39.33422780	269.80667251	39.30328463	-0.77345729	-0.00260981	-0.63384304	-0.77379949	-0.00261097	-0.63342523	0.03094317
269.80667251	39.33422780	269.80667251	73.20250186	-0.77345729	-0.00260981	-0.63384304	-0.28898835	-0.00097511	-0.95733212	33.86827406
269.80667251	39.33422780	269.80667251	42.99527533	-0.77345729	-0.00260981	-0.63384304	-0.73140577	-0.00246792	-0.68193805	3.66104753
269.80667251	39.33422780	269.80667251	30.72519531	-0.77345729	-0.00260981	-0.63384304	-0.85962279	-0.00290055	-0.51092098	8.60903249
269.80667251	39.33422780	269.80667251	72.11478020	-0.77345729	-0.00260981	-0.63384304	-0.30710938	-0.00103625	-0.95167366	32.78055240
269.80667251	39.33422780	269.80667251	34.50126437	-0.77345729	-0.00260981	-0.63384304	-0.82410900	-0.00278072	-0.56642442	4.83296343
269.80667251	39.33422780	269.80667251	88.78643108	-0.77345729	-0.00260981	-0.63384304	-0.02117907	-0.00007146	-0.99977570	49.45220328
269.80667251	39.33422780	269.80667251	64.01319277	-0.77345729	-0.00260981	-0.63384304	-0.43816169	-0.00147845	-0.89889496	24.67896496
269.80667251	39.33422780	269.80667251	39.91350827	-0.77345729	-0.00260981	-0.63384304	-0.76700953	-0.00258805	-0.64163048	0.57928047
269.80667251	39.33422780	269.80667251	81.87947689	-0.77345729	-0.00260981	-0.63384304	-0.14125504	-0.00047662	-0.98997312	42.54524909
