PLN_NUM d	LIN_NUM d
0.00000000	0.00000000
0.00000000	0.00000000
0.00000000	0.00000000
0.00000000	0.00000000
5.00000000	8.00000000
10.00000000	14.00000000
19.00000000	15.00000000
8.00000000	1.00000000
2.00000000	0.00000000
